date,material,sending,receiving,quantity,ori_deployment_uid,actual_ship_date,actual_delivery_date,type
2025-09-09,80813644,0386,C810,100,80813644|0386|C810|2025-09-09|net demand for normal|000022,2025-09-09,2025-09-11,delivery_shipment
2025-09-09,80813608,0386,C810,100,80813608|0386|C810|2025-09-09|net demand for normal|000025,2025-09-09,2025-09-11,delivery_shipment
2025-09-09,80813644,0386,C810,20,80813644|0386|C810|2025-09-09|net demand for AO|000021,2025-09-09,2025-09-11,delivery_shipment
2025-09-09,80813644,0386,C810,80,80813644|0386|C810|2025-09-09|net demand for AO|000021,2025-09-09,2025-09-11,delivery_shipment
2025-09-09,80813608,0386,C810,25,80813608|0386|C810|2025-09-09|net demand for AO|000024,2025-09-09,2025-09-11,delivery_shipment
2025-09-09,80813608,0386,C810,75,80813608|0386|C810|2025-09-09|net demand for AO|000024,2025-09-09,2025-09-11,delivery_shipment
2025-09-09,80813644,0386,C816,60,80813644|0386|C816|2025-09-09|net demand for AO|000020,2025-09-09,2025-09-11,delivery_shipment
2025-09-09,80813644,0386,C816,40,80813644|0386|C816|2025-09-09|net demand for AO|000020,2025-09-09,2025-09-11,delivery_shipment
2025-09-09,80813608,0386,C816,25,80813608|0386|C816|2025-09-09|net demand for AO|000023,2025-09-09,2025-09-11,delivery_shipment
2025-09-09,80813608,0386,C816,75,80813608|0386|C816|2025-09-09|net demand for AO|000023,2025-09-09,2025-09-11,delivery_shipment
