date,available_date,material,receiving,quantity
2025-09-07,2025-09-09,80813644,C810,100
2025-09-07,2025-09-09,80813608,C810,10
2025-09-07,2025-09-09,80813644,C810,8
2025-09-07,2025-09-09,80813608,C810,100
2025-09-07,2025-09-09,80813644,C816,40
2025-09-07,2025-09-09,80813608,C816,75
2025-09-07,2025-09-09,80813644,C816,40
2025-09-07,2025-09-09,80813608,C816,75
