date,available_date,material,receiving,quantity
2025-09-11,2025-09-12,80813644,C810,100
2025-09-11,2025-09-12,80813608,C810,100
2025-09-11,2025-09-12,80813644,C810,80
2025-09-11,2025-09-12,80813608,C810,75
2025-09-11,2025-09-12,80813644,C816,40
2025-09-11,2025-09-12,80813608,C816,75
2025-09-11,2025-09-13,80813644,C816,40
2025-09-11,2025-09-13,80813644,C816,20
2025-09-11,2025-09-13,80813608,C816,50
2025-09-11,2025-09-13,80813644,C810,100
2025-09-11,2025-09-13,80813608,C810,100
