timestamp,date,event_type,message
2025-09-18T21:18:00.777855,2025-09-01,INIT_INVENTORY,Initialized 8 inventory records
2025-09-18T21:18:00.782577,2025-09-01,SET_SPACE_CAPACITY,Configured 5 space capacity records
2025-09-18T21:18:01.308532,2025-09-01,M1_SHIPMENTS,Processed 6 shipments
2025-09-18T21:18:02.199565,2025-09-01,M5_DEPLOYMENT,Added 3 deployment plans
2025-09-18T21:18:02.616317,2025-09-01,M6_DELIVERY,Processed 5 delivery plans
2025-09-18T21:18:04.288602,2025-09-01,M1_SHIPMENTS,Processed 6 shipments
