date,material,receiving,quantity,ori_deployment_uid,actual_ship_date
2025-09-03,80813608,C810,57,80813608|0386|C810|2025-09-01|net demand for normal|000001,2025-09-01
2025-09-03,80813608,C816,42,80813608|0386|C816|2025-09-01|net demand for normal|000002,2025-09-01
2025-09-03,80813644,C816,14,80813644|0386|C816|2025-09-01|net demand for normal|000003,2025-09-01
