date,material,location,quantity
2025-09-11,80813644,0386,4687
2025-09-11,80813644,A868,100
2025-09-11,80813644,C816,114
2025-09-11,80813644,C810,0
2025-09-11,80813608,0386,6956
2025-09-11,80813608,A868,100
2025-09-11,80813608,C816,0
2025-09-11,80813608,C810,0
