date,material,location,quantity
2025-09-09,80813644,0386,2328
2025-09-09,80813644,A868,100
2025-09-09,80813644,C816,38
2025-09-09,80813644,C810,0
2025-09-09,80813608,0386,4174
2025-09-09,80813608,A868,100
2025-09-09,80813608,C816,0
2025-09-09,80813608,C810,0
