date,material,location,quantity
2025-09-12,80813644,0386,0
2025-09-12,80813644,A868,100
2025-09-12,80813644,C816,52
2025-09-12,80813644,C810,0
2025-09-12,80813608,0386,101
2025-09-12,80813608,A868,100
2025-09-12,80813608,C816,2
2025-09-12,80813608,C810,0
