timestamp,date,event_type,message
2025-09-18T22:51:03.390949,2025-09-01,INIT_INVENTORY,Initialized 8 inventory records
2025-09-18T22:51:03.393697,2025-09-01,SET_SPACE_CAPACITY,Configured 5 space capacity records
2025-09-18T22:51:04.074473,2025-09-01,M1_SHIPMENTS,Processed 6 shipments
2025-09-18T22:51:05.055274,2025-09-01,M5_DEPLOYMENT,Added 3 deployment plans
2025-09-18T22:51:05.551071,2025-09-01,M6_DELIVERY,Processed 5 delivery plans
