transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
80807105|0386|A716|2026-02-07|net demand for safety|056327_transit_20260207-0386-A716-Train-#1,2026-02-20,80807105,0386,A716,2026-02-07,2026-02-21,51,80807105|0386|A716|2026-02-07|net demand for safety|056327,20260207-0386-A716-Train-#1
21132988|0386|A716|2026-02-07|push replenishment|055836_transit_20260207-0386-A716-Train-#1,2026-02-20,21132988,0386,A716,2026-02-07,2026-02-21,133,21132988|0386|A716|2026-02-07|push replenishment|055836,20260207-0386-A716-Train-#1
21141769|0386|A716|2026-02-07|push replenishment|055895_transit_20260207-0386-A716-Train-#1,2026-02-20,21141769,0386,A716,2026-02-07,2026-02-21,62,21141769|0386|A716|2026-02-07|push replenishment|055895,20260207-0386-A716-Train-#1
80807105|0386|A716|2026-02-07|push replenishment|056328_transit_20260207-0386-A716-Train-#1,2026-02-20,80807105,0386,A716,2026-02-07,2026-02-21,126,80807105|0386|A716|2026-02-07|push replenishment|056328,20260207-0386-A716-Train-#1
80807114|0386|A716|2026-02-07|push replenishment|056394_transit_20260207-0386-A716-Train-#1,2026-02-20,80807114,0386,A716,2026-02-07,2026-02-21,107,80807114|0386|A716|2026-02-07|push replenishment|056394,20260207-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057237_transit_20260208-0386-A716-Train-#1,2026-02-20,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057237,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057238_transit_20260208-0386-A716-Train-#1,2026-02-20,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057238,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057239_transit_20260208-0386-A716-Train-#1,2026-02-20,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057239,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057240_transit_20260208-0386-A716-Train-#1,2026-02-20,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057240,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057241_transit_20260208-0386-A716-Train-#1,2026-02-20,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057241,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057242_transit_20260208-0386-A716-Train-#1,2026-02-20,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057242,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057243_transit_20260208-0386-A716-Train-#1,2026-02-20,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057243,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057244_transit_20260208-0386-A716-Train-#1,2026-02-20,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057244,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057245_transit_20260208-0386-A716-Train-#1,2026-02-20,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057245,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057246_transit_20260208-0386-A716-Train-#1,2026-02-20,80807115,0386,A716,2026-02-08,2026-02-23,1,80807115|0386|A716|2026-02-08|net demand for forecast|057246,20260208-0386-A716-Train-#1
