transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
80804134|0386|A716|2026-02-01|net demand for forecast|049799_transit_20260201-0386-A716-Train-#1,2026-02-15,80804134,0386,A716,2026-02-01,2026-02-16,1,80804134|0386|A716|2026-02-01|net demand for forecast|049799,20260201-0386-A716-Train-#1
80848026|0386|A716|2026-02-01|net demand for forecast|050515_transit_20260201-0386-A716-Train-#1,2026-02-15,80848026,0386,A716,2026-02-01,2026-02-16,1,80848026|0386|A716|2026-02-01|net demand for forecast|050515,20260201-0386-A716-Train-#1
80848026|0386|A716|2026-02-01|net demand for forecast|050517_transit_20260201-0386-A716-Train-#1,2026-02-15,80848026,0386,A716,2026-02-01,2026-02-16,1,80848026|0386|A716|2026-02-01|net demand for forecast|050517,20260201-0386-A716-Train-#1
80848026|0386|A716|2026-02-01|net demand for forecast|050524_transit_20260201-0386-A716-Train-#1,2026-02-15,80848026,0386,A716,2026-02-01,2026-02-16,1,80848026|0386|A716|2026-02-01|net demand for forecast|050524,20260201-0386-A716-Train-#1
80805856|0386|A716|2026-02-03|net demand for safety|052428_transit_20260203-0386-A716-Train-#1,2026-02-15,80805856,0386,A716,2026-02-03,2026-02-17,25,80805856|0386|A716|2026-02-03|net demand for safety|052428,20260203-0386-A716-Train-#1
21314602|0386|A716|2026-02-02|push replenishment|050913_transit_20260203-0386-A716-Train-#1,2026-02-15,21314602,0386,A716,2026-02-03,2026-02-17,19,21314602|0386|A716|2026-02-02|push replenishment|050913,20260203-0386-A716-Train-#1
21137866|0386|A716|2026-02-03|push replenishment|051816_transit_20260203-0386-A716-Train-#1,2026-02-15,21137866,0386,A716,2026-02-03,2026-02-17,180,21137866|0386|A716|2026-02-03|push replenishment|051816,20260203-0386-A716-Train-#1
21143103|0386|A716|2026-02-03|push replenishment|051873_transit_20260203-0386-A716-Train-#1,2026-02-15,21143103,0386,A716,2026-02-03,2026-02-17,19,21143103|0386|A716|2026-02-03|push replenishment|051873,20260203-0386-A716-Train-#1
21148509|0386|A716|2026-02-03|push replenishment|051909_transit_20260203-0386-A716-Train-#1,2026-02-15,21148509,0386,A716,2026-02-03,2026-02-17,58,21148509|0386|A716|2026-02-03|push replenishment|051909,20260203-0386-A716-Train-#1
21151196|0386|A716|2026-02-03|push replenishment|051955_transit_20260203-0386-A716-Train-#1,2026-02-15,21151196,0386,A716,2026-02-03,2026-02-17,5,21151196|0386|A716|2026-02-03|push replenishment|051955,20260203-0386-A716-Train-#1
80812846|0386|A716|2026-02-03|push replenishment|052708_transit_20260203-0386-A716-Train-#1,2026-02-15,80812846,0386,A716,2026-02-03,2026-02-17,100,80812846|0386|A716|2026-02-03|push replenishment|052708,20260203-0386-A716-Train-#1
21128377|0386|A716|2026-02-04|net demand for safety|052929_transit_20260205-0386-A716-Train-#1,2026-02-15,21128377,0386,A716,2026-02-05,2026-02-19,20,21128377|0386|A716|2026-02-04|net demand for safety|052929,20260205-0386-A716-Train-#1
21133312|0386|A716|2026-02-05|net demand for safety|054003_transit_20260205-0386-A716-Train-#1,2026-02-15,21133312,0386,A716,2026-02-05,2026-02-19,4,21133312|0386|A716|2026-02-05|net demand for safety|054003,20260205-0386-A716-Train-#1
80804136|0386|A716|2026-02-05|net demand for safety|054279_transit_20260205-0386-A716-Train-#1,2026-02-15,80804136,0386,A716,2026-02-05,2026-02-19,7,80804136|0386|A716|2026-02-05|net demand for safety|054279,20260205-0386-A716-Train-#1
80807116|0386|A716|2026-02-05|net demand for safety|054634_transit_20260205-0386-A716-Train-#1,2026-02-15,80807116,0386,A716,2026-02-05,2026-02-19,9,80807116|0386|A716|2026-02-05|net demand for safety|054634,20260205-0386-A716-Train-#1
80848026|0386|A716|2026-02-05|net demand for safety|054850_transit_20260205-0386-A716-Train-#1,2026-02-15,80848026,0386,A716,2026-02-05,2026-02-20,62,80848026|0386|A716|2026-02-05|net demand for safety|054850,20260205-0386-A716-Train-#1
21128377|0386|A716|2026-02-04|push replenishment|052930_transit_20260205-0386-A716-Train-#1,2026-02-15,21128377,0386,A716,2026-02-05,2026-02-20,66,21128377|0386|A716|2026-02-04|push replenishment|052930,20260205-0386-A716-Train-#1
80804130|0386|A716|2026-02-04|push replenishment|053202_transit_20260205-0386-A716-Train-#1,2026-02-15,80804130,0386,A716,2026-02-05,2026-02-19,2,80804130|0386|A716|2026-02-04|push replenishment|053202,20260205-0386-A716-Train-#1
80807097|0386|A716|2026-02-04|push replenishment|053507_transit_20260205-0386-A716-Train-#1,2026-02-15,80807097,0386,A716,2026-02-05,2026-02-19,13,80807097|0386|A716|2026-02-04|push replenishment|053507,20260205-0386-A716-Train-#1
80807102|0386|A716|2026-02-04|push replenishment|053518_transit_20260205-0386-A716-Train-#1,2026-02-15,80807102,0386,A716,2026-02-05,2026-02-20,60,80807102|0386|A716|2026-02-04|push replenishment|053518,20260205-0386-A716-Train-#1
80807119|0386|A716|2026-02-04|push replenishment|053618_transit_20260205-0386-A716-Train-#1,2026-02-15,80807119,0386,A716,2026-02-05,2026-02-19,46,80807119|0386|A716|2026-02-04|push replenishment|053618,20260205-0386-A716-Train-#1
21103371|0386|A716|2026-02-05|push replenishment|053899_transit_20260205-0386-A716-Train-#1,2026-02-15,21103371,0386,A716,2026-02-05,2026-02-19,8,21103371|0386|A716|2026-02-05|push replenishment|053899,20260205-0386-A716-Train-#1
21132758|0386|A716|2026-02-05|push replenishment|053935_transit_20260205-0386-A716-Train-#1,2026-02-15,21132758,0386,A716,2026-02-05,2026-02-20,41,21132758|0386|A716|2026-02-05|push replenishment|053935,20260205-0386-A716-Train-#1
21133312|0386|A716|2026-02-05|push replenishment|054004_transit_20260205-0386-A716-Train-#1,2026-02-15,21133312,0386,A716,2026-02-05,2026-02-19,41,21133312|0386|A716|2026-02-05|push replenishment|054004,20260205-0386-A716-Train-#1
21162696|0386|A716|2026-02-05|push replenishment|054073_transit_20260205-0386-A716-Train-#1,2026-02-15,21162696,0386,A716,2026-02-05,2026-02-19,7,21162696|0386|A716|2026-02-05|push replenishment|054073,20260205-0386-A716-Train-#1
21419485|0386|A716|2026-02-05|push replenishment|054119_transit_20260205-0386-A716-Train-#1,2026-02-15,21419485,0386,A716,2026-02-05,2026-02-19,210,21419485|0386|A716|2026-02-05|push replenishment|054119,20260205-0386-A716-Train-#1
80804137|0386|A716|2026-02-05|push replenishment|054307_transit_20260205-0386-A716-Train-#1,2026-02-15,80804137,0386,A716,2026-02-05,2026-02-19,19,80804137|0386|A716|2026-02-05|push replenishment|054307,20260205-0386-A716-Train-#1
80807116|0386|A716|2026-02-05|push replenishment|054635_transit_20260205-0386-A716-Train-#1,2026-02-15,80807116,0386,A716,2026-02-05,2026-02-19,172,80807116|0386|A716|2026-02-05|push replenishment|054635,20260205-0386-A716-Train-#1
80812099|0386|A716|2026-02-05|push replenishment|054693_transit_20260205-0386-A716-Train-#1,2026-02-15,80812099,0386,A716,2026-02-05,2026-02-19,43,80812099|0386|A716|2026-02-05|push replenishment|054693,20260205-0386-A716-Train-#1
80863643|0386|A716|2026-02-05|push replenishment|054903_transit_20260205-0386-A716-Train-#1,2026-02-15,80863643,0386,A716,2026-02-05,2026-02-19,12,80863643|0386|A716|2026-02-05|push replenishment|054903,20260205-0386-A716-Train-#1
80804130|0386|A715|2026-02-04|push replenishment|053201_transit_20260205-0386-A715-Train-#1,2026-02-15,80804130,0386,A715,2026-02-05,2026-02-16,20,80804130|0386|A715|2026-02-04|push replenishment|053201,20260205-0386-A715-Train-#1
80812099|0386|A715|2026-02-05|push replenishment|054692_transit_20260205-0386-A715-Train-#1,2026-02-15,80812099,0386,A715,2026-02-05,2026-02-16,2,80812099|0386|A715|2026-02-05|push replenishment|054692,20260205-0386-A715-Train-#1
21098519|0386|A716|2026-02-06|push replenishment|054969_transit_20260206-0386-A716-Train-#1,2026-02-15,21098519,0386,A716,2026-02-06,2026-02-20,42,21098519|0386|A716|2026-02-06|push replenishment|054969,20260206-0386-A716-Train-#1
80804132|0386|A716|2026-02-06|push replenishment|055204_transit_20260206-0386-A716-Train-#1,2026-02-15,80804132,0386,A716,2026-02-06,2026-02-20,247,80804132|0386|A716|2026-02-06|push replenishment|055204,20260206-0386-A716-Train-#1
80804133|0386|A716|2026-02-06|push replenishment|055226_transit_20260206-0386-A716-Train-#1,2026-02-15,80804133,0386,A716,2026-02-06,2026-02-20,183,80804133|0386|A716|2026-02-06|push replenishment|055226,20260206-0386-A716-Train-#1
80812845|0386|A716|2026-02-06|push replenishment|055533_transit_20260206-0386-A716-Train-#1,2026-02-15,80812845,0386,A716,2026-02-06,2026-02-20,182,80812845|0386|A716|2026-02-06|push replenishment|055533,20260206-0386-A716-Train-#1
80807105|0386|A715|2026-02-07|net demand for safety|056325_transit_20260207-0386-A715-Train-#1,2026-02-15,80807105,0386,A715,2026-02-07,2026-02-18,3,80807105|0386|A715|2026-02-07|net demand for safety|056325,20260207-0386-A715-Train-#1
21098519|0386|A715|2026-02-06|push replenishment|054968_transit_20260207-0386-A715-Train-#1,2026-02-15,21098519,0386,A715,2026-02-07,2026-02-17,31,21098519|0386|A715|2026-02-06|push replenishment|054968,20260207-0386-A715-Train-#1
21139445|0386|A715|2026-02-06|push replenishment|055047_transit_20260207-0386-A715-Train-#1,2026-02-15,21139445,0386,A715,2026-02-07,2026-02-18,109,21139445|0386|A715|2026-02-06|push replenishment|055047,20260207-0386-A715-Train-#1
80804132|0386|A715|2026-02-06|push replenishment|055203_transit_20260207-0386-A715-Train-#1,2026-02-15,80804132,0386,A715,2026-02-07,2026-02-17,32,80804132|0386|A715|2026-02-06|push replenishment|055203,20260207-0386-A715-Train-#1
80804133|0386|A715|2026-02-06|push replenishment|055225_transit_20260207-0386-A715-Train-#1,2026-02-15,80804133,0386,A715,2026-02-07,2026-02-17,8,80804133|0386|A715|2026-02-06|push replenishment|055225,20260207-0386-A715-Train-#1
80812845|0386|A715|2026-02-06|push replenishment|055532_transit_20260207-0386-A715-Train-#1,2026-02-15,80812845,0386,A715,2026-02-07,2026-02-17,83,80812845|0386|A715|2026-02-06|push replenishment|055532,20260207-0386-A715-Train-#1
21132988|0386|A715|2026-02-07|push replenishment|055835_transit_20260207-0386-A715-Train-#1,2026-02-15,21132988,0386,A715,2026-02-07,2026-02-18,118,21132988|0386|A715|2026-02-07|push replenishment|055835,20260207-0386-A715-Train-#1
21141769|0386|A715|2026-02-07|push replenishment|055894_transit_20260207-0386-A715-Train-#1,2026-02-15,21141769,0386,A715,2026-02-07,2026-02-17,46,21141769|0386|A715|2026-02-07|push replenishment|055894,20260207-0386-A715-Train-#1
80807105|0386|A715|2026-02-07|push replenishment|056326_transit_20260207-0386-A715-Train-#1,2026-02-15,80807105,0386,A715,2026-02-07,2026-02-17,42,80807105|0386|A715|2026-02-07|push replenishment|056326,20260207-0386-A715-Train-#1
80807105|0386|A716|2026-02-07|net demand for safety|056327_transit_20260207-0386-A716-Train-#1,2026-02-15,80807105,0386,A716,2026-02-07,2026-02-21,51,80807105|0386|A716|2026-02-07|net demand for safety|056327,20260207-0386-A716-Train-#1
21132988|0386|A716|2026-02-07|push replenishment|055836_transit_20260207-0386-A716-Train-#1,2026-02-15,21132988,0386,A716,2026-02-07,2026-02-21,133,21132988|0386|A716|2026-02-07|push replenishment|055836,20260207-0386-A716-Train-#1
21141769|0386|A716|2026-02-07|push replenishment|055895_transit_20260207-0386-A716-Train-#1,2026-02-15,21141769,0386,A716,2026-02-07,2026-02-21,62,21141769|0386|A716|2026-02-07|push replenishment|055895,20260207-0386-A716-Train-#1
80807105|0386|A716|2026-02-07|push replenishment|056328_transit_20260207-0386-A716-Train-#1,2026-02-15,80807105,0386,A716,2026-02-07,2026-02-21,126,80807105|0386|A716|2026-02-07|push replenishment|056328,20260207-0386-A716-Train-#1
80807114|0386|A716|2026-02-07|push replenishment|056394_transit_20260207-0386-A716-Train-#1,2026-02-15,80807114,0386,A716,2026-02-07,2026-02-21,107,80807114|0386|A716|2026-02-07|push replenishment|056394,20260207-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057237_transit_20260208-0386-A716-Train-#1,2026-02-15,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057237,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057238_transit_20260208-0386-A716-Train-#1,2026-02-15,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057238,20260208-0386-A716-Train-#1
