transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
80812110|0386|A716|2026-01-29|net demand for AO|046270_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-13,1,80812110|0386|A716|2026-01-29|net demand for AO|046270,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for AO|046271_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for AO|046271,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for AO|046272_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for AO|046272,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for AO|046273_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for AO|046273,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for AO|046274_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for AO|046274,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for AO|046275_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for AO|046275,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045261_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045261,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045262_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045262,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045263_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045263,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045264_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045264,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045265_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045265,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045266_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045266,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045267_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045267,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045268_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045268,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045269_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045269,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045270_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045270,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045271_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045271,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045272_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045272,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045273_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045273,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045274_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045274,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045275_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045275,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045276_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045276,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045277_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045277,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045278_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045278,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for forecast|045279_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,1,21132758|0386|A716|2026-01-29|net demand for forecast|045279,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046276_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for forecast|046276,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046277_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for forecast|046277,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046278_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for forecast|046278,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046279_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-13,1,80812110|0386|A716|2026-01-29|net demand for forecast|046279,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046280_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for forecast|046280,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046281_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for forecast|046281,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046282_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for forecast|046282,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046283_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for forecast|046283,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046284_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for forecast|046284,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046285_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for forecast|046285,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046286_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-13,1,80812110|0386|A716|2026-01-29|net demand for forecast|046286,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046287_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for forecast|046287,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046288_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-13,1,80812110|0386|A716|2026-01-29|net demand for forecast|046288,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046289_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for forecast|046289,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046290_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for forecast|046290,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046291_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for forecast|046291,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046292_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-13,1,80812110|0386|A716|2026-01-29|net demand for forecast|046292,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046293_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for forecast|046293,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for forecast|046294_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for forecast|046294,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|net demand for safety|045280_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,15,21132758|0386|A716|2026-01-29|net demand for safety|045280,20260129-0386-A716-Train-#1
21133312|0386|A716|2026-01-29|net demand for safety|045411_transit_20260129-0386-A716-Train-#1,2026-02-11,21133312,0386,A716,2026-01-29,2026-02-12,24,21133312|0386|A716|2026-01-29|net demand for safety|045411,20260129-0386-A716-Train-#1
80812110|0386|A716|2026-01-29|net demand for safety|046295_transit_20260129-0386-A716-Train-#1,2026-02-11,80812110,0386,A716,2026-01-29,2026-02-12,1,80812110|0386|A716|2026-01-29|net demand for safety|046295,20260129-0386-A716-Train-#1
80848023|0386|A716|2026-01-28|push replenishment|045011_transit_20260129-0386-A716-Train-#1,2026-02-11,80848023,0386,A716,2026-01-29,2026-02-12,82,80848023|0386|A716|2026-01-28|push replenishment|045011,20260129-0386-A716-Train-#1
80848028|0386|A716|2026-01-28|push replenishment|045039_transit_20260129-0386-A716-Train-#1,2026-02-11,80848028,0386,A716,2026-01-29,2026-02-12,68,80848028|0386|A716|2026-01-28|push replenishment|045039,20260129-0386-A716-Train-#1
21132758|0386|A716|2026-01-29|push replenishment|045281_transit_20260129-0386-A716-Train-#1,2026-02-11,21132758,0386,A716,2026-01-29,2026-02-12,17,21132758|0386|A716|2026-01-29|push replenishment|045281,20260129-0386-A716-Train-#1
21132988|0386|A716|2026-01-29|push replenishment|045329_transit_20260129-0386-A716-Train-#1,2026-02-11,21132988,0386,A716,2026-01-29,2026-02-12,80,21132988|0386|A716|2026-01-29|push replenishment|045329,20260129-0386-A716-Train-#1
21133312|0386|A716|2026-01-29|push replenishment|045412_transit_20260129-0386-A716-Train-#1,2026-02-11,21133312,0386,A716,2026-01-29,2026-02-12,15,21133312|0386|A716|2026-01-29|push replenishment|045412,20260129-0386-A716-Train-#1
21141769|0386|A716|2026-01-29|push replenishment|045495_transit_20260129-0386-A716-Train-#1,2026-02-11,21141769,0386,A716,2026-01-29,2026-02-12,8,21141769|0386|A716|2026-01-29|push replenishment|045495,20260129-0386-A716-Train-#1
21179704|0386|A716|2026-01-29|push replenishment|045598_transit_20260129-0386-A716-Train-#1,2026-02-11,21179704,0386,A716,2026-01-29,2026-02-12,14,21179704|0386|A716|2026-01-29|push replenishment|045598,20260129-0386-A716-Train-#1
21434954|0386|A716|2026-01-29|push replenishment|045722_transit_20260129-0386-A716-Train-#1,2026-02-11,21434954,0386,A716,2026-01-29,2026-02-12,36,21434954|0386|A716|2026-01-29|push replenishment|045722,20260129-0386-A716-Train-#1
