transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
21137866|0386|A716|2026-02-09|push replenishment|057710_transit_20260209-0386-A716-Train-#1,2026-02-23,21137866,0386,A716,2026-02-09,2026-02-24,343,21137866|0386|A716|2026-02-09|push replenishment|057710,20260209-0386-A716-Train-#1
80804127|0386|A716|2026-02-09|push replenishment|057958_transit_20260209-0386-A716-Train-#1,2026-02-23,80804127,0386,A716,2026-02-09,2026-02-24,4,80804127|0386|A716|2026-02-09|push replenishment|057958,20260209-0386-A716-Train-#1
80804136|0386|A716|2026-02-09|push replenishment|057999_transit_20260209-0386-A716-Train-#1,2026-02-23,80804136,0386,A716,2026-02-09,2026-02-24,64,80804136|0386|A716|2026-02-09|push replenishment|057999,20260209-0386-A716-Train-#1
80807120|0386|A716|2026-02-09|push replenishment|058223_transit_20260209-0386-A716-Train-#1,2026-02-23,80807120,0386,A716,2026-02-09,2026-02-24,34,80807120|0386|A716|2026-02-09|push replenishment|058223,20260209-0386-A716-Train-#1
21428668|C816|A672|2026-02-13|net demand for forecast|060569_transit_20260215-C816-A672-Train-#1,2026-02-23,21428668,C816,A672,2026-02-15,2026-02-24,7,21428668|C816|A672|2026-02-13|net demand for forecast|060569,20260215-C816-A672-Train-#1
21442896|C816|A672|2026-02-13|net demand for forecast|060585_transit_20260215-C816-A672-Train-#1,2026-02-23,21442896,C816,A672,2026-02-15,2026-02-24,5,21442896|C816|A672|2026-02-13|net demand for forecast|060585,20260215-C816-A672-Train-#1
21442896|C816|A672|2026-02-13|net demand for forecast|060587_transit_20260215-C816-A672-Train-#1,2026-02-23,21442896,C816,A672,2026-02-15,2026-02-24,5,21442896|C816|A672|2026-02-13|net demand for forecast|060587,20260215-C816-A672-Train-#1
21442896|C816|A672|2026-02-13|net demand for forecast|060588_transit_20260215-C816-A672-Train-#1,2026-02-23,21442896,C816,A672,2026-02-15,2026-02-24,5,21442896|C816|A672|2026-02-13|net demand for forecast|060588,20260215-C816-A672-Train-#1
80884848|C816|A672|2026-02-13|net demand for forecast|060818_transit_20260215-C816-A672-Train-#1,2026-02-23,80884848,C816,A672,2026-02-15,2026-02-24,1,80884848|C816|A672|2026-02-13|net demand for forecast|060818,20260215-C816-A672-Train-#1
80885920|C816|A672|2026-02-13|net demand for forecast|060833_transit_20260215-C816-A672-Train-#1,2026-02-23,80885920,C816,A672,2026-02-15,2026-02-24,5,80885920|C816|A672|2026-02-13|net demand for forecast|060833,20260215-C816-A672-Train-#1
21414747|C816|A672|2026-02-14|net demand for forecast|060942_transit_20260215-C816-A672-Train-#1,2026-02-23,21414747,C816,A672,2026-02-15,2026-02-24,9,21414747|C816|A672|2026-02-14|net demand for forecast|060942,20260215-C816-A672-Train-#1
21419485|C816|A672|2026-02-14|net demand for forecast|060958_transit_20260215-C816-A672-Train-#1,2026-02-23,21419485,C816,A672,2026-02-15,2026-02-24,2,21419485|C816|A672|2026-02-14|net demand for forecast|060958,20260215-C816-A672-Train-#1
21419485|C816|A672|2026-02-14|net demand for forecast|060961_transit_20260215-C816-A672-Train-#1,2026-02-23,21419485,C816,A672,2026-02-15,2026-02-24,2,21419485|C816|A672|2026-02-14|net demand for forecast|060961,20260215-C816-A672-Train-#1
21419485|C816|A672|2026-02-14|net demand for forecast|060962_transit_20260215-C816-A672-Train-#1,2026-02-23,21419485,C816,A672,2026-02-15,2026-02-24,2,21419485|C816|A672|2026-02-14|net demand for forecast|060962,20260215-C816-A672-Train-#1
80884848|C816|A672|2026-02-14|net demand for forecast|061141_transit_20260215-C816-A672-Train-#1,2026-02-23,80884848,C816,A672,2026-02-15,2026-02-24,1,80884848|C816|A672|2026-02-14|net demand for forecast|061141,20260215-C816-A672-Train-#1
80884848|C816|A672|2026-02-14|net demand for forecast|061145_transit_20260215-C816-A672-Train-#1,2026-02-23,80884848,C816,A672,2026-02-15,2026-02-24,1,80884848|C816|A672|2026-02-14|net demand for forecast|061145,20260215-C816-A672-Train-#1
80884848|C816|A672|2026-02-14|net demand for forecast|061146_transit_20260215-C816-A672-Train-#1,2026-02-23,80884848,C816,A672,2026-02-15,2026-02-24,1,80884848|C816|A672|2026-02-14|net demand for forecast|061146,20260215-C816-A672-Train-#1
80885920|C816|A672|2026-02-14|net demand for forecast|061157_transit_20260215-C816-A672-Train-#1,2026-02-23,80885920,C816,A672,2026-02-15,2026-02-24,3,80885920|C816|A672|2026-02-14|net demand for forecast|061157,20260215-C816-A672-Train-#1
21419485|C816|A672|2026-02-15|net demand for forecast|061287_transit_20260215-C816-A672-Train-#1,2026-02-23,21419485,C816,A672,2026-02-15,2026-02-24,3,21419485|C816|A672|2026-02-15|net demand for forecast|061287,20260215-C816-A672-Train-#1
21428668|C816|A672|2026-02-15|net demand for forecast|061296_transit_20260215-C816-A672-Train-#1,2026-02-23,21428668,C816,A672,2026-02-15,2026-02-24,6,21428668|C816|A672|2026-02-15|net demand for forecast|061296,20260215-C816-A672-Train-#1
21428668|C816|A672|2026-02-15|net demand for forecast|061298_transit_20260215-C816-A672-Train-#1,2026-02-23,21428668,C816,A672,2026-02-15,2026-02-24,6,21428668|C816|A672|2026-02-15|net demand for forecast|061298,20260215-C816-A672-Train-#1
21442896|C816|A672|2026-02-15|net demand for forecast|061307_transit_20260215-C816-A672-Train-#1,2026-02-23,21442896,C816,A672,2026-02-15,2026-02-24,5,21442896|C816|A672|2026-02-15|net demand for forecast|061307,20260215-C816-A672-Train-#1
21442896|C816|A672|2026-02-15|net demand for forecast|061310_transit_20260215-C816-A672-Train-#1,2026-02-23,21442896,C816,A672,2026-02-15,2026-02-24,5,21442896|C816|A672|2026-02-15|net demand for forecast|061310,20260215-C816-A672-Train-#1
80864469|C816|A672|2026-02-15|net demand for forecast|061422_transit_20260215-C816-A672-Train-#1,2026-02-23,80864469,C816,A672,2026-02-15,2026-02-24,2,80864469|C816|A672|2026-02-15|net demand for forecast|061422,20260215-C816-A672-Train-#1
80864469|C816|A672|2026-02-15|net demand for forecast|061425_transit_20260215-C816-A672-Train-#1,2026-02-23,80864469,C816,A672,2026-02-15,2026-02-24,2,80864469|C816|A672|2026-02-15|net demand for forecast|061425,20260215-C816-A672-Train-#1
80884846|C816|A672|2026-02-15|net demand for forecast|061473_transit_20260215-C816-A672-Train-#1,2026-02-23,80884846,C816,A672,2026-02-15,2026-02-24,1,80884846|C816|A672|2026-02-15|net demand for forecast|061473,20260215-C816-A672-Train-#1
80884846|C816|A672|2026-02-15|net demand for forecast|061474_transit_20260215-C816-A672-Train-#1,2026-02-23,80884846,C816,A672,2026-02-15,2026-02-24,1,80884846|C816|A672|2026-02-15|net demand for forecast|061474,20260215-C816-A672-Train-#1
80884848|C816|A672|2026-02-15|net demand for forecast|061481_transit_20260215-C816-A672-Train-#1,2026-02-23,80884848,C816,A672,2026-02-15,2026-02-24,1,80884848|C816|A672|2026-02-15|net demand for forecast|061481,20260215-C816-A672-Train-#1
80884848|C816|A672|2026-02-15|net demand for forecast|061483_transit_20260215-C816-A672-Train-#1,2026-02-23,80884848,C816,A672,2026-02-15,2026-02-24,1,80884848|C816|A672|2026-02-15|net demand for forecast|061483,20260215-C816-A672-Train-#1
80885920|C816|A672|2026-02-15|net demand for forecast|061490_transit_20260215-C816-A672-Train-#1,2026-02-23,80885920,C816,A672,2026-02-15,2026-02-24,5,80885920|C816|A672|2026-02-15|net demand for forecast|061490,20260215-C816-A672-Train-#1
80848026|A672|C819|2026-02-11|net demand for AO|059741_transit_20260217-A672-C819-SMALL-#1,2026-02-23,80848026,A672,C819,2026-02-17,2026-02-24,2,80848026|A672|C819|2026-02-11|net demand for AO|059741,20260217-A672-C819-SMALL-#1
