transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
21315352|0386|A716|2026-01-01|net demand for normal|010520_transit_20260102-0386-A716-Train-#1,2026-01-15,21315352,0386,A716,2026-01-02,2026-01-16,1,21315352|0386|A716|2026-01-01|net demand for normal|010520,20260102-0386-A716-Train-#1
21113405|0386|A716|2026-01-02|net demand for normal|011062_transit_20260102-0386-A716-Train-#1,2026-01-15,21113405,0386,A716,2026-01-02,2026-01-17,1,21113405|0386|A716|2026-01-02|net demand for normal|011062,20260102-0386-A716-Train-#1
80885920|0386|A716|2026-01-02|net demand for normal|011724_transit_20260102-0386-A716-Train-#1,2026-01-15,80885920,0386,A716,2026-01-02,2026-01-16,5,80885920|0386|A716|2026-01-02|net demand for normal|011724,20260102-0386-A716-Train-#1
80804135|0386|A716|2026-01-01|net demand for AO|010757_transit_20260102-0386-A716-Train-#1,2026-01-15,80804135,0386,A716,2026-01-02,2026-01-16,1,80804135|0386|A716|2026-01-01|net demand for AO|010757,20260102-0386-A716-Train-#1
80804135|0386|A716|2026-01-01|net demand for AO|010758_transit_20260102-0386-A716-Train-#1,2026-01-15,80804135,0386,A716,2026-01-02,2026-01-16,1,80804135|0386|A716|2026-01-01|net demand for AO|010758,20260102-0386-A716-Train-#1
80804135|0386|A716|2026-01-01|net demand for AO|010759_transit_20260102-0386-A716-Train-#1,2026-01-15,80804135,0386,A716,2026-01-02,2026-01-17,1,80804135|0386|A716|2026-01-01|net demand for AO|010759,20260102-0386-A716-Train-#1
80804135|0386|A716|2026-01-01|net demand for AO|010760_transit_20260102-0386-A716-Train-#1,2026-01-15,80804135,0386,A716,2026-01-02,2026-01-16,1,80804135|0386|A716|2026-01-01|net demand for AO|010760,20260102-0386-A716-Train-#1
80804135|0386|A716|2026-01-01|net demand for AO|010761_transit_20260102-0386-A716-Train-#1,2026-01-15,80804135,0386,A716,2026-01-02,2026-01-16,1,80804135|0386|A716|2026-01-01|net demand for AO|010761,20260102-0386-A716-Train-#1
80804135|0386|A716|2026-01-01|net demand for AO|010762_transit_20260102-0386-A716-Train-#1,2026-01-15,80804135,0386,A716,2026-01-02,2026-01-16,1,80804135|0386|A716|2026-01-01|net demand for AO|010762,20260102-0386-A716-Train-#1
80804135|0386|A716|2026-01-01|net demand for AO|010763_transit_20260102-0386-A716-Train-#1,2026-01-15,80804135,0386,A716,2026-01-02,2026-01-16,1,80804135|0386|A716|2026-01-01|net demand for AO|010763,20260102-0386-A716-Train-#1
