transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
80807115|0386|A716|2026-01-16|net demand for AO|030692_transit_20260116-0386-A716-Train-#1,2026-01-30,80807115,0386,A716,2026-01-16,2026-01-31,1,80807115|0386|A716|2026-01-16|net demand for AO|030692,20260116-0386-A716-Train-#1
80848023|0386|A716|2026-01-16|net demand for forecast|030993_transit_20260116-0386-A716-Train-#1,2026-01-30,80848023,0386,A716,2026-01-16,2026-01-31,1,80848023|0386|A716|2026-01-16|net demand for forecast|030993,20260116-0386-A716-Train-#1
80804702|0386|A716|2026-01-17|net demand for normal|031677_transit_20260117-0386-A716-Train-#1,2026-01-30,80804702,0386,A716,2026-01-17,2026-01-31,1,80804702|0386|A716|2026-01-17|net demand for normal|031677,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for AO|032313_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-01-31,1,80840976|0386|A716|2026-01-17|net demand for AO|032313,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for AO|032314_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-01-31,1,80840976|0386|A716|2026-01-17|net demand for AO|032314,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for AO|032315_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-01-31,1,80840976|0386|A716|2026-01-17|net demand for AO|032315,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for AO|032316_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-01-31,1,80840976|0386|A716|2026-01-17|net demand for AO|032316,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for AO|032317_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-01-31,1,80840976|0386|A716|2026-01-17|net demand for AO|032317,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for AO|032318_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-01-31,1,80840976|0386|A716|2026-01-17|net demand for AO|032318,20260117-0386-A716-Train-#1
80840975|0386|A716|2026-01-17|net demand for forecast|032157_transit_20260117-0386-A716-Train-#1,2026-01-30,80840975,0386,A716,2026-01-17,2026-01-31,1,80840975|0386|A716|2026-01-17|net demand for forecast|032157,20260117-0386-A716-Train-#1
80840975|0386|A716|2026-01-17|net demand for forecast|032158_transit_20260117-0386-A716-Train-#1,2026-01-30,80840975,0386,A716,2026-01-17,2026-01-31,1,80840975|0386|A716|2026-01-17|net demand for forecast|032158,20260117-0386-A716-Train-#1
80840975|0386|A716|2026-01-17|net demand for forecast|032159_transit_20260117-0386-A716-Train-#1,2026-01-30,80840975,0386,A716,2026-01-17,2026-01-31,1,80840975|0386|A716|2026-01-17|net demand for forecast|032159,20260117-0386-A716-Train-#1
80840975|0386|A716|2026-01-17|net demand for forecast|032160_transit_20260117-0386-A716-Train-#1,2026-01-30,80840975,0386,A716,2026-01-17,2026-01-31,1,80840975|0386|A716|2026-01-17|net demand for forecast|032160,20260117-0386-A716-Train-#1
80840975|0386|A716|2026-01-17|net demand for forecast|032161_transit_20260117-0386-A716-Train-#1,2026-01-30,80840975,0386,A716,2026-01-17,2026-01-31,1,80840975|0386|A716|2026-01-17|net demand for forecast|032161,20260117-0386-A716-Train-#1
80840975|0386|A716|2026-01-17|net demand for forecast|032162_transit_20260117-0386-A716-Train-#1,2026-01-30,80840975,0386,A716,2026-01-17,2026-01-31,1,80840975|0386|A716|2026-01-17|net demand for forecast|032162,20260117-0386-A716-Train-#1
80840975|0386|A716|2026-01-17|net demand for forecast|032163_transit_20260117-0386-A716-Train-#1,2026-01-30,80840975,0386,A716,2026-01-17,2026-01-31,1,80840975|0386|A716|2026-01-17|net demand for forecast|032163,20260117-0386-A716-Train-#1
80840975|0386|A716|2026-01-17|net demand for forecast|032164_transit_20260117-0386-A716-Train-#1,2026-01-30,80840975,0386,A716,2026-01-17,2026-01-31,1,80840975|0386|A716|2026-01-17|net demand for forecast|032164,20260117-0386-A716-Train-#1
80840975|0386|A716|2026-01-17|net demand for forecast|032165_transit_20260117-0386-A716-Train-#1,2026-01-30,80840975,0386,A716,2026-01-17,2026-02-01,1,80840975|0386|A716|2026-01-17|net demand for forecast|032165,20260117-0386-A716-Train-#1
80840975|0386|A716|2026-01-17|net demand for forecast|032166_transit_20260117-0386-A716-Train-#1,2026-01-30,80840975,0386,A716,2026-01-17,2026-01-31,1,80840975|0386|A716|2026-01-17|net demand for forecast|032166,20260117-0386-A716-Train-#1
80840975|0386|A716|2026-01-17|net demand for forecast|032167_transit_20260117-0386-A716-Train-#1,2026-01-30,80840975,0386,A716,2026-01-17,2026-02-01,1,80840975|0386|A716|2026-01-17|net demand for forecast|032167,20260117-0386-A716-Train-#1
80840975|0386|A716|2026-01-17|net demand for forecast|032168_transit_20260117-0386-A716-Train-#1,2026-01-30,80840975,0386,A716,2026-01-17,2026-01-31,1,80840975|0386|A716|2026-01-17|net demand for forecast|032168,20260117-0386-A716-Train-#1
80840975|0386|A716|2026-01-17|net demand for forecast|032169_transit_20260117-0386-A716-Train-#1,2026-01-30,80840975,0386,A716,2026-01-17,2026-01-31,1,80840975|0386|A716|2026-01-17|net demand for forecast|032169,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for forecast|032319_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-01-31,1,80840976|0386|A716|2026-01-17|net demand for forecast|032319,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for forecast|032320_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-01-31,1,80840976|0386|A716|2026-01-17|net demand for forecast|032320,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for forecast|032321_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-01-31,1,80840976|0386|A716|2026-01-17|net demand for forecast|032321,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for forecast|032322_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-01-31,1,80840976|0386|A716|2026-01-17|net demand for forecast|032322,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for forecast|032323_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-02-01,1,80840976|0386|A716|2026-01-17|net demand for forecast|032323,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for forecast|032324_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-01-31,1,80840976|0386|A716|2026-01-17|net demand for forecast|032324,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for forecast|032325_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-01-31,1,80840976|0386|A716|2026-01-17|net demand for forecast|032325,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for forecast|032326_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-01-31,2,80840976|0386|A716|2026-01-17|net demand for forecast|032326,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for forecast|032327_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-01-31,2,80840976|0386|A716|2026-01-17|net demand for forecast|032327,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for forecast|032328_transit_20260117-0386-A716-Train-#1,2026-01-30,80840976,0386,A716,2026-01-17,2026-01-31,2,80840976|0386|A716|2026-01-17|net demand for forecast|032328,20260117-0386-A716-Train-#1
