transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
21377091|0386|A716|2025-12-22|net demand for forecast|002209_transit_20251222-0386-A716-Train-#1,2026-01-05,21377091,0386,A716,2025-12-22,2026-01-06,5,21377091|0386|A716|2025-12-22|net demand for forecast|002209,20251222-0386-A716-Train-#1
21377091|0386|A716|2025-12-22|net demand for forecast|002210_transit_20251222-0386-A716-Train-#1,2026-01-05,21377091,0386,A716,2025-12-22,2026-01-06,5,21377091|0386|A716|2025-12-22|net demand for forecast|002210,20251222-0386-A716-Train-#1
21419490|0386|A716|2025-12-22|net demand for forecast|002243_transit_20251222-0386-A716-Train-#1,2026-01-05,21419490,0386,A716,2025-12-22,2026-01-06,2,21419490|0386|A716|2025-12-22|net demand for forecast|002243,20251222-0386-A716-Train-#1
21419490|0386|A716|2025-12-22|net demand for forecast|002254_transit_20251222-0386-A716-Train-#1,2026-01-05,21419490,0386,A716,2025-12-22,2026-01-06,5,21419490|0386|A716|2025-12-22|net demand for forecast|002254,20251222-0386-A716-Train-#1
21419490|0386|A716|2025-12-22|net demand for forecast|002259_transit_20251222-0386-A716-Train-#1,2026-01-05,21419490,0386,A716,2025-12-22,2026-01-06,31,21419490|0386|A716|2025-12-22|net demand for forecast|002259,20251222-0386-A716-Train-#1
21419490|0386|A716|2025-12-22|net demand for forecast|002261_transit_20251222-0386-A716-Train-#1,2026-01-05,21419490,0386,A716,2025-12-22,2026-01-06,31,21419490|0386|A716|2025-12-22|net demand for forecast|002261,20251222-0386-A716-Train-#1
21165946|0386|A716|2025-12-22|net demand for safety|002002_transit_20251222-0386-A716-Train-#1,2026-01-05,21165946,0386,A716,2025-12-22,2026-01-06,4,21165946|0386|A716|2025-12-22|net demand for safety|002002,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|push replenishment|001794_transit_20251222-0386-A716-Train-#1,2026-01-05,21143103,0386,A716,2025-12-22,2026-01-06,18,21143103|0386|A716|2025-12-22|push replenishment|001794,20251222-0386-A716-Train-#1
21377091|0386|A716|2025-12-23|net demand for normal|002691_transit_20251223-0386-A716-Train-#1,2026-01-05,21377091,0386,A716,2025-12-23,2026-01-06,5,21377091|0386|A716|2025-12-23|net demand for normal|002691,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for normal|002736_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,59,21414747|0386|A716|2025-12-23|net demand for normal|002736,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002442_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,1,21121751|0386|A716|2025-12-23|net demand for forecast|002442,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002443_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,1,21121751|0386|A716|2025-12-23|net demand for forecast|002443,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002444_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,1,21121751|0386|A716|2025-12-23|net demand for forecast|002444,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002445_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,1,21121751|0386|A716|2025-12-23|net demand for forecast|002445,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002446_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,1,21121751|0386|A716|2025-12-23|net demand for forecast|002446,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002447_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,1,21121751|0386|A716|2025-12-23|net demand for forecast|002447,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002448_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-07,1,21121751|0386|A716|2025-12-23|net demand for forecast|002448,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002449_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,1,21121751|0386|A716|2025-12-23|net demand for forecast|002449,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002450_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,1,21121751|0386|A716|2025-12-23|net demand for forecast|002450,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002451_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,1,21121751|0386|A716|2025-12-23|net demand for forecast|002451,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002452_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,1,21121751|0386|A716|2025-12-23|net demand for forecast|002452,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002453_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,1,21121751|0386|A716|2025-12-23|net demand for forecast|002453,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002454_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-07,1,21121751|0386|A716|2025-12-23|net demand for forecast|002454,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002455_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,1,21121751|0386|A716|2025-12-23|net demand for forecast|002455,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002456_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-07,1,21121751|0386|A716|2025-12-23|net demand for forecast|002456,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002457_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-07,1,21121751|0386|A716|2025-12-23|net demand for forecast|002457,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002458_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,1,21121751|0386|A716|2025-12-23|net demand for forecast|002458,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002459_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,1,21121751|0386|A716|2025-12-23|net demand for forecast|002459,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for forecast|002460_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,1,21121751|0386|A716|2025-12-23|net demand for forecast|002460,20251223-0386-A716-Train-#1
21377091|0386|A716|2025-12-23|net demand for forecast|002679_transit_20251223-0386-A716-Train-#1,2026-01-05,21377091,0386,A716,2025-12-23,2026-01-06,6,21377091|0386|A716|2025-12-23|net demand for forecast|002679,20251223-0386-A716-Train-#1
21377091|0386|A716|2025-12-23|net demand for forecast|002680_transit_20251223-0386-A716-Train-#1,2026-01-05,21377091,0386,A716,2025-12-23,2026-01-06,6,21377091|0386|A716|2025-12-23|net demand for forecast|002680,20251223-0386-A716-Train-#1
21377091|0386|A716|2025-12-23|net demand for forecast|002681_transit_20251223-0386-A716-Train-#1,2026-01-05,21377091,0386,A716,2025-12-23,2026-01-06,6,21377091|0386|A716|2025-12-23|net demand for forecast|002681,20251223-0386-A716-Train-#1
21377091|0386|A716|2025-12-23|net demand for forecast|002682_transit_20251223-0386-A716-Train-#1,2026-01-05,21377091,0386,A716,2025-12-23,2026-01-06,6,21377091|0386|A716|2025-12-23|net demand for forecast|002682,20251223-0386-A716-Train-#1
21377091|0386|A716|2025-12-23|net demand for forecast|002683_transit_20251223-0386-A716-Train-#1,2026-01-05,21377091,0386,A716,2025-12-23,2026-01-06,6,21377091|0386|A716|2025-12-23|net demand for forecast|002683,20251223-0386-A716-Train-#1
21377091|0386|A716|2025-12-23|net demand for forecast|002684_transit_20251223-0386-A716-Train-#1,2026-01-05,21377091,0386,A716,2025-12-23,2026-01-06,6,21377091|0386|A716|2025-12-23|net demand for forecast|002684,20251223-0386-A716-Train-#1
21377091|0386|A716|2025-12-23|net demand for forecast|002685_transit_20251223-0386-A716-Train-#1,2026-01-05,21377091,0386,A716,2025-12-23,2026-01-06,6,21377091|0386|A716|2025-12-23|net demand for forecast|002685,20251223-0386-A716-Train-#1
21377091|0386|A716|2025-12-23|net demand for forecast|002686_transit_20251223-0386-A716-Train-#1,2026-01-05,21377091,0386,A716,2025-12-23,2026-01-06,13,21377091|0386|A716|2025-12-23|net demand for forecast|002686,20251223-0386-A716-Train-#1
21377091|0386|A716|2025-12-23|net demand for forecast|002687_transit_20251223-0386-A716-Train-#1,2026-01-05,21377091,0386,A716,2025-12-23,2026-01-06,13,21377091|0386|A716|2025-12-23|net demand for forecast|002687,20251223-0386-A716-Train-#1
21377091|0386|A716|2025-12-23|net demand for forecast|002688_transit_20251223-0386-A716-Train-#1,2026-01-05,21377091,0386,A716,2025-12-23,2026-01-06,14,21377091|0386|A716|2025-12-23|net demand for forecast|002688,20251223-0386-A716-Train-#1
21377091|0386|A716|2025-12-23|net demand for forecast|002689_transit_20251223-0386-A716-Train-#1,2026-01-05,21377091,0386,A716,2025-12-23,2026-01-06,14,21377091|0386|A716|2025-12-23|net demand for forecast|002689,20251223-0386-A716-Train-#1
21377091|0386|A716|2025-12-23|net demand for forecast|002690_transit_20251223-0386-A716-Train-#1,2026-01-05,21377091,0386,A716,2025-12-23,2026-01-06,14,21377091|0386|A716|2025-12-23|net demand for forecast|002690,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002717_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,2,21414747|0386|A716|2025-12-23|net demand for forecast|002717,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002718_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,2,21414747|0386|A716|2025-12-23|net demand for forecast|002718,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002719_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,2,21414747|0386|A716|2025-12-23|net demand for forecast|002719,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002720_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,3,21414747|0386|A716|2025-12-23|net demand for forecast|002720,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002721_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,3,21414747|0386|A716|2025-12-23|net demand for forecast|002721,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002722_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,3,21414747|0386|A716|2025-12-23|net demand for forecast|002722,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002723_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,3,21414747|0386|A716|2025-12-23|net demand for forecast|002723,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002724_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-07,5,21414747|0386|A716|2025-12-23|net demand for forecast|002724,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002725_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,5,21414747|0386|A716|2025-12-23|net demand for forecast|002725,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002726_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,5,21414747|0386|A716|2025-12-23|net demand for forecast|002726,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002727_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,6,21414747|0386|A716|2025-12-23|net demand for forecast|002727,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002728_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,6,21414747|0386|A716|2025-12-23|net demand for forecast|002728,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002729_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-07,6,21414747|0386|A716|2025-12-23|net demand for forecast|002729,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002730_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,6,21414747|0386|A716|2025-12-23|net demand for forecast|002730,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002731_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,36,21414747|0386|A716|2025-12-23|net demand for forecast|002731,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002732_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,36,21414747|0386|A716|2025-12-23|net demand for forecast|002732,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002733_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,36,21414747|0386|A716|2025-12-23|net demand for forecast|002733,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002734_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-06,36,21414747|0386|A716|2025-12-23|net demand for forecast|002734,20251223-0386-A716-Train-#1
21414747|0386|A716|2025-12-23|net demand for forecast|002735_transit_20251223-0386-A716-Train-#1,2026-01-05,21414747,0386,A716,2025-12-23,2026-01-07,36,21414747|0386|A716|2025-12-23|net demand for forecast|002735,20251223-0386-A716-Train-#1
21098519|0386|A716|2025-12-23|net demand for safety|002368_transit_20251223-0386-A716-Train-#1,2026-01-05,21098519,0386,A716,2025-12-23,2026-01-06,46,21098519|0386|A716|2025-12-23|net demand for safety|002368,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|net demand for safety|002461_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,13,21121751|0386|A716|2025-12-23|net demand for safety|002461,20251223-0386-A716-Train-#1
80807089|0386|A716|2025-12-23|net demand for safety|002896_transit_20251223-0386-A716-Train-#1,2026-01-05,80807089,0386,A716,2025-12-23,2026-01-06,84,80807089|0386|A716|2025-12-23|net demand for safety|002896,20251223-0386-A716-Train-#1
21098519|0386|A716|2025-12-23|push replenishment|002369_transit_20251223-0386-A716-Train-#1,2026-01-05,21098519,0386,A716,2025-12-23,2026-01-06,39,21098519|0386|A716|2025-12-23|push replenishment|002369,20251223-0386-A716-Train-#1
21121751|0386|A716|2025-12-23|push replenishment|002462_transit_20251223-0386-A716-Train-#1,2026-01-05,21121751,0386,A716,2025-12-23,2026-01-06,28,21121751|0386|A716|2025-12-23|push replenishment|002462,20251223-0386-A716-Train-#1
80807089|0386|A716|2025-12-23|push replenishment|002897_transit_20251223-0386-A716-Train-#1,2026-01-05,80807089,0386,A716,2025-12-23,2026-01-06,343,80807089|0386|A716|2025-12-23|push replenishment|002897,20251223-0386-A716-Train-#1
21291975|0386|A716|2025-12-24|net demand for normal|003060_transit_20251224-0386-A716-Train-#1,2026-01-05,21291975,0386,A716,2025-12-24,2026-01-07,1,21291975|0386|A716|2025-12-24|net demand for normal|003060,20251224-0386-A716-Train-#1
21376841|0386|A716|2025-12-24|net demand for normal|003183_transit_20251224-0386-A716-Train-#1,2026-01-05,21376841,0386,A716,2025-12-24,2026-01-08,30,21376841|0386|A716|2025-12-24|net demand for normal|003183,20251224-0386-A716-Train-#1
21376841|0386|A716|2025-12-24|net demand for forecast|003172_transit_20251224-0386-A716-Train-#1,2026-01-05,21376841,0386,A716,2025-12-24,2026-01-07,7,21376841|0386|A716|2025-12-24|net demand for forecast|003172,20251224-0386-A716-Train-#1
21376841|0386|A716|2025-12-24|net demand for forecast|003173_transit_20251224-0386-A716-Train-#1,2026-01-05,21376841,0386,A716,2025-12-24,2026-01-07,7,21376841|0386|A716|2025-12-24|net demand for forecast|003173,20251224-0386-A716-Train-#1
21376841|0386|A716|2025-12-24|net demand for forecast|003174_transit_20251224-0386-A716-Train-#1,2026-01-05,21376841,0386,A716,2025-12-24,2026-01-07,7,21376841|0386|A716|2025-12-24|net demand for forecast|003174,20251224-0386-A716-Train-#1
21376841|0386|A716|2025-12-24|net demand for forecast|003175_transit_20251224-0386-A716-Train-#1,2026-01-05,21376841,0386,A716,2025-12-24,2026-01-07,7,21376841|0386|A716|2025-12-24|net demand for forecast|003175,20251224-0386-A716-Train-#1
21376841|0386|A716|2025-12-24|net demand for forecast|003176_transit_20251224-0386-A716-Train-#1,2026-01-05,21376841,0386,A716,2025-12-24,2026-01-07,7,21376841|0386|A716|2025-12-24|net demand for forecast|003176,20251224-0386-A716-Train-#1
21376841|0386|A716|2025-12-24|net demand for forecast|003177_transit_20251224-0386-A716-Train-#1,2026-01-05,21376841,0386,A716,2025-12-24,2026-01-07,7,21376841|0386|A716|2025-12-24|net demand for forecast|003177,20251224-0386-A716-Train-#1
21376841|0386|A716|2025-12-24|net demand for forecast|003178_transit_20251224-0386-A716-Train-#1,2026-01-05,21376841,0386,A716,2025-12-24,2026-01-08,7,21376841|0386|A716|2025-12-24|net demand for forecast|003178,20251224-0386-A716-Train-#1
21376841|0386|A716|2025-12-24|net demand for forecast|003179_transit_20251224-0386-A716-Train-#1,2026-01-05,21376841,0386,A716,2025-12-24,2026-01-07,15,21376841|0386|A716|2025-12-24|net demand for forecast|003179,20251224-0386-A716-Train-#1
21376841|0386|A716|2025-12-24|net demand for forecast|003180_transit_20251224-0386-A716-Train-#1,2026-01-05,21376841,0386,A716,2025-12-24,2026-01-07,15,21376841|0386|A716|2025-12-24|net demand for forecast|003180,20251224-0386-A716-Train-#1
21376841|0386|A716|2025-12-24|net demand for forecast|003181_transit_20251224-0386-A716-Train-#1,2026-01-05,21376841,0386,A716,2025-12-24,2026-01-08,15,21376841|0386|A716|2025-12-24|net demand for forecast|003181,20251224-0386-A716-Train-#1
21376841|0386|A716|2025-12-24|net demand for forecast|003182_transit_20251224-0386-A716-Train-#1,2026-01-05,21376841,0386,A716,2025-12-24,2026-01-08,15,21376841|0386|A716|2025-12-24|net demand for forecast|003182,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003245_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,2,21419485|0386|A716|2025-12-24|net demand for forecast|003245,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003246_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,2,21419485|0386|A716|2025-12-24|net demand for forecast|003246,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003247_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,2,21419485|0386|A716|2025-12-24|net demand for forecast|003247,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003248_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,2,21419485|0386|A716|2025-12-24|net demand for forecast|003248,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003249_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,2,21419485|0386|A716|2025-12-24|net demand for forecast|003249,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003250_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,2,21419485|0386|A716|2025-12-24|net demand for forecast|003250,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003251_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,3,21419485|0386|A716|2025-12-24|net demand for forecast|003251,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003252_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,3,21419485|0386|A716|2025-12-24|net demand for forecast|003252,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003253_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,4,21419485|0386|A716|2025-12-24|net demand for forecast|003253,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003254_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,4,21419485|0386|A716|2025-12-24|net demand for forecast|003254,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003255_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,4,21419485|0386|A716|2025-12-24|net demand for forecast|003255,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003256_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,4,21419485|0386|A716|2025-12-24|net demand for forecast|003256,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003257_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,4,21419485|0386|A716|2025-12-24|net demand for forecast|003257,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003258_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,4,21419485|0386|A716|2025-12-24|net demand for forecast|003258,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003259_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,4,21419485|0386|A716|2025-12-24|net demand for forecast|003259,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003260_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,24,21419485|0386|A716|2025-12-24|net demand for forecast|003260,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003261_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,25,21419485|0386|A716|2025-12-24|net demand for forecast|003261,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003262_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,25,21419485|0386|A716|2025-12-24|net demand for forecast|003262,20251224-0386-A716-Train-#1
21419485|0386|A716|2025-12-24|net demand for forecast|003263_transit_20251224-0386-A716-Train-#1,2026-01-05,21419485,0386,A716,2025-12-24,2026-01-07,25,21419485|0386|A716|2025-12-24|net demand for forecast|003263,20251224-0386-A716-Train-#1
80805856|0386|A716|2025-12-24|net demand for forecast|003377_transit_20251224-0386-A716-Train-#1,2026-01-05,80805856,0386,A716,2025-12-24,2026-01-07,1,80805856|0386|A716|2025-12-24|net demand for forecast|003377,20251224-0386-A716-Train-#1
80805856|0386|A716|2025-12-24|net demand for forecast|003378_transit_20251224-0386-A716-Train-#1,2026-01-05,80805856,0386,A716,2025-12-24,2026-01-07,1,80805856|0386|A716|2025-12-24|net demand for forecast|003378,20251224-0386-A716-Train-#1
80805856|0386|A716|2025-12-24|net demand for forecast|003379_transit_20251224-0386-A716-Train-#1,2026-01-05,80805856,0386,A716,2025-12-24,2026-01-07,2,80805856|0386|A716|2025-12-24|net demand for forecast|003379,20251224-0386-A716-Train-#1
80805856|0386|A716|2025-12-24|net demand for forecast|003380_transit_20251224-0386-A716-Train-#1,2026-01-05,80805856,0386,A716,2025-12-24,2026-01-07,2,80805856|0386|A716|2025-12-24|net demand for forecast|003380,20251224-0386-A716-Train-#1
