date,material,sending,receiving,quantity,ori_deployment_uid,actual_ship_date,actual_delivery_date,type
2026-01-14,21141769,A673,D901,10,21141769|A673|D901|2026-01-14|net demand for normal|027058,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804701,A673,D901,5,80804701|A673|D901|2026-01-14|net demand for normal|027576,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,80807116,A673,D901,28,80807116|A673|D901|2026-01-14|net demand for normal|027999,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80812846,A673,D901,5,80812846|A673|D901|2026-01-14|net demand for normal|028185,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80840976,A673,D901,3,80840976|A673|D901|2026-01-14|net demand for normal|028196,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80848028,A673,D901,18,80848028|A673|D901|2026-01-14|net demand for normal|028293,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21137866,A673,D901,15,21137866|A673|D901|2026-01-14|net demand for forecast|027037,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21137866,A673,D901,15,21137866|A673|D901|2026-01-14|net demand for forecast|027038,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21137866,A673,D901,15,21137866|A673|D901|2026-01-14|net demand for forecast|027039,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21137866,A673,D901,15,21137866|A673|D901|2026-01-14|net demand for forecast|027040,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21139445,A673,D901,2,21139445|A673|D901|2026-01-14|net demand for forecast|027044,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21139445,A673,D901,2,21139445|A673|D901|2026-01-14|net demand for forecast|027045,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,21139445,A673,D901,2,21139445|A673|D901|2026-01-14|net demand for forecast|027046,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21139445,A673,D901,2,21139445|A673|D901|2026-01-14|net demand for forecast|027047,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21151196,A673,D901,5,21151196|A673|D901|2026-01-14|net demand for forecast|027099,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21151196,A673,D901,5,21151196|A673|D901|2026-01-14|net demand for forecast|027100,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21151196,A673,D901,5,21151196|A673|D901|2026-01-14|net demand for forecast|027101,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21151196,A673,D901,5,21151196|A673|D901|2026-01-14|net demand for forecast|027102,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804136,A673,D901,1,80804136|A673|D901|2026-01-14|net demand for forecast|027362,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804136,A673,D901,1,80804136|A673|D901|2026-01-14|net demand for forecast|027363,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804136,A673,D901,1,80804136|A673|D901|2026-01-14|net demand for forecast|027364,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804136,A673,D901,1,80804136|A673|D901|2026-01-14|net demand for forecast|027365,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804138,A673,D901,1,80804138|A673|D901|2026-01-14|net demand for forecast|027456,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804138,A673,D901,1,80804138|A673|D901|2026-01-14|net demand for forecast|027457,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804138,A673,D901,1,80804138|A673|D901|2026-01-14|net demand for forecast|027458,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804138,A673,D901,1,80804138|A673|D901|2026-01-14|net demand for forecast|027459,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804701,A673,D901,3,80804701|A673|D901|2026-01-14|net demand for forecast|027572,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804701,A673,D901,3,80804701|A673|D901|2026-01-14|net demand for forecast|027573,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804701,A673,D901,4,80804701|A673|D901|2026-01-14|net demand for forecast|027574,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804701,A673,D901,4,80804701|A673|D901|2026-01-14|net demand for forecast|027575,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804704,A673,D901,2,80804704|A673|D901|2026-01-14|net demand for forecast|027643,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804704,A673,D901,2,80804704|A673|D901|2026-01-14|net demand for forecast|027644,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804704,A673,D901,2,80804704|A673|D901|2026-01-14|net demand for forecast|027645,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804704,A673,D901,2,80804704|A673|D901|2026-01-14|net demand for forecast|027646,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,80804706,A673,D901,1,80804706|A673|D901|2026-01-14|net demand for forecast|027715,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,80804706,A673,D901,1,80804706|A673|D901|2026-01-14|net demand for forecast|027716,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804706,A673,D901,1,80804706|A673|D901|2026-01-14|net demand for forecast|027717,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804706,A673,D901,1,80804706|A673|D901|2026-01-14|net demand for forecast|027718,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80807100,A673,D901,1,80807100|A673|D901|2026-01-14|net demand for forecast|027936,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80807100,A673,D901,1,80807100|A673|D901|2026-01-14|net demand for forecast|027937,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80807100,A673,D901,1,80807100|A673|D901|2026-01-14|net demand for forecast|027938,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80807100,A673,D901,1,80807100|A673|D901|2026-01-14|net demand for forecast|027939,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80807115,A673,D901,10,80807115|A673|D901|2026-01-14|net demand for forecast|027988,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80807115,A673,D901,11,80807115|A673|D901|2026-01-14|net demand for forecast|027989,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,80807115,A673,D901,11,80807115|A673|D901|2026-01-14|net demand for forecast|027990,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80807115,A673,D901,11,80807115|A673|D901|2026-01-14|net demand for forecast|027991,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80848022,A673,D901,1,80848022|A673|D901|2026-01-14|net demand for forecast|028233,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80848022,A673,D901,1,80848022|A673|D901|2026-01-14|net demand for forecast|028234,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80848022,A673,D901,1,80848022|A673|D901|2026-01-14|net demand for forecast|028235,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80848022,A673,D901,1,80848022|A673|D901|2026-01-14|net demand for forecast|028236,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80848023,A673,D901,6,80848023|A673|D901|2026-01-14|net demand for forecast|028243,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,80848023,A673,D901,6,80848023|A673|D901|2026-01-14|net demand for forecast|028244,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80848023,A673,D901,6,80848023|A673|D901|2026-01-14|net demand for forecast|028245,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,80848023,A673,D901,6,80848023|A673|D901|2026-01-14|net demand for forecast|028246,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80848028,A673,D901,6,80848028|A673|D901|2026-01-14|net demand for forecast|028289,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80848028,A673,D901,6,80848028|A673|D901|2026-01-14|net demand for forecast|028290,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,80848028,A673,D901,6,80848028|A673|D901|2026-01-14|net demand for forecast|028291,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80848028,A673,D901,6,80848028|A673|D901|2026-01-14|net demand for forecast|028292,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21098519,A673,D901,11,21098519|A673|D901|2026-01-14|net demand for safety|026833,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21103372,A673,D901,44,21103372|A673|D901|2026-01-14|net demand for safety|026838,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21127730,A673,D901,2,21127730|A673|D901|2026-01-14|net demand for safety|026877,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21128067,A673,D901,20,21128067|A673|D901|2026-01-14|net demand for safety|026879,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21137866,A673,D901,89,21137866|A673|D901|2026-01-14|net demand for safety|027041,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21143103,A673,D901,4,21143103|A673|D901|2026-01-14|net demand for safety|027069,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21143110,A673,D901,3,21143110|A673|D901|2026-01-14|net demand for safety|027081,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21165946,A673,D901,19,21165946|A673|D901|2026-01-14|net demand for safety|027137,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21171453,A673,D901,5,21171453|A673|D901|2026-01-14|net demand for safety|027140,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21314593,A673,D901,3,21314593|A673|D901|2026-01-14|net demand for safety|027160,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21315474,A673,D901,8,21315474|A673|D901|2026-01-14|net demand for safety|027212,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80793613,A673,D901,1,80793613|A673|D901|2026-01-14|net demand for safety|027238,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,80804703,A673,D901,2,80804703|A673|D901|2026-01-14|net demand for safety|027579,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80804706,A673,D901,3,80804706|A673|D901|2026-01-14|net demand for safety|027719,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80807089,A673,D901,14,80807089|A673|D901|2026-01-14|net demand for safety|027761,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80807100,A673,D901,11,80807100|A673|D901|2026-01-14|net demand for safety|027940,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80807102,A673,D901,8,80807102|A673|D901|2026-01-14|net demand for safety|027942,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80807110,A673,D901,11,80807110|A673|D901|2026-01-14|net demand for safety|027949,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80807112,A673,D901,38,80807112|A673|D901|2026-01-14|net demand for safety|027952,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80807113,A673,D901,4,80807113|A673|D901|2026-01-14|net demand for safety|027955,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80807118,A673,D901,7,80807118|A673|D901|2026-01-14|net demand for safety|028033,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80807120,A673,D901,8,80807120|A673|D901|2026-01-14|net demand for safety|028099,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80848028,A673,D901,65,80848028|A673|D901|2026-01-14|net demand for safety|028294,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,80848029,A673,D901,9,80848029|A673|D901|2026-01-14|net demand for safety|028309,2026-01-14,2026-01-16,delivery_shipment
2026-01-14,21151196,C816,C563,2,21151196|C816|C563|2026-01-04|net demand for normal|012708,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,80804705,C816,C563,2,80804705|C816|C563|2026-01-06|net demand for normal|015819,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,80804705,C816,C563,5,80804705|C816|C563|2026-01-07|net demand for normal|017270,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,80804705,C816,C563,5,80804705|C816|C563|2026-01-08|net demand for normal|018716,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,80804705,C816,C563,3,80804705|C816|C563|2026-01-09|net demand for normal|019821,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,21132988,C816,C563,1,21132988|C816|C563|2026-01-10|net demand for normal|020516,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,21132988,C816,C563,1,21132988|C816|C563|2026-01-11|net demand for normal|022087,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,80804704,C816,C563,3,80804704|C816|C563|2026-01-11|net demand for normal|023009,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,80804705,C816,C563,2,80804705|C816|C563|2026-01-11|net demand for normal|023068,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,21132988,C816,C563,1,21132988|C816|C563|2026-01-12|net demand for normal|023871,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,80804704,C816,C563,2,80804704|C816|C563|2026-01-12|net demand for normal|024378,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,21132758,C816,C563,1,21132758|C816|C563|2026-01-13|net demand for normal|025260,2026-01-14,2026-01-17,delivery_shipment
2026-01-14,21132988,C816,C563,1,21132988|C816|C563|2026-01-13|net demand for normal|025282,2026-01-14,2026-01-17,delivery_shipment
