transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
21139445|C816|A672|2026-02-19|net demand for forecast|063623_transit_20260222-C816-A672-Train-#1,2026-02-28,21139445,C816,A672,2026-02-22,2026-03-02,2,21139445|C816|A672|2026-02-19|net demand for forecast|063623,20260222-C816-A672-Train-#1
21139445|C816|A672|2026-02-19|net demand for forecast|063624_transit_20260222-C816-A672-Train-#1,2026-02-28,21139445,C816,A672,2026-02-22,2026-03-02,2,21139445|C816|A672|2026-02-19|net demand for forecast|063624,20260222-C816-A672-Train-#1
21139445|C816|A672|2026-02-19|net demand for forecast|063625_transit_20260222-C816-A672-Train-#1,2026-02-28,21139445,C816,A672,2026-02-22,2026-03-03,2,21139445|C816|A672|2026-02-19|net demand for forecast|063625,20260222-C816-A672-Train-#1
21139445|C816|A672|2026-02-19|net demand for forecast|063626_transit_20260222-C816-A672-Train-#1,2026-02-28,21139445,C816,A672,2026-02-22,2026-03-02,8,21139445|C816|A672|2026-02-19|net demand for forecast|063626,20260222-C816-A672-Train-#1
21139445|C816|A672|2026-02-19|net demand for forecast|063627_transit_20260222-C816-A672-Train-#1,2026-02-28,21139445,C816,A672,2026-02-22,2026-03-02,8,21139445|C816|A672|2026-02-19|net demand for forecast|063627,20260222-C816-A672-Train-#1
21139445|C816|A672|2026-02-19|net demand for forecast|063628_transit_20260222-C816-A672-Train-#1,2026-02-28,21139445,C816,A672,2026-02-22,2026-03-02,9,21139445|C816|A672|2026-02-19|net demand for forecast|063628,20260222-C816-A672-Train-#1
21139445|C816|A672|2026-02-19|net demand for forecast|063629_transit_20260222-C816-A672-Train-#1,2026-02-28,21139445,C816,A672,2026-02-22,2026-03-02,9,21139445|C816|A672|2026-02-19|net demand for forecast|063629,20260222-C816-A672-Train-#1
21307836|C816|A672|2026-02-19|net demand for forecast|063691_transit_20260222-C816-A672-Train-#1,2026-02-28,21307836,C816,A672,2026-02-22,2026-03-02,1,21307836|C816|A672|2026-02-19|net demand for forecast|063691,20260222-C816-A672-Train-#1
21307836|C816|A672|2026-02-19|net demand for forecast|063692_transit_20260222-C816-A672-Train-#1,2026-02-28,21307836,C816,A672,2026-02-22,2026-03-02,1,21307836|C816|A672|2026-02-19|net demand for forecast|063692,20260222-C816-A672-Train-#1
21307836|C816|A672|2026-02-19|net demand for forecast|063693_transit_20260222-C816-A672-Train-#1,2026-02-28,21307836,C816,A672,2026-02-22,2026-03-02,1,21307836|C816|A672|2026-02-19|net demand for forecast|063693,20260222-C816-A672-Train-#1
21307836|C816|A672|2026-02-19|net demand for forecast|063694_transit_20260222-C816-A672-Train-#1,2026-02-28,21307836,C816,A672,2026-02-22,2026-03-02,1,21307836|C816|A672|2026-02-19|net demand for forecast|063694,20260222-C816-A672-Train-#1
21307836|C816|A672|2026-02-19|net demand for forecast|063695_transit_20260222-C816-A672-Train-#1,2026-02-28,21307836,C816,A672,2026-02-22,2026-03-02,1,21307836|C816|A672|2026-02-19|net demand for forecast|063695,20260222-C816-A672-Train-#1
21307836|C816|A672|2026-02-19|net demand for forecast|063696_transit_20260222-C816-A672-Train-#1,2026-02-28,21307836,C816,A672,2026-02-22,2026-03-03,1,21307836|C816|A672|2026-02-19|net demand for forecast|063696,20260222-C816-A672-Train-#1
21442897|C816|A672|2026-02-19|net demand for forecast|063794_transit_20260222-C816-A672-Train-#1,2026-02-28,21442897,C816,A672,2026-02-22,2026-03-02,2,21442897|C816|A672|2026-02-19|net demand for forecast|063794,20260222-C816-A672-Train-#1
21442897|C816|A672|2026-02-19|net demand for forecast|063795_transit_20260222-C816-A672-Train-#1,2026-02-28,21442897,C816,A672,2026-02-22,2026-03-02,2,21442897|C816|A672|2026-02-19|net demand for forecast|063795,20260222-C816-A672-Train-#1
21442897|C816|A672|2026-02-19|net demand for forecast|063796_transit_20260222-C816-A672-Train-#1,2026-02-28,21442897,C816,A672,2026-02-22,2026-03-02,2,21442897|C816|A672|2026-02-19|net demand for forecast|063796,20260222-C816-A672-Train-#1
21442897|C816|A672|2026-02-19|net demand for forecast|063797_transit_20260222-C816-A672-Train-#1,2026-02-28,21442897,C816,A672,2026-02-22,2026-03-02,2,21442897|C816|A672|2026-02-19|net demand for forecast|063797,20260222-C816-A672-Train-#1
21442897|C816|A672|2026-02-19|net demand for forecast|063798_transit_20260222-C816-A672-Train-#1,2026-02-28,21442897,C816,A672,2026-02-22,2026-03-02,2,21442897|C816|A672|2026-02-19|net demand for forecast|063798,20260222-C816-A672-Train-#1
21442897|C816|A672|2026-02-19|net demand for forecast|063799_transit_20260222-C816-A672-Train-#1,2026-02-28,21442897,C816,A672,2026-02-22,2026-03-02,2,21442897|C816|A672|2026-02-19|net demand for forecast|063799,20260222-C816-A672-Train-#1
