date,material,receiving,quantity,ori_deployment_uid,vehicle_uid,actual_ship_date
2026-01-01,21165946,A715,1,21165946|0386|A715|2025-12-21|net demand for forecast|001270,20251221-0386-A715-Train-#1,2025-12-21
2026-01-01,21170683,A715,1,21170683|0386|A715|2025-12-21|net demand for forecast|001382,20251221-0386-A715-Train-#1,2025-12-21
2026-01-01,21377091,A715,14,21377091|0386|A715|2025-12-22|net demand for normal|002203,20251222-0386-A715-Train-#1,2025-12-22
2026-01-01,21419490,A715,23,21419490|0386|A715|2025-12-22|net demand for normal|002242,20251222-0386-A715-Train-#1,2025-12-22
2026-01-01,21428668,A715,3,21428668|0386|A715|2025-12-22|net demand for normal|002300,20251222-0386-A715-Train-#1,2025-12-22
2026-01-01,21139445,A715,2,21139445|0386|A715|2025-12-22|net demand for forecast|001643,20251222-0386-A715-Train-#1,2025-12-22
2026-01-01,21139445,A715,2,21139445|0386|A715|2025-12-22|net demand for forecast|001644,20251222-0386-A715-Train-#1,2025-12-22
2026-01-01,21139445,A715,2,21139445|0386|A715|2025-12-22|net demand for forecast|001645,20251222-0386-A715-Train-#1,2025-12-22
2026-01-01,21139445,A715,2,21139445|0386|A715|2025-12-22|net demand for forecast|001646,20251222-0386-A715-Train-#1,2025-12-22
2026-01-01,21139445,A715,3,21139445|0386|A715|2025-12-22|net demand for forecast|001648,20251222-0386-A715-Train-#1,2025-12-22
2026-01-01,21139445,A715,3,21139445|0386|A715|2025-12-22|net demand for forecast|001649,20251222-0386-A715-Train-#1,2025-12-22
2026-01-01,21139445,A715,3,21139445|0386|A715|2025-12-22|net demand for forecast|001650,20251222-0386-A715-Train-#1,2025-12-22
2026-01-01,21139445,A715,3,21139445|0386|A715|2025-12-22|net demand for forecast|001651,20251222-0386-A715-Train-#1,2025-12-22
2026-01-01,21139445,A715,4,21139445|0386|A715|2025-12-22|net demand for forecast|001652,20251222-0386-A715-Train-#1,2025-12-22
2026-01-01,21139445,A715,4,21139445|0386|A715|2025-12-22|net demand for forecast|001653,20251222-0386-A715-Train-#1,2025-12-22
2026-01-01,21139445,A715,4,21139445|0386|A715|2025-12-22|net demand for forecast|001654,20251222-0386-A715-Train-#1,2025-12-22
2026-01-01,21139445,A715,4,21139445|0386|A715|2025-12-22|net demand for forecast|001655,20251222-0386-A715-Train-#1,2025-12-22
