transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
21165946|0386|A716|2025-12-21|net demand for forecast|001285_transit_20251221-0386-A716-Train-#1,2026-01-03,21165946,0386,A716,2025-12-21,2026-01-04,5,21165946|0386|A716|2025-12-21|net demand for forecast|001285,20251221-0386-A716-Train-#1
21165946|0386|A716|2025-12-21|net demand for forecast|001286_transit_20251221-0386-A716-Train-#1,2026-01-03,21165946,0386,A716,2025-12-21,2026-01-05,5,21165946|0386|A716|2025-12-21|net demand for forecast|001286,20251221-0386-A716-Train-#1
21165946|0386|A716|2025-12-21|net demand for forecast|001287_transit_20251221-0386-A716-Train-#1,2026-01-03,21165946,0386,A716,2025-12-21,2026-01-04,5,21165946|0386|A716|2025-12-21|net demand for forecast|001287,20251221-0386-A716-Train-#1
21165946|0386|A716|2025-12-21|net demand for forecast|001288_transit_20251221-0386-A716-Train-#1,2026-01-03,21165946,0386,A716,2025-12-21,2026-01-04,5,21165946|0386|A716|2025-12-21|net demand for forecast|001288,20251221-0386-A716-Train-#1
21165946|0386|A716|2025-12-21|net demand for forecast|001289_transit_20251221-0386-A716-Train-#1,2026-01-03,21165946,0386,A716,2025-12-21,2026-01-04,5,21165946|0386|A716|2025-12-21|net demand for forecast|001289,20251221-0386-A716-Train-#1
21165946|0386|A716|2025-12-21|net demand for forecast|001290_transit_20251221-0386-A716-Train-#1,2026-01-03,21165946,0386,A716,2025-12-21,2026-01-04,5,21165946|0386|A716|2025-12-21|net demand for forecast|001290,20251221-0386-A716-Train-#1
21165946|0386|A716|2025-12-21|net demand for forecast|001291_transit_20251221-0386-A716-Train-#1,2026-01-03,21165946,0386,A716,2025-12-21,2026-01-04,5,21165946|0386|A716|2025-12-21|net demand for forecast|001291,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001390_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,2,21170683|0386|A716|2025-12-21|net demand for forecast|001390,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001391_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,2,21170683|0386|A716|2025-12-21|net demand for forecast|001391,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001392_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,2,21170683|0386|A716|2025-12-21|net demand for forecast|001392,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001393_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,3,21170683|0386|A716|2025-12-21|net demand for forecast|001393,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001394_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,3,21170683|0386|A716|2025-12-21|net demand for forecast|001394,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001395_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,3,21170683|0386|A716|2025-12-21|net demand for forecast|001395,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001396_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,3,21170683|0386|A716|2025-12-21|net demand for forecast|001396,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001397_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,3,21170683|0386|A716|2025-12-21|net demand for forecast|001397,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001398_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,3,21170683|0386|A716|2025-12-21|net demand for forecast|001398,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001399_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,3,21170683|0386|A716|2025-12-21|net demand for forecast|001399,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001400_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,3,21170683|0386|A716|2025-12-21|net demand for forecast|001400,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001401_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,3,21170683|0386|A716|2025-12-21|net demand for forecast|001401,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001402_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,4,21170683|0386|A716|2025-12-21|net demand for forecast|001402,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001403_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,4,21170683|0386|A716|2025-12-21|net demand for forecast|001403,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001404_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,4,21170683|0386|A716|2025-12-21|net demand for forecast|001404,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001405_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,4,21170683|0386|A716|2025-12-21|net demand for forecast|001405,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001406_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,4,21170683|0386|A716|2025-12-21|net demand for forecast|001406,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001407_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,5,21170683|0386|A716|2025-12-21|net demand for forecast|001407,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for forecast|001408_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,5,21170683|0386|A716|2025-12-21|net demand for forecast|001408,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001494_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,3,21428668|0386|A716|2025-12-21|net demand for forecast|001494,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001495_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,3,21428668|0386|A716|2025-12-21|net demand for forecast|001495,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001496_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,4,21428668|0386|A716|2025-12-21|net demand for forecast|001496,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001497_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,4,21428668|0386|A716|2025-12-21|net demand for forecast|001497,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001498_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,4,21428668|0386|A716|2025-12-21|net demand for forecast|001498,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001499_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,8,21428668|0386|A716|2025-12-21|net demand for forecast|001499,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001500_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,8,21428668|0386|A716|2025-12-21|net demand for forecast|001500,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001501_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,8,21428668|0386|A716|2025-12-21|net demand for forecast|001501,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001502_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,8,21428668|0386|A716|2025-12-21|net demand for forecast|001502,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001503_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-05,8,21428668|0386|A716|2025-12-21|net demand for forecast|001503,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001504_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,8,21428668|0386|A716|2025-12-21|net demand for forecast|001504,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001505_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,8,21428668|0386|A716|2025-12-21|net demand for forecast|001505,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001506_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,37,21428668|0386|A716|2025-12-21|net demand for forecast|001506,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001507_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,53,21428668|0386|A716|2025-12-21|net demand for forecast|001507,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001508_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,54,21428668|0386|A716|2025-12-21|net demand for forecast|001508,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001509_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,54,21428668|0386|A716|2025-12-21|net demand for forecast|001509,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001510_transit_20251221-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-21,2026-01-04,54,21428668|0386|A716|2025-12-21|net demand for forecast|001510,20251221-0386-A716-Train-#1
21165946|0386|A716|2025-12-21|net demand for safety|001292_transit_20251221-0386-A716-Train-#1,2026-01-03,21165946,0386,A716,2025-12-21,2026-01-04,16,21165946|0386|A716|2025-12-21|net demand for safety|001292,20251221-0386-A716-Train-#1
21170683|0386|A716|2025-12-21|net demand for safety|001409_transit_20251221-0386-A716-Train-#1,2026-01-03,21170683,0386,A716,2025-12-21,2026-01-04,29,21170683|0386|A716|2025-12-21|net demand for safety|001409,20251221-0386-A716-Train-#1
21307836|0386|A716|2025-12-22|net demand for normal|002082_transit_20251222-0386-A716-Train-#1,2026-01-03,21307836,0386,A716,2025-12-22,2026-01-05,2,21307836|0386|A716|2025-12-22|net demand for normal|002082,20251222-0386-A716-Train-#1
21377091|0386|A716|2025-12-22|net demand for normal|002217_transit_20251222-0386-A716-Train-#1,2026-01-03,21377091,0386,A716,2025-12-22,2026-01-05,11,21377091|0386|A716|2025-12-22|net demand for normal|002217,20251222-0386-A716-Train-#1
21419490|0386|A716|2025-12-22|net demand for normal|002262_transit_20251222-0386-A716-Train-#1,2026-01-03,21419490,0386,A716,2025-12-22,2026-01-05,20,21419490|0386|A716|2025-12-22|net demand for normal|002262,20251222-0386-A716-Train-#1
21428668|0386|A716|2025-12-22|net demand for normal|002301_transit_20251222-0386-A716-Train-#1,2026-01-03,21428668,0386,A716,2025-12-22,2026-01-05,3,21428668|0386|A716|2025-12-22|net demand for normal|002301,20251222-0386-A716-Train-#1
21442422|0386|A716|2025-12-22|net demand for normal|002331_transit_20251222-0386-A716-Train-#1,2026-01-03,21442422,0386,A716,2025-12-22,2026-01-05,2,21442422|0386|A716|2025-12-22|net demand for normal|002331,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001660_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-06,2,21139445|0386|A716|2025-12-22|net demand for forecast|001660,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001661_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,2,21139445|0386|A716|2025-12-22|net demand for forecast|001661,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001662_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-06,2,21139445|0386|A716|2025-12-22|net demand for forecast|001662,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001663_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-06,2,21139445|0386|A716|2025-12-22|net demand for forecast|001663,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001664_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,3,21139445|0386|A716|2025-12-22|net demand for forecast|001664,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001665_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,3,21139445|0386|A716|2025-12-22|net demand for forecast|001665,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001666_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,3,21139445|0386|A716|2025-12-22|net demand for forecast|001666,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001667_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,3,21139445|0386|A716|2025-12-22|net demand for forecast|001667,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001668_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,3,21139445|0386|A716|2025-12-22|net demand for forecast|001668,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001669_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,3,21139445|0386|A716|2025-12-22|net demand for forecast|001669,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001670_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,3,21139445|0386|A716|2025-12-22|net demand for forecast|001670,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001671_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,3,21139445|0386|A716|2025-12-22|net demand for forecast|001671,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001672_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,3,21139445|0386|A716|2025-12-22|net demand for forecast|001672,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001673_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,5,21139445|0386|A716|2025-12-22|net demand for forecast|001673,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001674_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,5,21139445|0386|A716|2025-12-22|net demand for forecast|001674,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001675_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,5,21139445|0386|A716|2025-12-22|net demand for forecast|001675,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001676_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,5,21139445|0386|A716|2025-12-22|net demand for forecast|001676,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001677_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,5,21139445|0386|A716|2025-12-22|net demand for forecast|001677,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001678_transit_20251222-0386-A716-Train-#1,2026-01-03,21139445,0386,A716,2025-12-22,2026-01-05,6,21139445|0386|A716|2025-12-22|net demand for forecast|001678,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001774_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,1,21143103|0386|A716|2025-12-22|net demand for forecast|001774,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001775_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,1,21143103|0386|A716|2025-12-22|net demand for forecast|001775,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001776_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,1,21143103|0386|A716|2025-12-22|net demand for forecast|001776,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001777_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,1,21143103|0386|A716|2025-12-22|net demand for forecast|001777,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001778_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,1,21143103|0386|A716|2025-12-22|net demand for forecast|001778,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001779_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,1,21143103|0386|A716|2025-12-22|net demand for forecast|001779,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001780_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,1,21143103|0386|A716|2025-12-22|net demand for forecast|001780,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001781_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-06,1,21143103|0386|A716|2025-12-22|net demand for forecast|001781,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001782_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,1,21143103|0386|A716|2025-12-22|net demand for forecast|001782,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001783_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,1,21143103|0386|A716|2025-12-22|net demand for forecast|001783,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001784_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,1,21143103|0386|A716|2025-12-22|net demand for forecast|001784,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001785_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,1,21143103|0386|A716|2025-12-22|net demand for forecast|001785,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001786_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-06,1,21143103|0386|A716|2025-12-22|net demand for forecast|001786,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001787_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,2,21143103|0386|A716|2025-12-22|net demand for forecast|001787,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001788_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,2,21143103|0386|A716|2025-12-22|net demand for forecast|001788,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001789_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,2,21143103|0386|A716|2025-12-22|net demand for forecast|001789,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001790_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,2,21143103|0386|A716|2025-12-22|net demand for forecast|001790,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001791_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-05,2,21143103|0386|A716|2025-12-22|net demand for forecast|001791,20251222-0386-A716-Train-#1
21143103|0386|A716|2025-12-22|net demand for forecast|001792_transit_20251222-0386-A716-Train-#1,2026-01-03,21143103,0386,A716,2025-12-22,2026-01-06,2,21143103|0386|A716|2025-12-22|net demand for forecast|001792,20251222-0386-A716-Train-#1
21165946|0386|A716|2025-12-22|net demand for forecast|001983_transit_20251222-0386-A716-Train-#1,2026-01-03,21165946,0386,A716,2025-12-22,2026-01-05,1,21165946|0386|A716|2025-12-22|net demand for forecast|001983,20251222-0386-A716-Train-#1
21165946|0386|A716|2025-12-22|net demand for forecast|001984_transit_20251222-0386-A716-Train-#1,2026-01-03,21165946,0386,A716,2025-12-22,2026-01-05,1,21165946|0386|A716|2025-12-22|net demand for forecast|001984,20251222-0386-A716-Train-#1
21165946|0386|A716|2025-12-22|net demand for forecast|001985_transit_20251222-0386-A716-Train-#1,2026-01-03,21165946,0386,A716,2025-12-22,2026-01-05,1,21165946|0386|A716|2025-12-22|net demand for forecast|001985,20251222-0386-A716-Train-#1
21165946|0386|A716|2025-12-22|net demand for forecast|001986_transit_20251222-0386-A716-Train-#1,2026-01-03,21165946,0386,A716,2025-12-22,2026-01-05,1,21165946|0386|A716|2025-12-22|net demand for forecast|001986,20251222-0386-A716-Train-#1
21165946|0386|A716|2025-12-22|net demand for forecast|001987_transit_20251222-0386-A716-Train-#1,2026-01-03,21165946,0386,A716,2025-12-22,2026-01-05,1,21165946|0386|A716|2025-12-22|net demand for forecast|001987,20251222-0386-A716-Train-#1
