transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
80807115|0386|A716|2026-02-08|net demand for forecast|057237_transit_20260208-0386-A716-Train-#1,2026-02-21,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057237,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057238_transit_20260208-0386-A716-Train-#1,2026-02-21,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057238,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057239_transit_20260208-0386-A716-Train-#1,2026-02-21,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057239,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057240_transit_20260208-0386-A716-Train-#1,2026-02-21,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057240,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057241_transit_20260208-0386-A716-Train-#1,2026-02-21,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057241,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057242_transit_20260208-0386-A716-Train-#1,2026-02-21,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057242,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057243_transit_20260208-0386-A716-Train-#1,2026-02-21,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057243,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057244_transit_20260208-0386-A716-Train-#1,2026-02-21,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057244,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057245_transit_20260208-0386-A716-Train-#1,2026-02-21,80807115,0386,A716,2026-02-08,2026-02-22,1,80807115|0386|A716|2026-02-08|net demand for forecast|057245,20260208-0386-A716-Train-#1
80807115|0386|A716|2026-02-08|net demand for forecast|057246_transit_20260208-0386-A716-Train-#1,2026-02-21,80807115,0386,A716,2026-02-08,2026-02-23,1,80807115|0386|A716|2026-02-08|net demand for forecast|057246,20260208-0386-A716-Train-#1
