date,material,receiving,quantity,ori_deployment_uid,vehicle_uid,actual_ship_date
2026-01-07,21121751,A716,1,21121751|0386|A716|2025-12-23|net demand for forecast|002448,20251223-0386-A716-Train-#1,2025-12-23
2026-01-07,21121751,A716,1,21121751|0386|A716|2025-12-23|net demand for forecast|002454,20251223-0386-A716-Train-#1,2025-12-23
2026-01-07,21121751,A716,1,21121751|0386|A716|2025-12-23|net demand for forecast|002456,20251223-0386-A716-Train-#1,2025-12-23
2026-01-07,21121751,A716,1,21121751|0386|A716|2025-12-23|net demand for forecast|002457,20251223-0386-A716-Train-#1,2025-12-23
2026-01-07,21414747,A716,5,21414747|0386|A716|2025-12-23|net demand for forecast|002724,20251223-0386-A716-Train-#1,2025-12-23
2026-01-07,21414747,A716,6,21414747|0386|A716|2025-12-23|net demand for forecast|002729,20251223-0386-A716-Train-#1,2025-12-23
2026-01-07,21414747,A716,36,21414747|0386|A716|2025-12-23|net demand for forecast|002735,20251223-0386-A716-Train-#1,2025-12-23
2026-01-07,21291975,A716,1,21291975|0386|A716|2025-12-24|net demand for normal|003060,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21376841,A716,7,21376841|0386|A716|2025-12-24|net demand for forecast|003172,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21376841,A716,7,21376841|0386|A716|2025-12-24|net demand for forecast|003173,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21376841,A716,7,21376841|0386|A716|2025-12-24|net demand for forecast|003174,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21376841,A716,7,21376841|0386|A716|2025-12-24|net demand for forecast|003175,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21376841,A716,7,21376841|0386|A716|2025-12-24|net demand for forecast|003176,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21376841,A716,7,21376841|0386|A716|2025-12-24|net demand for forecast|003177,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21376841,A716,15,21376841|0386|A716|2025-12-24|net demand for forecast|003179,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21376841,A716,15,21376841|0386|A716|2025-12-24|net demand for forecast|003180,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,2,21419485|0386|A716|2025-12-24|net demand for forecast|003245,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,2,21419485|0386|A716|2025-12-24|net demand for forecast|003246,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,2,21419485|0386|A716|2025-12-24|net demand for forecast|003247,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,2,21419485|0386|A716|2025-12-24|net demand for forecast|003248,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,2,21419485|0386|A716|2025-12-24|net demand for forecast|003249,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,2,21419485|0386|A716|2025-12-24|net demand for forecast|003250,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,3,21419485|0386|A716|2025-12-24|net demand for forecast|003251,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,3,21419485|0386|A716|2025-12-24|net demand for forecast|003252,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,4,21419485|0386|A716|2025-12-24|net demand for forecast|003253,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,4,21419485|0386|A716|2025-12-24|net demand for forecast|003254,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,4,21419485|0386|A716|2025-12-24|net demand for forecast|003255,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,4,21419485|0386|A716|2025-12-24|net demand for forecast|003256,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,4,21419485|0386|A716|2025-12-24|net demand for forecast|003257,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,4,21419485|0386|A716|2025-12-24|net demand for forecast|003258,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,4,21419485|0386|A716|2025-12-24|net demand for forecast|003259,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,24,21419485|0386|A716|2025-12-24|net demand for forecast|003260,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,25,21419485|0386|A716|2025-12-24|net demand for forecast|003261,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,25,21419485|0386|A716|2025-12-24|net demand for forecast|003262,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,21419485,A716,25,21419485|0386|A716|2025-12-24|net demand for forecast|003263,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,80805856,A716,1,80805856|0386|A716|2025-12-24|net demand for forecast|003377,20251224-0386-A716-Train-#1,2025-12-24
2026-01-07,80805856,A716,1,80805856|0386|A716|2025-12-24|net demand for forecast|003378,20251224-0386-A716-Train-#1,2025-12-24
