date,material,location,quantity
2026-01-26,21029016,A668,0
2026-01-26,21029016,A672,0
2026-01-26,21029016,A673,0
2026-01-26,21029016,A680,0
2026-01-26,21029016,A715,0
2026-01-26,21029016,A716,0
2026-01-26,21029016,C810,0
2026-01-26,21029016,C816,0
2026-01-26,21029016,C819,4
2026-01-26,21029016,C937,0
2026-01-26,21029016,D767,0
2026-01-26,21029016,E556,0
2026-01-26,21029016,E564,0
2026-01-26,21029016,E568,4
2026-01-26,21029016,E569,0
2026-01-26,21098519,A668,577
2026-01-26,21098519,A672,1317
2026-01-26,21098519,A673,1327
2026-01-26,21098519,A680,351
2026-01-26,21098519,A715,198
2026-01-26,21098519,A716,153
2026-01-26,21098519,C810,227
2026-01-26,21098519,C816,860
2026-01-26,21098519,C819,0
2026-01-26,21098519,C937,26
2026-01-26,21098519,D191,2
2026-01-26,21098519,D767,16
2026-01-26,21098519,D901,145
2026-01-26,21098519,E556,26
2026-01-26,21098519,E564,11
2026-01-26,21098519,E568,3
2026-01-26,21098519,E569,6
2026-01-26,21103371,A668,393
2026-01-26,21103371,A672,672
2026-01-26,21103371,A673,838
2026-01-26,21103371,A680,213
2026-01-26,21103371,A715,99
2026-01-26,21103371,A716,108
2026-01-26,21103371,C563,15
2026-01-26,21103371,C810,103
2026-01-26,21103371,C816,490
2026-01-26,21103371,C937,20
2026-01-26,21103371,D191,2
2026-01-26,21103371,D767,12
2026-01-26,21103371,D901,45
2026-01-26,21103371,E295,96
2026-01-26,21103371,E564,4
2026-01-26,21103371,E568,2
2026-01-26,21103371,E569,9
2026-01-26,21103372,A668,215
2026-01-26,21103372,A672,672
2026-01-26,21103372,A673,642
2026-01-26,21103372,A680,176
2026-01-26,21103372,A715,128
2026-01-26,21103372,A716,73
2026-01-26,21103372,C810,117
2026-01-26,21103372,C816,548
2026-01-26,21103372,C819,0
2026-01-26,21103372,C937,22
2026-01-26,21103372,D191,2
2026-01-26,21103372,D767,23
2026-01-26,21103372,D901,68
2026-01-26,21103372,E556,77
2026-01-26,21103372,E564,19
2026-01-26,21103372,E568,3
2026-01-26,21103372,E569,5
2026-01-26,21113405,A668,196
2026-01-26,21113405,A672,330
2026-01-26,21113405,A673,283
2026-01-26,21113405,A680,76
2026-01-26,21113405,A715,106
2026-01-26,21113405,A716,140
2026-01-26,21113405,C810,3
2026-01-26,21113405,C816,165
2026-01-26,21113405,C819,16
2026-01-26,21113405,C937,7
2026-01-26,21113405,D767,14
2026-01-26,21113405,D901,11
2026-01-26,21113405,E556,5
2026-01-26,21113405,E564,12
2026-01-26,21113405,E568,8
2026-01-26,21113405,E569,6
2026-01-26,21118864,A668,88
2026-01-26,21118864,A672,120
2026-01-26,21118864,A673,465
2026-01-26,21118864,A680,49
2026-01-26,21118864,A715,15
2026-01-26,21118864,A716,27
2026-01-26,21118864,C816,124
2026-01-26,21118864,C937,1
2026-01-26,21118864,D767,1
2026-01-26,21118864,D901,1
2026-01-26,21118864,E564,0
2026-01-26,21118867,A668,68
2026-01-26,21118867,A672,106
2026-01-26,21118867,A673,144
2026-01-26,21118867,A680,29
2026-01-26,21118867,A715,24
2026-01-26,21118867,A716,33
2026-01-26,21118867,C810,3
2026-01-26,21118867,C816,50
2026-01-26,21118867,C819,5
2026-01-26,21118867,C937,2
2026-01-26,21118867,D767,9
2026-01-26,21118867,D901,8
2026-01-26,21118867,E556,2
2026-01-26,21118867,E564,5
2026-01-26,21118867,E568,1
2026-01-26,21118867,E569,2
2026-01-26,21121751,A668,27
2026-01-26,21121751,A672,288
2026-01-26,21121751,A673,475
2026-01-26,21121751,A680,111
2026-01-26,21121751,A715,7
2026-01-26,21121751,A716,39
2026-01-26,21121751,C816,462
2026-01-26,21121751,C819,12
2026-01-26,21121751,D767,18
2026-01-26,21121751,D901,32
2026-01-26,21121751,E556,3
2026-01-26,21121751,E564,6
2026-01-26,21121752,A668,10
2026-01-26,21121752,A672,168
2026-01-26,21121752,A673,125
2026-01-26,21121752,A680,14
2026-01-26,21121752,A715,4
2026-01-26,21121752,A716,7
2026-01-26,21121752,C816,205
2026-01-26,21121752,C819,13
2026-01-26,21121752,D767,10
2026-01-26,21121752,E556,8
2026-01-26,21121752,E564,2
2026-01-26,21121756,A668,198
2026-01-26,21121756,A672,249
2026-01-26,21121756,A673,304
2026-01-26,21121756,A680,78
2026-01-26,21121756,A715,76
2026-01-26,21121756,A716,56
2026-01-26,21121756,C810,9
2026-01-26,21121756,C816,151
2026-01-26,21121756,C819,11
2026-01-26,21121756,C937,11
2026-01-26,21121756,D767,22
2026-01-26,21121756,D901,10
2026-01-26,21121756,E556,5
2026-01-26,21121756,E564,8
2026-01-26,21121756,E568,0
2026-01-26,21121756,E569,5
2026-01-26,21127730,A668,1655
2026-01-26,21127730,A672,1589
2026-01-26,21127730,A673,564
2026-01-26,21127730,A680,420
2026-01-26,21127730,A715,167
2026-01-26,21127730,A716,527
2026-01-26,21127730,C563,12
2026-01-26,21127730,C810,0
2026-01-26,21127730,C816,672
2026-01-26,21127730,C937,5
2026-01-26,21127730,D901,16
2026-01-26,21127730,E295,263
2026-01-26,21127730,E568,0
2026-01-26,21127799,A672,684
2026-01-26,21127799,A673,81
2026-01-26,21127799,C816,74
2026-01-26,21127799,E556,78
2026-01-26,21127800,A672,856
2026-01-26,21127800,A673,71
2026-01-26,21127800,C816,49
2026-01-26,21127800,E556,80
2026-01-26,21128067,A668,471
2026-01-26,21128067,A672,1152
2026-01-26,21128067,A673,450
2026-01-26,21128067,A680,139
2026-01-26,21128067,A715,261
2026-01-26,21128067,A716,398
2026-01-26,21128067,C563,12
2026-01-26,21128067,C810,73
2026-01-26,21128067,C816,867
2026-01-26,21128067,C819,28
2026-01-26,21128067,C937,18
2026-01-26,21128067,D767,49
2026-01-26,21128067,D901,95
2026-01-26,21128067,E556,8
2026-01-26,21128067,E564,28
2026-01-26,21128067,E568,10
2026-01-26,21128067,E569,6
2026-01-26,21128377,A668,116
2026-01-26,21128377,A672,504
2026-01-26,21128377,A673,266
2026-01-26,21128377,A680,133
2026-01-26,21128377,A715,88
2026-01-26,21128377,A716,160
2026-01-26,21128377,C810,11
2026-01-26,21128377,C816,332
2026-01-26,21128377,C937,10
2026-01-26,21128377,D191,3
2026-01-26,21128377,D767,9
2026-01-26,21128377,D901,72
2026-01-26,21128377,E564,2
2026-01-26,21128377,E568,0
2026-01-26,21128377,E569,6
2026-01-26,21131984,D767,0
2026-01-26,21132752,A672,291
2026-01-26,21132752,C816,94
2026-01-26,21132758,A668,330
2026-01-26,21132758,A672,1251
2026-01-26,21132758,A673,418
2026-01-26,21132758,A680,300
2026-01-26,21132758,A715,124
2026-01-26,21132758,A716,133
2026-01-26,21132758,C563,25
2026-01-26,21132758,C810,30
2026-01-26,21132758,C816,477
2026-01-26,21132758,C819,0
2026-01-26,21132758,C937,34
2026-01-26,21132758,D191,8
2026-01-26,21132758,D767,12
2026-01-26,21132758,D901,78
2026-01-26,21132758,E295,94
2026-01-26,21132758,E556,59
2026-01-26,21132758,E564,35
2026-01-26,21132758,E568,5
2026-01-26,21132758,E569,11
2026-01-26,21132988,A668,143
2026-01-26,21132988,A672,284
2026-01-26,21132988,A673,432
2026-01-26,21132988,A680,56
2026-01-26,21132988,A715,132
2026-01-26,21132988,A716,66
2026-01-26,21132988,C563,17
2026-01-26,21132988,C810,13
2026-01-26,21132988,C816,180
2026-01-26,21132988,C819,19
2026-01-26,21132988,C937,10
2026-01-26,21132988,D191,0
2026-01-26,21132988,D767,47
2026-01-26,21132988,D901,74
2026-01-26,21132988,E556,15
2026-01-26,21132988,E564,55
2026-01-26,21132988,E568,11
2026-01-26,21132988,E569,9
2026-01-26,21133312,A668,60
2026-01-26,21133312,A672,297
2026-01-26,21133312,A673,145
2026-01-26,21133312,A680,56
2026-01-26,21133312,A715,50
2026-01-26,21133312,A716,105
2026-01-26,21133312,C810,0
2026-01-26,21133312,C816,206
2026-01-26,21133312,C937,0
2026-01-26,21133312,D191,1
2026-01-26,21133312,D767,3
2026-01-26,21133312,D901,20
2026-01-26,21133312,E564,3
2026-01-26,21133312,E568,0
2026-01-26,21133312,E569,5
2026-01-26,21133493,A672,1453
2026-01-26,21133493,A673,97
2026-01-26,21133493,C816,37
2026-01-26,21133493,E556,163
2026-01-26,21137618,A672,0
2026-01-26,21137618,A673,0
2026-01-26,21137618,C816,0
2026-01-26,21137618,E556,0
2026-01-26,21137621,A672,1251
2026-01-26,21137621,C816,416
2026-01-26,21137866,A668,332
2026-01-26,21137866,A672,718
2026-01-26,21137866,A673,519
2026-01-26,21137866,A680,174
2026-01-26,21137866,A715,194
2026-01-26,21137866,A716,253
2026-01-26,21137866,C563,17
2026-01-26,21137866,C810,31
2026-01-26,21137866,C816,416
2026-01-26,21137866,C819,0
2026-01-26,21137866,C937,32
2026-01-26,21137866,D191,0
2026-01-26,21137866,D767,84
2026-01-26,21137866,D901,68
2026-01-26,21137866,E556,27
2026-01-26,21137866,E564,106
2026-01-26,21137866,E568,20
2026-01-26,21137866,E569,12
2026-01-26,21138340,A672,1501
2026-01-26,21138340,A673,97
2026-01-26,21138340,C816,56
2026-01-26,21138340,E556,179
2026-01-26,21139445,A668,24
2026-01-26,21139445,A672,109
2026-01-26,21139445,A673,274
2026-01-26,21139445,A680,30
2026-01-26,21139445,A715,268
2026-01-26,21139445,A716,251
2026-01-26,21139445,C810,86
2026-01-26,21139445,C816,1165
2026-01-26,21139445,C937,4
2026-01-26,21139445,D901,23
2026-01-26,21139445,E564,0
2026-01-26,21139445,E568,0
2026-01-26,21139445,E569,2
2026-01-26,21141769,A668,24
2026-01-26,21141769,A672,279
2026-01-26,21141769,A673,163
2026-01-26,21141769,A680,44
2026-01-26,21141769,A715,76
2026-01-26,21141769,A716,119
2026-01-26,21141769,C810,22
2026-01-26,21141769,C816,165
2026-01-26,21141769,C819,8
2026-01-26,21141769,C937,12
2026-01-26,21141769,D767,50
2026-01-26,21141769,D901,37
2026-01-26,21141769,E556,24
2026-01-26,21141769,E564,5
2026-01-26,21141769,E568,7
2026-01-26,21141769,E569,11
2026-01-26,21142556,A672,309
2026-01-26,21142556,C810,275
2026-01-26,21142556,C816,298
2026-01-26,21142560,A672,591
2026-01-26,21142560,C816,154
2026-01-26,21143102,A668,178
2026-01-26,21143102,A672,494
2026-01-26,21143102,A673,404
2026-01-26,21143102,A680,164
2026-01-26,21143102,A715,104
2026-01-26,21143102,A716,141
2026-01-26,21143102,C810,0
2026-01-26,21143102,C816,299
2026-01-26,21143102,C937,4
2026-01-26,21143102,D191,5
2026-01-26,21143102,D767,7
2026-01-26,21143102,D901,52
2026-01-26,21143102,E564,3
2026-01-26,21143102,E568,0
2026-01-26,21143102,E569,6
2026-01-26,21143103,A668,75
2026-01-26,21143103,A672,163
2026-01-26,21143103,A673,309
2026-01-26,21143103,A680,32
2026-01-26,21143103,A715,65
2026-01-26,21143103,A716,120
2026-01-26,21143103,C810,2
2026-01-26,21143103,C816,218
2026-01-26,21143103,C937,8
2026-01-26,21143103,D767,2
2026-01-26,21143103,D901,31
2026-01-26,21143103,E568,0
2026-01-26,21143103,E569,3
