transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
21128377|0386|A716|2025-12-29|net demand for forecast|007366_transit_20251229-0386-A716-Train-#1,2026-01-11,21128377,0386,A716,2025-12-29,2026-01-12,1,21128377|0386|A716|2025-12-29|net demand for forecast|007366,20251229-0386-A716-Train-#1
21128377|0386|A716|2025-12-29|net demand for forecast|007367_transit_20251229-0386-A716-Train-#1,2026-01-11,21128377,0386,A716,2025-12-29,2026-01-12,1,21128377|0386|A716|2025-12-29|net demand for forecast|007367,20251229-0386-A716-Train-#1
21128377|0386|A716|2025-12-29|net demand for forecast|007368_transit_20251229-0386-A716-Train-#1,2026-01-11,21128377,0386,A716,2025-12-29,2026-01-12,1,21128377|0386|A716|2025-12-29|net demand for forecast|007368,20251229-0386-A716-Train-#1
21128377|0386|A716|2025-12-29|net demand for forecast|007369_transit_20251229-0386-A716-Train-#1,2026-01-11,21128377,0386,A716,2025-12-29,2026-01-12,1,21128377|0386|A716|2025-12-29|net demand for forecast|007369,20251229-0386-A716-Train-#1
21128377|0386|A716|2025-12-29|net demand for forecast|007370_transit_20251229-0386-A716-Train-#1,2026-01-11,21128377,0386,A716,2025-12-29,2026-01-12,1,21128377|0386|A716|2025-12-29|net demand for forecast|007370,20251229-0386-A716-Train-#1
21128377|0386|A716|2025-12-29|net demand for forecast|007371_transit_20251229-0386-A716-Train-#1,2026-01-11,21128377,0386,A716,2025-12-29,2026-01-12,2,21128377|0386|A716|2025-12-29|net demand for forecast|007371,20251229-0386-A716-Train-#1
21128377|0386|A716|2025-12-29|net demand for forecast|007372_transit_20251229-0386-A716-Train-#1,2026-01-11,21128377,0386,A716,2025-12-29,2026-01-12,2,21128377|0386|A716|2025-12-29|net demand for forecast|007372,20251229-0386-A716-Train-#1
21128377|0386|A716|2025-12-29|net demand for forecast|007373_transit_20251229-0386-A716-Train-#1,2026-01-11,21128377,0386,A716,2025-12-29,2026-01-12,2,21128377|0386|A716|2025-12-29|net demand for forecast|007373,20251229-0386-A716-Train-#1
21128377|0386|A716|2025-12-29|net demand for forecast|007374_transit_20251229-0386-A716-Train-#1,2026-01-11,21128377,0386,A716,2025-12-29,2026-01-12,2,21128377|0386|A716|2025-12-29|net demand for forecast|007374,20251229-0386-A716-Train-#1
21128377|0386|A716|2025-12-29|net demand for forecast|007375_transit_20251229-0386-A716-Train-#1,2026-01-11,21128377,0386,A716,2025-12-29,2026-01-12,2,21128377|0386|A716|2025-12-29|net demand for forecast|007375,20251229-0386-A716-Train-#1
21128377|0386|A716|2025-12-29|net demand for forecast|007376_transit_20251229-0386-A716-Train-#1,2026-01-11,21128377,0386,A716,2025-12-29,2026-01-13,2,21128377|0386|A716|2025-12-29|net demand for forecast|007376,20251229-0386-A716-Train-#1
21128377|0386|A716|2025-12-29|net demand for forecast|007377_transit_20251229-0386-A716-Train-#1,2026-01-11,21128377,0386,A716,2025-12-29,2026-01-12,2,21128377|0386|A716|2025-12-29|net demand for forecast|007377,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007474_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,4,21133312|0386|A716|2025-12-29|net demand for forecast|007474,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007475_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,4,21133312|0386|A716|2025-12-29|net demand for forecast|007475,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007476_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,4,21133312|0386|A716|2025-12-29|net demand for forecast|007476,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007477_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,4,21133312|0386|A716|2025-12-29|net demand for forecast|007477,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007478_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,4,21133312|0386|A716|2025-12-29|net demand for forecast|007478,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007479_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-13,4,21133312|0386|A716|2025-12-29|net demand for forecast|007479,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007480_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,5,21133312|0386|A716|2025-12-29|net demand for forecast|007480,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007481_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-13,5,21133312|0386|A716|2025-12-29|net demand for forecast|007481,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007482_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,5,21133312|0386|A716|2025-12-29|net demand for forecast|007482,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007483_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,5,21133312|0386|A716|2025-12-29|net demand for forecast|007483,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007484_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,5,21133312|0386|A716|2025-12-29|net demand for forecast|007484,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007485_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-13,5,21133312|0386|A716|2025-12-29|net demand for forecast|007485,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007486_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,6,21133312|0386|A716|2025-12-29|net demand for forecast|007486,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007487_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,6,21133312|0386|A716|2025-12-29|net demand for forecast|007487,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007488_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,6,21133312|0386|A716|2025-12-29|net demand for forecast|007488,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007489_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,7,21133312|0386|A716|2025-12-29|net demand for forecast|007489,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007490_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,7,21133312|0386|A716|2025-12-29|net demand for forecast|007490,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007491_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,7,21133312|0386|A716|2025-12-29|net demand for forecast|007491,20251229-0386-A716-Train-#1
21133312|0386|A716|2025-12-29|net demand for forecast|007492_transit_20251229-0386-A716-Train-#1,2026-01-11,21133312,0386,A716,2025-12-29,2026-01-12,7,21133312|0386|A716|2025-12-29|net demand for forecast|007492,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007674_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007674,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007675_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007675,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007676_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007676,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007677_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007677,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007678_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007678,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007679_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007679,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007680_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007680,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007681_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007681,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007682_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007682,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007683_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007683,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007684_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007684,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007685_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007685,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007686_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007686,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007687_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007687,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007688_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007688,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007689_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007689,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007690_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007690,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007691_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007691,20251229-0386-A716-Train-#1
21442896|0386|A716|2025-12-29|net demand for forecast|007692_transit_20251229-0386-A716-Train-#1,2026-01-11,21442896,0386,A716,2025-12-29,2026-01-12,1,21442896|0386|A716|2025-12-29|net demand for forecast|007692,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007834_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007834,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007835_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007835,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007836_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007836,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007837_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007837,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007838_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007838,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007839_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007839,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007840_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007840,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007841_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-13,1,80807095|0386|A716|2025-12-29|net demand for forecast|007841,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007842_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007842,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007843_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007843,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007844_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007844,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007845_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007845,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007846_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007846,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007847_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007847,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007848_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007848,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007849_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007849,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007850_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007850,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007851_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007851,20251229-0386-A716-Train-#1
80807095|0386|A716|2025-12-29|net demand for forecast|007852_transit_20251229-0386-A716-Train-#1,2026-01-11,80807095,0386,A716,2025-12-29,2026-01-12,1,80807095|0386|A716|2025-12-29|net demand for forecast|007852,20251229-0386-A716-Train-#1
80864469|0386|A716|2025-12-29|net demand for forecast|007961_transit_20251229-0386-A716-Train-#1,2026-01-11,80864469,0386,A716,2025-12-29,2026-01-12,1,80864469|0386|A716|2025-12-29|net demand for forecast|007961,20251229-0386-A716-Train-#1
80864469|0386|A716|2025-12-29|net demand for forecast|007962_transit_20251229-0386-A716-Train-#1,2026-01-11,80864469,0386,A716,2025-12-29,2026-01-12,1,80864469|0386|A716|2025-12-29|net demand for forecast|007962,20251229-0386-A716-Train-#1
80864469|0386|A716|2025-12-29|net demand for forecast|007963_transit_20251229-0386-A716-Train-#1,2026-01-11,80864469,0386,A716,2025-12-29,2026-01-12,1,80864469|0386|A716|2025-12-29|net demand for forecast|007963,20251229-0386-A716-Train-#1
80864469|0386|A716|2025-12-29|net demand for forecast|007964_transit_20251229-0386-A716-Train-#1,2026-01-11,80864469,0386,A716,2025-12-29,2026-01-12,1,80864469|0386|A716|2025-12-29|net demand for forecast|007964,20251229-0386-A716-Train-#1
