date,material,receiving,quantity,ori_deployment_uid,vehicle_uid,actual_ship_date
2025-12-22,21128067,C816,18,21128067|0386|C816|2025-12-20|net demand for forecast|000768,20251220-0386-C816-LARGE-#1,2025-12-20
2025-12-22,21128067,C816,18,21128067|0386|C816|2025-12-20|net demand for forecast|000772,20251220-0386-C816-LARGE-#1,2025-12-20
2025-12-22,21416910,C816,62,21416910|0386|C816|2025-12-20|net demand for forecast|001004,20251220-0386-C816-LARGE-#1,2025-12-20
2025-12-22,21442422,C816,88,21442422|0386|C816|2025-12-20|net demand for net demand for forecast|001068,20251220-0386-C816-LARGE-#1,2025-12-20
2025-12-22,21416910,C816,521,21416910|0386|C816|2025-12-20|net demand for safety|001010,20251220-0386-C816-LARGE-#1,2025-12-20
2025-12-22,21128067,C816,5,21128067|0386|C816|2025-12-20|net demand for net demand for safety|000781,20251220-0386-C816-LARGE-#1,2025-12-20
2025-12-22,21128067,C816,11,21128067|0386|C816|2025-12-20|net demand for net demand for safety|000782,20251220-0386-C816-LARGE-#1,2025-12-20
2025-12-22,21366842,C816,1,21366842|0386|C816|2025-12-20|push replenishment|000943,20251220-0386-C816-LARGE-#1,2025-12-20
2025-12-22,21428668,C816,230,21428668|0386|C816|2025-12-21|net demand for net demand for normal|001543,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21428668,C816,246,21428668|0386|C816|2025-12-21|net demand for net demand for normal|001544,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21165946,C816,3,21165946|0386|C816|2025-12-21|net demand for forecast|001299,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21165946,C816,3,21165946|0386|C816|2025-12-21|net demand for forecast|001300,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21165946,C816,3,21165946|0386|C816|2025-12-21|net demand for forecast|001301,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21165946,C816,3,21165946|0386|C816|2025-12-21|net demand for forecast|001302,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21165946,C816,3,21165946|0386|C816|2025-12-21|net demand for forecast|001303,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21165946,C816,3,21165946|0386|C816|2025-12-21|net demand for forecast|001304,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21165946,C816,3,21165946|0386|C816|2025-12-21|net demand for forecast|001305,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21170683,C816,4,21170683|0386|C816|2025-12-21|net demand for forecast|001418,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21170683,C816,10,21170683|0386|C816|2025-12-21|net demand for forecast|001419,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21170683,C816,10,21170683|0386|C816|2025-12-21|net demand for forecast|001420,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21170683,C816,10,21170683|0386|C816|2025-12-21|net demand for forecast|001421,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21170683,C816,10,21170683|0386|C816|2025-12-21|net demand for forecast|001422,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21170683,C816,10,21170683|0386|C816|2025-12-21|net demand for forecast|001423,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21170683,C816,10,21170683|0386|C816|2025-12-21|net demand for forecast|001424,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-22,21428668,C816,193,21428668|0386|C816|2025-12-21|net demand for forecast|001512,20251221-0386-C816-LARGE-#1,2025-12-21
