date,material,receiving,quantity,ori_deployment_uid,vehicle_uid,actual_ship_date
2026-02-21,80807105,A716,51,80807105|0386|A716|2026-02-07|net demand for safety|056327,20260207-0386-A716-Train-#1,2026-02-07
2026-02-21,21132988,A716,133,21132988|0386|A716|2026-02-07|push replenishment|055836,20260207-0386-A716-Train-#1,2026-02-07
2026-02-21,21141769,A716,62,21141769|0386|A716|2026-02-07|push replenishment|055895,20260207-0386-A716-Train-#1,2026-02-07
2026-02-21,80807105,A716,126,80807105|0386|A716|2026-02-07|push replenishment|056328,20260207-0386-A716-Train-#1,2026-02-07
2026-02-21,80807114,A716,107,80807114|0386|A716|2026-02-07|push replenishment|056394,20260207-0386-A716-Train-#1,2026-02-07
2026-02-21,80804134,A715,1,80804134|0386|A715|2026-02-11|net demand for safety|059454,20260211-0386-A715-Train-#1,2026-02-11
2026-02-21,80807096,A715,43,80807096|0386|A715|2026-02-11|net demand for safety|059636,20260211-0386-A715-Train-#1,2026-02-11
2026-02-21,21132758,A715,72,21132758|0386|A715|2026-02-11|push replenishment|059231,20260211-0386-A715-Train-#1,2026-02-11
2026-02-21,80804134,A715,34,80804134|0386|A715|2026-02-11|push replenishment|059455,20260211-0386-A715-Train-#1,2026-02-11
2026-02-21,80804698,A715,20,80804698|0386|A715|2026-02-11|push replenishment|059528,20260211-0386-A715-Train-#1,2026-02-11
2026-02-21,80807096,A715,261,80807096|0386|A715|2026-02-11|push replenishment|059637,20260211-0386-A715-Train-#1,2026-02-11
2026-02-21,80807118,A715,429,80807118|0386|A715|2026-02-11|push replenishment|059699,20260211-0386-A715-Train-#1,2026-02-11
2026-02-21,80884852,A715,179,80884852|0386|A715|2026-02-11|push replenishment|059840,20260211-0386-A715-Train-#1,2026-02-11
2026-02-21,21414747,A672,6,21414747|C816|A672|2026-02-10|net demand for forecast|058603,20260212-C816-A672-Train-#1,2026-02-12
2026-02-21,80884846,A672,1,80884846|C816|A672|2026-02-10|net demand for forecast|059168,20260212-C816-A672-Train-#1,2026-02-12
2026-02-21,80884848,A672,1,80884848|C816|A672|2026-02-10|net demand for forecast|059178,20260212-C816-A672-Train-#1,2026-02-12
2026-02-21,21419485,A672,4,21419485|C816|A672|2026-02-11|net demand for forecast|059374,20260212-C816-A672-Train-#1,2026-02-12
2026-02-21,80884846,A672,1,80884846|C816|A672|2026-02-11|net demand for forecast|059824,20260212-C816-A672-Train-#1,2026-02-12
2026-02-21,80884848,A672,1,80884848|C816|A672|2026-02-11|net demand for forecast|059831,20260212-C816-A672-Train-#1,2026-02-12
2026-02-21,80884848,A672,1,80884848|C816|A672|2026-02-11|net demand for forecast|059833,20260212-C816-A672-Train-#1,2026-02-12
2026-02-21,80884848,A672,1,80884848|C816|A672|2026-02-11|net demand for forecast|059834,20260212-C816-A672-Train-#1,2026-02-12
2026-02-21,21428668,A672,7,21428668|C816|A672|2026-02-12|net demand for forecast|060056,20260212-C816-A672-Train-#1,2026-02-12
2026-02-21,21442896,A672,4,21442896|C816|A672|2026-02-12|net demand for forecast|060072,20260212-C816-A672-Train-#1,2026-02-12
2026-02-21,80884848,A672,1,80884848|C816|A672|2026-02-12|net demand for forecast|060374,20260212-C816-A672-Train-#1,2026-02-12
2026-02-21,80885920,A672,7,80885920|C816|A672|2026-02-12|net demand for forecast|060393,20260212-C816-A672-Train-#1,2026-02-12
2026-02-21,80885920,A672,8,80885920|C816|A672|2026-02-12|net demand for forecast|060396,20260212-C816-A672-Train-#1,2026-02-12
2026-02-21,80885920,A672,8,80885920|C816|A672|2026-02-12|net demand for forecast|060397,20260212-C816-A672-Train-#1,2026-02-12
2026-02-21,21143102,A672,8,21143102|0386|A672|2026-02-13|net demand for safety|060458,20260213-0386-A672-Train-#1,2026-02-13
2026-02-21,80804134,A672,1,80804134|0386|A672|2026-02-13|net demand for net demand for safety|060610,20260213-0386-A672-Train-#1,2026-02-13
2026-02-21,21128377,A672,390,21128377|0386|A672|2026-02-13|push replenishment|060433,20260213-0386-A672-Train-#1,2026-02-13
2026-02-21,21121752,A672,3,21121752|0386|A672|2026-02-14|net demand for safety|060852,20260214-0386-A672-Train-#1,2026-02-14
2026-02-21,80804130,A672,88,80804130|0386|A672|2026-02-14|net demand for safety|060997,20260214-0386-A672-Train-#1,2026-02-14
2026-02-21,80807113,A672,170,80807113|0386|A672|2026-02-14|net demand for safety|061060,20260214-0386-A672-Train-#1,2026-02-14
2026-02-21,80804130,A672,5,80804130|0386|A672|2026-02-14|net demand for net demand for safety|060996,20260214-0386-A672-Train-#1,2026-02-14
2026-02-21,21141769,A672,239,21141769|0386|A672|2026-02-14|push replenishment|060863,20260214-0386-A672-Train-#1,2026-02-14
2026-02-21,21151196,A672,895,21151196|0386|A672|2026-02-14|push replenishment|060875,20260214-0386-A672-Train-#1,2026-02-14
2026-02-21,80804130,A672,390,80804130|0386|A672|2026-02-14|push replenishment|060998,20260214-0386-A672-Train-#1,2026-02-14
2026-02-21,80807112,A672,1149,80807112|0386|A672|2026-02-14|push replenishment|061052,20260214-0386-A672-Train-#1,2026-02-14
2026-02-21,80807113,A672,1270,80807113|0386|A672|2026-02-14|push replenishment|061061,20260214-0386-A672-Train-#1,2026-02-14
2026-02-21,21141769,A680,27,21141769|0386|A680|2026-02-14|push replenishment|060865,20260214-0386-A680-Train-#1,2026-02-14
2026-02-21,21151196,A680,217,21151196|0386|A680|2026-02-14|push replenishment|060877,20260214-0386-A680-Train-#1,2026-02-14
2026-02-21,80804130,A680,20,80804130|0386|A680|2026-02-14|push replenishment|061002,20260214-0386-A680-Train-#1,2026-02-14
2026-02-21,80807112,A680,218,80807112|0386|A680|2026-02-14|push replenishment|061054,20260214-0386-A680-Train-#1,2026-02-14
2026-02-21,80807113,A680,97,80807113|0386|A680|2026-02-14|push replenishment|061065,20260214-0386-A680-Train-#1,2026-02-14
2026-02-21,80838162,E564,1,80838162|A673|E564|2026-02-02|net demand for normal|051559,20260215-A673-E564-SMALL-#1,2026-02-15
2026-02-21,80838164,E564,1,80838164|A673|E564|2026-02-01|net demand for forecast|050370,20260215-A673-E564-SMALL-#1,2026-02-15
2026-02-21,80812110,E564,1,80812110|A673|E564|2026-02-04|net demand for forecast|053644,20260215-A673-E564-SMALL-#1,2026-02-15
2026-02-21,80812110,E564,1,80812110|A673|E564|2026-02-04|net demand for forecast|053645,20260215-A673-E564-SMALL-#1,2026-02-15
2026-02-21,21118867,E564,1,21118867|A673|E564|2026-02-09|net demand for forecast|057660,20260215-A673-E564-SMALL-#1,2026-02-15
2026-02-21,21162696,E564,1,21162696|A673|E564|2026-02-12|net demand for forecast|059916,20260215-A673-E564-SMALL-#1,2026-02-15
2026-02-21,21162696,E564,1,21162696|A673|E564|2026-02-12|net demand for forecast|059918,20260215-A673-E564-SMALL-#1,2026-02-15
2026-02-21,21314602,E564,1,21314602|A673|E564|2026-02-12|net demand for forecast|059944,20260215-A673-E564-SMALL-#1,2026-02-15
2026-02-21,21314602,E564,1,21314602|A673|E564|2026-02-03|net demand for safety|052009,20260215-A673-E564-SMALL-#1,2026-02-15
2026-02-21,21414747,A680,1,21414747|C816|A680|2026-02-15|net demand for normal|061282,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-11|net demand for AO|059786,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-11|net demand for AO|059787,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-11|net demand for AO|059788,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-11|net demand for AO|059789,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-11|net demand for AO|059790,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-11|net demand for AO|059791,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-11|net demand for AO|059792,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-11|net demand for AO|059793,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-11|net demand for AO|059794,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-11|net demand for AO|059796,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-11|net demand for AO|059797,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-11|net demand for AO|059798,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-11|net demand for AO|059799,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,2,80864469|C816|A680|2026-02-11|net demand for AO|059800,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-12|net demand for AO|060341,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-12|net demand for AO|060342,20260215-C816-A680-Train-#1,2026-02-15
2026-02-21,80864469,A680,1,80864469|C816|A680|2026-02-12|net demand for AO|060344,20260215-C816-A680-Train-#1,2026-02-15
