transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
80804701|0386|A716|2026-01-19|net demand for forecast|034282_transit_20260119-0386-A716-Train-#1,2026-02-02,80804701,0386,A716,2026-01-19,2026-02-03,1,80804701|0386|A716|2026-01-19|net demand for forecast|034282,20260119-0386-A716-Train-#1
80807100|0386|A716|2026-01-19|net demand for forecast|034679_transit_20260119-0386-A716-Train-#1,2026-02-02,80807100,0386,A716,2026-01-19,2026-02-03,1,80807100|0386|A716|2026-01-19|net demand for forecast|034679,20260119-0386-A716-Train-#1
80807095|0386|A716|2026-01-19|push replenishment|034599_transit_20260119-0386-A716-Train-#1,2026-02-02,80807095,0386,A716,2026-01-19,2026-02-03,35,80807095|0386|A716|2026-01-19|push replenishment|034599,20260119-0386-A716-Train-#1
80807122|0386|A716|2026-01-20|net demand for AO|035870_transit_20260120-0386-A716-Train-#1,2026-02-02,80807122,0386,A716,2026-01-20,2026-02-03,1,80807122|0386|A716|2026-01-20|net demand for AO|035870,20260120-0386-A716-Train-#1
80868102|0386|A716|2026-01-20|net demand for AO|036223_transit_20260120-0386-A716-Train-#1,2026-02-02,80868102,0386,A716,2026-01-20,2026-02-03,1,80868102|0386|A716|2026-01-20|net demand for AO|036223,20260120-0386-A716-Train-#1
80868102|0386|A716|2026-01-20|net demand for AO|036224_transit_20260120-0386-A716-Train-#1,2026-02-02,80868102,0386,A716,2026-01-20,2026-02-03,1,80868102|0386|A716|2026-01-20|net demand for AO|036224,20260120-0386-A716-Train-#1
80868102|0386|A716|2026-01-20|net demand for AO|036225_transit_20260120-0386-A716-Train-#1,2026-02-02,80868102,0386,A716,2026-01-20,2026-02-04,1,80868102|0386|A716|2026-01-20|net demand for AO|036225,20260120-0386-A716-Train-#1
80805856|0386|A716|2026-01-20|net demand for forecast|035646_transit_20260120-0386-A716-Train-#1,2026-02-02,80805856,0386,A716,2026-01-20,2026-02-03,1,80805856|0386|A716|2026-01-20|net demand for forecast|035646,20260120-0386-A716-Train-#1
80805856|0386|A716|2026-01-20|net demand for forecast|035647_transit_20260120-0386-A716-Train-#1,2026-02-02,80805856,0386,A716,2026-01-20,2026-02-03,1,80805856|0386|A716|2026-01-20|net demand for forecast|035647,20260120-0386-A716-Train-#1
80805856|0386|A716|2026-01-20|net demand for forecast|035648_transit_20260120-0386-A716-Train-#1,2026-02-02,80805856,0386,A716,2026-01-20,2026-02-03,1,80805856|0386|A716|2026-01-20|net demand for forecast|035648,20260120-0386-A716-Train-#1
80805856|0386|A716|2026-01-20|net demand for forecast|035649_transit_20260120-0386-A716-Train-#1,2026-02-02,80805856,0386,A716,2026-01-20,2026-02-03,1,80805856|0386|A716|2026-01-20|net demand for forecast|035649,20260120-0386-A716-Train-#1
80805856|0386|A716|2026-01-20|net demand for forecast|035650_transit_20260120-0386-A716-Train-#1,2026-02-02,80805856,0386,A716,2026-01-20,2026-02-03,1,80805856|0386|A716|2026-01-20|net demand for forecast|035650,20260120-0386-A716-Train-#1
80805856|0386|A716|2026-01-20|net demand for forecast|035651_transit_20260120-0386-A716-Train-#1,2026-02-02,80805856,0386,A716,2026-01-20,2026-02-03,1,80805856|0386|A716|2026-01-20|net demand for forecast|035651,20260120-0386-A716-Train-#1
80805856|0386|A716|2026-01-20|net demand for forecast|035652_transit_20260120-0386-A716-Train-#1,2026-02-02,80805856,0386,A716,2026-01-20,2026-02-03,1,80805856|0386|A716|2026-01-20|net demand for forecast|035652,20260120-0386-A716-Train-#1
