date,material,sending,receiving,quantity,ori_deployment_uid,actual_ship_date,actual_delivery_date,type
2025-12-26,21121756,0386,A668,3,21121756|0386|A668|2025-12-26|net demand for normal|004715,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21121756,0386,A668,4,21121756|0386|A668|2025-12-26|net demand for forecast|004705,2025-12-26,2026-01-01,delivery_shipment
2025-12-26,21121756,0386,A668,4,21121756|0386|A668|2025-12-26|net demand for forecast|004706,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21121756,0386,A668,4,21121756|0386|A668|2025-12-26|net demand for forecast|004707,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21121756,0386,A668,4,21121756|0386|A668|2025-12-26|net demand for forecast|004708,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21121756,0386,A668,5,21121756|0386|A668|2025-12-26|net demand for forecast|004709,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21121756,0386,A668,5,21121756|0386|A668|2025-12-26|net demand for forecast|004710,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21121756,0386,A668,5,21121756|0386|A668|2025-12-26|net demand for forecast|004711,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21121756,0386,A668,6,21121756|0386|A668|2025-12-26|net demand for forecast|004712,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21121756,0386,A668,6,21121756|0386|A668|2025-12-26|net demand for forecast|004713,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21121756,0386,A668,7,21121756|0386|A668|2025-12-26|net demand for forecast|004714,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21151196,0386,A668,4,21151196|0386|A668|2025-12-26|net demand for forecast|004893,2025-12-26,2026-01-01,delivery_shipment
2025-12-26,21151196,0386,A668,5,21151196|0386|A668|2025-12-26|net demand for forecast|004894,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21151196,0386,A668,5,21151196|0386|A668|2025-12-26|net demand for forecast|004895,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21151196,0386,A668,5,21151196|0386|A668|2025-12-26|net demand for forecast|004896,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21151196,0386,A668,5,21151196|0386|A668|2025-12-26|net demand for forecast|004897,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21151196,0386,A668,5,21151196|0386|A668|2025-12-26|net demand for forecast|004898,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21151196,0386,A668,5,21151196|0386|A668|2025-12-26|net demand for forecast|004899,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21151196,0386,A668,5,21151196|0386|A668|2025-12-26|net demand for forecast|004900,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21151196,0386,A668,5,21151196|0386|A668|2025-12-26|net demand for forecast|004901,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21151196,0386,A668,5,21151196|0386|A668|2025-12-26|net demand for forecast|004902,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21170686,0386,A668,1,21170686|0386|A668|2025-12-26|net demand for forecast|005019,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21170686,0386,A668,1,21170686|0386|A668|2025-12-26|net demand for forecast|005020,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21170686,0386,A668,1,21170686|0386|A668|2025-12-26|net demand for forecast|005021,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21170686,0386,A668,1,21170686|0386|A668|2025-12-26|net demand for forecast|005022,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21170686,0386,A668,1,21170686|0386|A668|2025-12-26|net demand for forecast|005023,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21170686,0386,A668,1,21170686|0386|A668|2025-12-26|net demand for forecast|005024,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21170686,0386,A668,1,21170686|0386|A668|2025-12-26|net demand for forecast|005025,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21170686,0386,A668,1,21170686|0386|A668|2025-12-26|net demand for forecast|005026,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21170686,0386,A668,1,21170686|0386|A668|2025-12-26|net demand for forecast|005027,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21170686,0386,A668,1,21170686|0386|A668|2025-12-26|net demand for forecast|005028,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005375,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005376,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005377,2025-12-26,2026-01-01,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005378,2025-12-26,2026-01-01,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005379,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005380,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005381,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005382,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005383,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005384,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005385,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005386,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005387,2025-12-26,2026-01-01,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005388,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005389,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80812841,0386,A668,1,80812841|0386|A668|2025-12-26|net demand for forecast|005390,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21121756,0386,A668,59,21121756|0386|A668|2025-12-26|net demand for safety|004716,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21151196,0386,A668,191,21151196|0386|A668|2025-12-26|net demand for safety|004903,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21170686,0386,A668,12,21170686|0386|A668|2025-12-26|net demand for safety|005029,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21171453,0386,A668,1,21171453|0386|A668|2025-12-26|net demand for safety|005051,2025-12-26,2026-01-01,delivery_shipment
2025-12-26,80807105,0386,A668,43,80807105|0386|A668|2025-12-26|net demand for safety|005245,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80807112,0386,A668,99,80807112|0386|A668|2025-12-26|net demand for safety|005312,2025-12-26,2026-01-01,delivery_shipment
2025-12-26,80812841,0386,A668,198,80812841|0386|A668|2025-12-26|net demand for safety|005391,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21103371,0386,A668,43,21103371|0386|A668|2025-12-26|push replenishment|004688,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21170686,0386,A668,28,21170686|0386|A668|2025-12-26|push replenishment|005030,2025-12-26,2026-01-01,delivery_shipment
2025-12-26,21171453,0386,A668,5,21171453|0386|A668|2025-12-26|push replenishment|005052,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80807105,0386,A668,161,80807105|0386|A668|2025-12-26|push replenishment|005246,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80807112,0386,A668,218,80807112|0386|A668|2025-12-26|push replenishment|005313,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80812099,0386,A668,10,80812099|0386|A668|2025-12-26|push replenishment|005356,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,80812841,0386,A668,20,80812841|0386|A668|2025-12-26|push replenishment|005392,2025-12-26,2025-12-31,delivery_shipment
2025-12-26,21121756,0386,A672,9,21121756|0386|A672|2025-12-26|net demand for normal|004742,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21121756,0386,A672,1,21121756|0386|A672|2025-12-26|net demand for net demand for normal|004741,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21121756,0386,A672,6,21121756|0386|A672|2025-12-26|net demand for forecast|004717,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21121756,0386,A672,6,21121756|0386|A672|2025-12-26|net demand for forecast|004718,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21121756,0386,A672,6,21121756|0386|A672|2025-12-26|net demand for forecast|004719,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21121756,0386,A672,6,21121756|0386|A672|2025-12-26|net demand for forecast|004720,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21121756,0386,A672,7,21121756|0386|A672|2025-12-26|net demand for forecast|004721,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21121756,0386,A672,7,21121756|0386|A672|2025-12-26|net demand for forecast|004722,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21121756,0386,A672,7,21121756|0386|A672|2025-12-26|net demand for forecast|004723,2025-12-26,2026-01-03,delivery_shipment
2025-12-26,21121756,0386,A672,9,21121756|0386|A672|2025-12-26|net demand for forecast|004724,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21121756,0386,A672,9,21121756|0386|A672|2025-12-26|net demand for forecast|004725,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21121756,0386,A672,9,21121756|0386|A672|2025-12-26|net demand for forecast|004726,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21121756,0386,A672,9,21121756|0386|A672|2025-12-26|net demand for forecast|004727,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21121756,0386,A672,9,21121756|0386|A672|2025-12-26|net demand for forecast|004728,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21151196,0386,A672,8,21151196|0386|A672|2025-12-26|net demand for forecast|004904,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21151196,0386,A672,8,21151196|0386|A672|2025-12-26|net demand for forecast|004905,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21151196,0386,A672,8,21151196|0386|A672|2025-12-26|net demand for forecast|004906,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21151196,0386,A672,11,21151196|0386|A672|2025-12-26|net demand for forecast|004907,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21151196,0386,A672,11,21151196|0386|A672|2025-12-26|net demand for forecast|004908,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21151196,0386,A672,11,21151196|0386|A672|2025-12-26|net demand for forecast|004909,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21151196,0386,A672,11,21151196|0386|A672|2025-12-26|net demand for forecast|004910,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21151196,0386,A672,11,21151196|0386|A672|2025-12-26|net demand for forecast|004911,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21151196,0386,A672,11,21151196|0386|A672|2025-12-26|net demand for forecast|004912,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21151196,0386,A672,11,21151196|0386|A672|2025-12-26|net demand for forecast|004913,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21151196,0386,A672,11,21151196|0386|A672|2025-12-26|net demand for forecast|004914,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21151196,0386,A672,11,21151196|0386|A672|2025-12-26|net demand for forecast|004915,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21171453,0386,A672,1,21171453|0386|A672|2025-12-26|net demand for forecast|005053,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21171453,0386,A672,1,21171453|0386|A672|2025-12-26|net demand for forecast|005054,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21171453,0386,A672,1,21171453|0386|A672|2025-12-26|net demand for forecast|005055,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21171453,0386,A672,1,21171453|0386|A672|2025-12-26|net demand for forecast|005056,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21171453,0386,A672,1,21171453|0386|A672|2025-12-26|net demand for forecast|005057,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21171453,0386,A672,1,21171453|0386|A672|2025-12-26|net demand for forecast|005058,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21171453,0386,A672,1,21171453|0386|A672|2025-12-26|net demand for forecast|005059,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21171453,0386,A672,1,21171453|0386|A672|2025-12-26|net demand for forecast|005060,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21171453,0386,A672,1,21171453|0386|A672|2025-12-26|net demand for forecast|005061,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21171453,0386,A672,1,21171453|0386|A672|2025-12-26|net demand for forecast|005062,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,21171453,0386,A672,1,21171453|0386|A672|2025-12-26|net demand for forecast|005063,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80807105,0386,A672,9,80807105|0386|A672|2025-12-26|net demand for forecast|005247,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80807105,0386,A672,15,80807105|0386|A672|2025-12-26|net demand for forecast|005248,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80807105,0386,A672,15,80807105|0386|A672|2025-12-26|net demand for forecast|005249,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80807105,0386,A672,15,80807105|0386|A672|2025-12-26|net demand for forecast|005250,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80807105,0386,A672,16,80807105|0386|A672|2025-12-26|net demand for forecast|005251,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80807105,0386,A672,18,80807105|0386|A672|2025-12-26|net demand for forecast|005252,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80807105,0386,A672,18,80807105|0386|A672|2025-12-26|net demand for forecast|005253,2025-12-26,2026-01-03,delivery_shipment
2025-12-26,80807105,0386,A672,19,80807105|0386|A672|2025-12-26|net demand for forecast|005254,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80807105,0386,A672,19,80807105|0386|A672|2025-12-26|net demand for forecast|005255,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80807105,0386,A672,19,80807105|0386|A672|2025-12-26|net demand for forecast|005256,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80807105,0386,A672,25,80807105|0386|A672|2025-12-26|net demand for forecast|005257,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80807105,0386,A672,25,80807105|0386|A672|2025-12-26|net demand for forecast|005258,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80812841,0386,A672,5,80812841|0386|A672|2025-12-26|net demand for forecast|005393,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80812841,0386,A672,6,80812841|0386|A672|2025-12-26|net demand for forecast|005394,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80812841,0386,A672,7,80812841|0386|A672|2025-12-26|net demand for forecast|005395,2025-12-26,2026-01-03,delivery_shipment
2025-12-26,80812841,0386,A672,8,80812841|0386|A672|2025-12-26|net demand for forecast|005396,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80812841,0386,A672,9,80812841|0386|A672|2025-12-26|net demand for forecast|005397,2025-12-26,2026-01-02,delivery_shipment
2025-12-26,80812841,0386,A672,9,80812841|0386|A672|2025-12-26|net demand for forecast|005398,2025-12-26,2026-01-02,delivery_shipment
