date,material,sending,receiving,quantity,ori_deployment_uid,actual_ship_date,actual_delivery_date,type
2026-01-06,21315352,A673,D901,7,21315352|A673|D901|2025-12-31|net demand for normal|009506,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21128377,A673,D901,5,21128377|A673|D901|2026-01-06|net demand for normal|015159,2026-01-06,2026-01-09,delivery_shipment
2026-01-06,21132758,A673,D901,16,21132758|A673|D901|2026-01-06|net demand for normal|015162,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21137866,A673,D901,7,21137866|A673|D901|2026-01-06|net demand for normal|015195,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21148509,A673,D901,6,21148509|A673|D901|2026-01-06|net demand for normal|015265,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21314593,A673,D901,1,21314593|A673|D901|2026-01-06|net demand for normal|015316,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21314594,A673,D901,2,21314594|A673|D901|2026-01-06|net demand for normal|015432,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21314875,A673,D901,1,21314875|A673|D901|2026-01-06|net demand for normal|015436,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21315352,A673,D901,3,21315352|A673|D901|2026-01-06|net demand for normal|015446,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80848026,A673,D901,10,80848026|A673|D901|2026-01-06|net demand for normal|016536,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21128377,A673,D901,6,21128377|A673|D901|2026-01-06|net demand for forecast|015155,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21128377,A673,D901,6,21128377|A673|D901|2026-01-06|net demand for forecast|015156,2026-01-06,2026-01-09,delivery_shipment
2026-01-06,21128377,A673,D901,6,21128377|A673|D901|2026-01-06|net demand for forecast|015157,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21128377,A673,D901,6,21128377|A673|D901|2026-01-06|net demand for forecast|015158,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21137866,A673,D901,9,21137866|A673|D901|2026-01-06|net demand for forecast|015191,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21137866,A673,D901,9,21137866|A673|D901|2026-01-06|net demand for forecast|015192,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21137866,A673,D901,9,21137866|A673|D901|2026-01-06|net demand for forecast|015193,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21137866,A673,D901,9,21137866|A673|D901|2026-01-06|net demand for forecast|015194,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21165816,A673,D901,1,21165816|A673|D901|2026-01-06|net demand for forecast|015295,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21165816,A673,D901,1,21165816|A673|D901|2026-01-06|net demand for forecast|015296,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21165816,A673,D901,1,21165816|A673|D901|2026-01-06|net demand for forecast|015297,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21165816,A673,D901,1,21165816|A673|D901|2026-01-06|net demand for forecast|015298,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21315352,A673,D901,3,21315352|A673|D901|2026-01-06|net demand for forecast|015442,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21315352,A673,D901,3,21315352|A673|D901|2026-01-06|net demand for forecast|015443,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21315352,A673,D901,3,21315352|A673|D901|2026-01-06|net demand for forecast|015444,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21315352,A673,D901,3,21315352|A673|D901|2026-01-06|net demand for forecast|015445,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80793613,A673,D901,3,80793613|A673|D901|2026-01-06|net demand for forecast|015480,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80793613,A673,D901,3,80793613|A673|D901|2026-01-06|net demand for forecast|015481,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80793613,A673,D901,3,80793613|A673|D901|2026-01-06|net demand for forecast|015482,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80793613,A673,D901,3,80793613|A673|D901|2026-01-06|net demand for forecast|015483,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80795932,A673,D901,1,80795932|A673|D901|2026-01-06|net demand for forecast|015485,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80795932,A673,D901,1,80795932|A673|D901|2026-01-06|net demand for forecast|015486,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80795932,A673,D901,1,80795932|A673|D901|2026-01-06|net demand for forecast|015487,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80795932,A673,D901,1,80795932|A673|D901|2026-01-06|net demand for forecast|015488,2026-01-06,2026-01-09,delivery_shipment
2026-01-06,80804134,A673,D901,3,80804134|A673|D901|2026-01-06|net demand for forecast|015622,2026-01-06,2026-01-09,delivery_shipment
2026-01-06,80804134,A673,D901,3,80804134|A673|D901|2026-01-06|net demand for forecast|015623,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80804134,A673,D901,3,80804134|A673|D901|2026-01-06|net demand for forecast|015624,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80804134,A673,D901,4,80804134|A673|D901|2026-01-06|net demand for forecast|015625,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80804136,A673,D901,1,80804136|A673|D901|2026-01-06|net demand for forecast|015651,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80804136,A673,D901,1,80804136|A673|D901|2026-01-06|net demand for forecast|015652,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80804136,A673,D901,1,80804136|A673|D901|2026-01-06|net demand for forecast|015653,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80804136,A673,D901,1,80804136|A673|D901|2026-01-06|net demand for forecast|015654,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80848026,A673,D901,27,80848026|A673|D901|2026-01-06|net demand for forecast|016532,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80848026,A673,D901,27,80848026|A673|D901|2026-01-06|net demand for forecast|016533,2026-01-06,2026-01-09,delivery_shipment
2026-01-06,80848026,A673,D901,27,80848026|A673|D901|2026-01-06|net demand for forecast|016534,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,80848026,A673,D901,27,80848026|A673|D901|2026-01-06|net demand for forecast|016535,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21121751,A673,D901,1,21121751|A673|D901|2026-01-06|net demand for safety|015149,2026-01-06,2026-01-08,delivery_shipment
2026-01-06,21127730,A673,D901,2,21127730|A673|D901|2026-01-06|net demand for safety|015151,2026-01-06,2026-01-08,delivery_shipment
