transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
21128377|0386|A716|2025-12-31|net demand for forecast|009205_transit_20251231-0386-A716-Train-#1,2026-01-14,21128377,0386,A716,2025-12-31,2026-01-15,4,21128377|0386|A716|2025-12-31|net demand for forecast|009205,20251231-0386-A716-Train-#1
21128377|0386|A716|2025-12-31|net demand for forecast|009208_transit_20251231-0386-A716-Train-#1,2026-01-14,21128377,0386,A716,2025-12-31,2026-01-15,5,21128377|0386|A716|2025-12-31|net demand for forecast|009208,20251231-0386-A716-Train-#1
21128377|0386|A716|2025-12-31|net demand for forecast|009215_transit_20251231-0386-A716-Train-#1,2026-01-14,21128377,0386,A716,2025-12-31,2026-01-15,6,21128377|0386|A716|2025-12-31|net demand for forecast|009215,20251231-0386-A716-Train-#1
21128377|0386|A716|2025-12-31|net demand for forecast|009216_transit_20251231-0386-A716-Train-#1,2026-01-14,21128377,0386,A716,2025-12-31,2026-01-15,6,21128377|0386|A716|2025-12-31|net demand for forecast|009216,20251231-0386-A716-Train-#1
21128377|0386|A716|2025-12-31|net demand for forecast|009219_transit_20251231-0386-A716-Train-#1,2026-01-14,21128377,0386,A716,2025-12-31,2026-01-15,7,21128377|0386|A716|2025-12-31|net demand for forecast|009219,20251231-0386-A716-Train-#1
21128377|0386|A716|2025-12-31|net demand for forecast|009222_transit_20251231-0386-A716-Train-#1,2026-01-14,21128377,0386,A716,2025-12-31,2026-01-15,7,21128377|0386|A716|2025-12-31|net demand for forecast|009222,20251231-0386-A716-Train-#1
21151196|0386|A716|2025-12-31|net demand for forecast|009377_transit_20251231-0386-A716-Train-#1,2026-01-14,21151196,0386,A716,2025-12-31,2026-01-15,2,21151196|0386|A716|2025-12-31|net demand for forecast|009377,20251231-0386-A716-Train-#1
21314602|0386|A716|2025-12-31|net demand for forecast|009484_transit_20251231-0386-A716-Train-#1,2026-01-14,21314602,0386,A716,2025-12-31,2026-01-15,1,21314602|0386|A716|2025-12-31|net demand for forecast|009484,20251231-0386-A716-Train-#1
21352461|0386|A716|2025-12-31|net demand for forecast|009550_transit_20251231-0386-A716-Train-#1,2026-01-14,21352461,0386,A716,2025-12-31,2026-01-15,1,21352461|0386|A716|2025-12-31|net demand for forecast|009550,20251231-0386-A716-Train-#1
21352461|0386|A716|2025-12-31|net demand for forecast|009554_transit_20251231-0386-A716-Train-#1,2026-01-14,21352461,0386,A716,2025-12-31,2026-01-15,2,21352461|0386|A716|2025-12-31|net demand for forecast|009554,20251231-0386-A716-Train-#1
80807091|0386|A716|2025-12-31|net demand for forecast|009775_transit_20251231-0386-A716-Train-#1,2026-01-14,80807091,0386,A716,2025-12-31,2026-01-15,1,80807091|0386|A716|2025-12-31|net demand for forecast|009775,20251231-0386-A716-Train-#1
80807119|0386|A716|2025-12-31|net demand for forecast|009936_transit_20251231-0386-A716-Train-#1,2026-01-14,80807119,0386,A716,2025-12-31,2026-01-15,1,80807119|0386|A716|2025-12-31|net demand for forecast|009936,20251231-0386-A716-Train-#1
