transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
80812103|0386|A716|2026-01-21|net demand for forecast|036898_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,1,80812103|0386|A716|2026-01-21|net demand for forecast|036898,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036899_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,1,80812103|0386|A716|2026-01-21|net demand for forecast|036899,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036900_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,1,80812103|0386|A716|2026-01-21|net demand for forecast|036900,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036901_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,1,80812103|0386|A716|2026-01-21|net demand for forecast|036901,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036902_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,1,80812103|0386|A716|2026-01-21|net demand for forecast|036902,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036903_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,1,80812103|0386|A716|2026-01-21|net demand for forecast|036903,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036904_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,1,80812103|0386|A716|2026-01-21|net demand for forecast|036904,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036905_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,1,80812103|0386|A716|2026-01-21|net demand for forecast|036905,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036906_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,1,80812103|0386|A716|2026-01-21|net demand for forecast|036906,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036907_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,1,80812103|0386|A716|2026-01-21|net demand for forecast|036907,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036908_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,2,80812103|0386|A716|2026-01-21|net demand for forecast|036908,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036909_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,2,80812103|0386|A716|2026-01-21|net demand for forecast|036909,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036910_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,2,80812103|0386|A716|2026-01-21|net demand for forecast|036910,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036911_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,2,80812103|0386|A716|2026-01-21|net demand for forecast|036911,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036912_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,2,80812103|0386|A716|2026-01-21|net demand for forecast|036912,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036913_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,2,80812103|0386|A716|2026-01-21|net demand for forecast|036913,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036914_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,2,80812103|0386|A716|2026-01-21|net demand for forecast|036914,20260122-0386-A716-Train-#1
80812103|0386|A716|2026-01-21|net demand for forecast|036915_transit_20260122-0386-A716-Train-#1,2026-02-04,80812103,0386,A716,2026-01-22,2026-02-05,2,80812103|0386|A716|2026-01-21|net demand for forecast|036915,20260122-0386-A716-Train-#1
80848024|0386|A716|2026-01-22|net demand for forecast|038047_transit_20260122-0386-A716-Train-#1,2026-02-04,80848024,0386,A716,2026-01-22,2026-02-05,1,80848024|0386|A716|2026-01-22|net demand for forecast|038047,20260122-0386-A716-Train-#1
80848024|0386|A716|2026-01-22|net demand for forecast|038048_transit_20260122-0386-A716-Train-#1,2026-02-04,80848024,0386,A716,2026-01-22,2026-02-05,1,80848024|0386|A716|2026-01-22|net demand for forecast|038048,20260122-0386-A716-Train-#1
80848024|0386|A716|2026-01-22|net demand for forecast|038049_transit_20260122-0386-A716-Train-#1,2026-02-04,80848024,0386,A716,2026-01-22,2026-02-05,1,80848024|0386|A716|2026-01-22|net demand for forecast|038049,20260122-0386-A716-Train-#1
80848024|0386|A716|2026-01-22|net demand for forecast|038050_transit_20260122-0386-A716-Train-#1,2026-02-04,80848024,0386,A716,2026-01-22,2026-02-05,1,80848024|0386|A716|2026-01-22|net demand for forecast|038050,20260122-0386-A716-Train-#1
80848024|0386|A716|2026-01-22|net demand for forecast|038051_transit_20260122-0386-A716-Train-#1,2026-02-04,80848024,0386,A716,2026-01-22,2026-02-05,1,80848024|0386|A716|2026-01-22|net demand for forecast|038051,20260122-0386-A716-Train-#1
80848024|0386|A716|2026-01-22|net demand for forecast|038052_transit_20260122-0386-A716-Train-#1,2026-02-04,80848024,0386,A716,2026-01-22,2026-02-05,1,80848024|0386|A716|2026-01-22|net demand for forecast|038052,20260122-0386-A716-Train-#1
80848024|0386|A716|2026-01-22|net demand for forecast|038053_transit_20260122-0386-A716-Train-#1,2026-02-04,80848024,0386,A716,2026-01-22,2026-02-05,1,80848024|0386|A716|2026-01-22|net demand for forecast|038053,20260122-0386-A716-Train-#1
