date,material,receiving,quantity,ori_deployment_uid,vehicle_uid,actual_ship_date
2026-01-06,21139445,A716,2,21139445|0386|A716|2025-12-22|net demand for forecast|001660,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21139445,A716,2,21139445|0386|A716|2025-12-22|net demand for forecast|001662,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21139445,A716,2,21139445|0386|A716|2025-12-22|net demand for forecast|001663,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21143103,A716,1,21143103|0386|A716|2025-12-22|net demand for forecast|001781,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21143103,A716,1,21143103|0386|A716|2025-12-22|net demand for forecast|001786,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21143103,A716,2,21143103|0386|A716|2025-12-22|net demand for forecast|001792,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21165946,A716,1,21165946|0386|A716|2025-12-22|net demand for forecast|001989,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21165946,A716,1,21165946|0386|A716|2025-12-22|net demand for forecast|001992,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21165946,A716,1,21165946|0386|A716|2025-12-22|net demand for forecast|001993,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21377091,A716,5,21377091|0386|A716|2025-12-22|net demand for forecast|002205,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21377091,A716,5,21377091|0386|A716|2025-12-22|net demand for forecast|002209,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21377091,A716,5,21377091|0386|A716|2025-12-22|net demand for forecast|002210,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21419490,A716,2,21419490|0386|A716|2025-12-22|net demand for forecast|002243,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21419490,A716,5,21419490|0386|A716|2025-12-22|net demand for forecast|002254,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21419490,A716,31,21419490|0386|A716|2025-12-22|net demand for forecast|002259,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21419490,A716,31,21419490|0386|A716|2025-12-22|net demand for forecast|002261,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21165946,A716,4,21165946|0386|A716|2025-12-22|net demand for safety|002002,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21143103,A716,18,21143103|0386|A716|2025-12-22|push replenishment|001794,20251222-0386-A716-Train-#1,2025-12-22
2026-01-06,21377091,A716,5,21377091|0386|A716|2025-12-23|net demand for normal|002691,20251223-0386-A716-Train-#1,2025-12-23
2026-01-06,21414747,A716,59,21414747|0386|A716|2025-12-23|net demand for normal|002736,20251223-0386-A716-Train-#1,2025-12-23
2026-01-06,21121751,A716,1,21121751|0386|A716|2025-12-23|net demand for forecast|002442,20251223-0386-A716-Train-#1,2025-12-23
2026-01-06,21121751,A716,1,21121751|0386|A716|2025-12-23|net demand for forecast|002443,20251223-0386-A716-Train-#1,2025-12-23
2026-01-06,21121751,A716,1,21121751|0386|A716|2025-12-23|net demand for forecast|002444,20251223-0386-A716-Train-#1,2025-12-23
2026-01-06,21121751,A716,1,21121751|0386|A716|2025-12-23|net demand for forecast|002445,20251223-0386-A716-Train-#1,2025-12-23
2026-01-06,21121751,A716,1,21121751|0386|A716|2025-12-23|net demand for forecast|002446,20251223-0386-A716-Train-#1,2025-12-23
2026-01-06,21121751,A716,1,21121751|0386|A716|2025-12-23|net demand for forecast|002447,20251223-0386-A716-Train-#1,2025-12-23
