date,material,location,quantity
2026-02-21,21029016,A668,0
2026-02-21,21029016,A672,0
2026-02-21,21029016,A673,0
2026-02-21,21029016,A680,0
2026-02-21,21029016,A715,0
2026-02-21,21029016,A716,0
2026-02-21,21029016,C810,0
2026-02-21,21029016,C816,0
2026-02-21,21029016,C819,4
2026-02-21,21029016,C937,0
2026-02-21,21029016,D767,0
2026-02-21,21029016,E556,0
2026-02-21,21029016,E564,0
2026-02-21,21029016,E568,4
2026-02-21,21029016,E569,0
2026-02-21,21098519,A668,571
2026-02-21,21098519,A672,1503
2026-02-21,21098519,A673,1366
2026-02-21,21098519,A680,333
2026-02-21,21098519,A715,120
2026-02-21,21098519,A716,140
2026-02-21,21098519,C810,163
2026-02-21,21098519,C816,764
2026-02-21,21098519,C819,0
2026-02-21,21098519,C937,31
2026-02-21,21098519,D191,2
2026-02-21,21098519,D767,21
2026-02-21,21098519,D901,148
2026-02-21,21098519,E556,32
2026-02-21,21098519,E564,11
2026-02-21,21098519,E568,3
2026-02-21,21098519,E569,5
2026-02-21,21103371,A668,284
2026-02-21,21103371,A672,620
2026-02-21,21103371,A673,419
2026-02-21,21103371,A680,194
2026-02-21,21103371,A715,153
2026-02-21,21103371,A716,89
2026-02-21,21103371,C563,30
2026-02-21,21103371,C810,190
2026-02-21,21103371,C816,706
2026-02-21,21103371,C937,32
2026-02-21,21103371,D191,2
2026-02-21,21103371,D767,13
2026-02-21,21103371,D901,133
2026-02-21,21103371,E295,105
2026-02-21,21103371,E564,7
2026-02-21,21103371,E568,2
2026-02-21,21103371,E569,9
2026-02-21,21103372,A668,313
2026-02-21,21103372,A672,628
2026-02-21,21103372,A673,745
2026-02-21,21103372,A680,204
2026-02-21,21103372,A715,208
2026-02-21,21103372,A716,89
2026-02-21,21103372,C810,80
2026-02-21,21103372,C816,1460
2026-02-21,21103372,C819,0
2026-02-21,21103372,C937,32
2026-02-21,21103372,D191,2
2026-02-21,21103372,D767,21
2026-02-21,21103372,D901,151
2026-02-21,21103372,E556,48
2026-02-21,21103372,E564,27
2026-02-21,21103372,E568,3
2026-02-21,21103372,E569,10
2026-02-21,21113405,A668,99
2026-02-21,21113405,A672,206
2026-02-21,21113405,A673,550
2026-02-21,21113405,A680,49
2026-02-21,21113405,A715,82
2026-02-21,21113405,A716,109
2026-02-21,21113405,C810,23
2026-02-21,21113405,C816,349
2026-02-21,21113405,C819,0
2026-02-21,21113405,C937,6
2026-02-21,21113405,D767,0
2026-02-21,21113405,D901,9
2026-02-21,21113405,E556,2
2026-02-21,21113405,E564,6
2026-02-21,21113405,E568,8
2026-02-21,21113405,E569,6
2026-02-21,21118864,A668,64
2026-02-21,21118864,A672,99
2026-02-21,21118864,A673,356
2026-02-21,21118864,A680,43
2026-02-21,21118864,A715,15
2026-02-21,21118864,A716,26
2026-02-21,21118864,C816,98
2026-02-21,21118864,C937,1
2026-02-21,21118864,D767,2
2026-02-21,21118864,D901,1
2026-02-21,21118864,E564,0
2026-02-21,21118867,A668,31
2026-02-21,21118867,A672,54
2026-02-21,21118867,A673,458
2026-02-21,21118867,A680,16
2026-02-21,21118867,A715,22
2026-02-21,21118867,A716,26
2026-02-21,21118867,C810,3
2026-02-21,21118867,C816,262
2026-02-21,21118867,C819,5
2026-02-21,21118867,C937,3
2026-02-21,21118867,D767,0
2026-02-21,21118867,D901,6
2026-02-21,21118867,E556,2
2026-02-21,21118867,E564,5
2026-02-21,21118867,E568,2
2026-02-21,21118867,E569,2
2026-02-21,21121751,A668,3
2026-02-21,21121751,A672,63
2026-02-21,21121751,A673,79
2026-02-21,21121751,A680,50
2026-02-21,21121751,A715,10
2026-02-21,21121751,A716,32
2026-02-21,21121751,C816,525
2026-02-21,21121751,C819,6
2026-02-21,21121751,D767,1
2026-02-21,21121751,D901,12
2026-02-21,21121751,E556,7
2026-02-21,21121751,E564,7
2026-02-21,21121752,A668,9
2026-02-21,21121752,A672,41
2026-02-21,21121752,A673,48
2026-02-21,21121752,A680,8
2026-02-21,21121752,A715,4
2026-02-21,21121752,A716,13
2026-02-21,21121752,C816,360
2026-02-21,21121752,C819,14
2026-02-21,21121752,D767,0
2026-02-21,21121752,E556,4
2026-02-21,21121752,E564,2
2026-02-21,21121756,A668,111
2026-02-21,21121756,A672,74
2026-02-21,21121756,A673,96
2026-02-21,21121756,A680,42
2026-02-21,21121756,A715,53
2026-02-21,21121756,A716,74
2026-02-21,21121756,C810,2
2026-02-21,21121756,C816,42
2026-02-21,21121756,C819,0
2026-02-21,21121756,C937,5
2026-02-21,21121756,D767,1
2026-02-21,21121756,D901,8
2026-02-21,21121756,E556,3
2026-02-21,21121756,E564,4
2026-02-21,21121756,E568,7
2026-02-21,21121756,E569,5
2026-02-21,21127730,A668,1480
2026-02-21,21127730,A672,1216
2026-02-21,21127730,A673,979
2026-02-21,21127730,A680,321
2026-02-21,21127730,A715,137
2026-02-21,21127730,A716,504
2026-02-21,21127730,C563,52
2026-02-21,21127730,C810,0
2026-02-21,21127730,C816,1893
2026-02-21,21127730,C937,6
2026-02-21,21127730,D901,20
2026-02-21,21127730,E295,297
2026-02-21,21127730,E568,0
2026-02-21,21127799,A672,407
2026-02-21,21127799,A673,110
2026-02-21,21127799,C816,58
2026-02-21,21127799,E556,31
2026-02-21,21127800,A672,556
2026-02-21,21127800,A673,73
2026-02-21,21127800,C816,659
2026-02-21,21127800,E556,36
2026-02-21,21128067,A668,316
2026-02-21,21128067,A672,702
2026-02-21,21128067,A673,310
2026-02-21,21128067,A680,91
2026-02-21,21128067,A715,185
2026-02-21,21128067,A716,343
2026-02-21,21128067,C563,14
2026-02-21,21128067,C810,20
2026-02-21,21128067,C816,314
