date,material,location,quantity
2026-01-28,21029016,A668,0
2026-01-28,21029016,A672,0
2026-01-28,21029016,A673,0
2026-01-28,21029016,A680,0
2026-01-28,21029016,A715,0
2026-01-28,21029016,A716,0
2026-01-28,21029016,C810,0
2026-01-28,21029016,C816,0
2026-01-28,21029016,C819,4
2026-01-28,21029016,C937,0
2026-01-28,21029016,D767,0
2026-01-28,21029016,E556,0
2026-01-28,21029016,E564,0
2026-01-28,21029016,E568,4
2026-01-28,21029016,E569,0
2026-01-28,21098519,A668,518
2026-01-28,21098519,A672,1234
2026-01-28,21098519,A673,1210
2026-01-28,21098519,A680,329
2026-01-28,21098519,A715,177
2026-01-28,21098519,A716,141
2026-01-28,21098519,C810,204
2026-01-28,21098519,C816,755
2026-01-28,21098519,C819,0
2026-01-28,21098519,C937,33
2026-01-28,21098519,D191,2
2026-01-28,21098519,D767,18
2026-01-28,21098519,D901,150
2026-01-28,21098519,E556,20
2026-01-28,21098519,E564,15
2026-01-28,21098519,E568,3
2026-01-28,21098519,E569,5
2026-01-28,21103371,A668,371
2026-01-28,21103371,A672,824
2026-01-28,21103371,A673,765
2026-01-28,21103371,A680,289
2026-01-28,21103371,A715,91
2026-01-28,21103371,A716,97
2026-01-28,21103371,C563,25
2026-01-28,21103371,C810,66
2026-01-28,21103371,C816,623
2026-01-28,21103371,C937,19
2026-01-28,21103371,D191,2
2026-01-28,21103371,D767,15
2026-01-28,21103371,D901,86
2026-01-28,21103371,E295,75
2026-01-28,21103371,E564,7
2026-01-28,21103371,E568,2
2026-01-28,21103371,E569,9
2026-01-28,21103372,A668,175
2026-01-28,21103372,A672,573
2026-01-28,21103372,A673,544
2026-01-28,21103372,A680,146
2026-01-28,21103372,A715,154
2026-01-28,21103372,A716,69
2026-01-28,21103372,C810,127
2026-01-28,21103372,C816,459
2026-01-28,21103372,C819,0
2026-01-28,21103372,C937,23
2026-01-28,21103372,D191,2
2026-01-28,21103372,D767,21
2026-01-28,21103372,D901,66
2026-01-28,21103372,E556,58
2026-01-28,21103372,E564,19
2026-01-28,21103372,E568,3
2026-01-28,21103372,E569,5
2026-01-28,21113405,A668,192
2026-01-28,21113405,A672,299
2026-01-28,21113405,A673,266
2026-01-28,21113405,A680,72
2026-01-28,21113405,A715,102
2026-01-28,21113405,A716,137
2026-01-28,21113405,C810,2
2026-01-28,21113405,C816,151
2026-01-28,21113405,C819,15
2026-01-28,21113405,C937,6
2026-01-28,21113405,D767,11
2026-01-28,21113405,D901,12
2026-01-28,21113405,E556,5
2026-01-28,21113405,E564,9
2026-01-28,21113405,E568,8
2026-01-28,21113405,E569,6
2026-01-28,21118864,A668,86
2026-01-28,21118864,A672,119
2026-01-28,21118864,A673,460
2026-01-28,21118864,A680,47
2026-01-28,21118864,A715,15
2026-01-28,21118864,A716,27
2026-01-28,21118864,C816,123
2026-01-28,21118864,C937,1
2026-01-28,21118864,D767,1
2026-01-28,21118864,D901,1
2026-01-28,21118864,E564,0
2026-01-28,21118867,A668,64
2026-01-28,21118867,A672,99
2026-01-28,21118867,A673,134
2026-01-28,21118867,A680,28
2026-01-28,21118867,A715,23
2026-01-28,21118867,A716,32
2026-01-28,21118867,C810,3
2026-01-28,21118867,C816,46
2026-01-28,21118867,C819,5
2026-01-28,21118867,C937,2
2026-01-28,21118867,D767,7
2026-01-28,21118867,D901,7
2026-01-28,21118867,E556,2
2026-01-28,21118867,E564,4
2026-01-28,21118867,E568,2
2026-01-28,21118867,E569,2
2026-01-28,21121751,A668,25
2026-01-28,21121751,A672,264
2026-01-28,21121751,A673,452
2026-01-28,21121751,A680,107
2026-01-28,21121751,A715,10
2026-01-28,21121751,A716,36
2026-01-28,21121751,C816,448
2026-01-28,21121751,C819,8
2026-01-28,21121751,D767,16
2026-01-28,21121751,D901,29
2026-01-28,21121751,E556,18
2026-01-28,21121751,E564,5
2026-01-28,21121752,A668,10
2026-01-28,21121752,A672,166
2026-01-28,21121752,A673,121
2026-01-28,21121752,A680,14
2026-01-28,21121752,A715,4
2026-01-28,21121752,A716,7
2026-01-28,21121752,C816,205
2026-01-28,21121752,C819,10
2026-01-28,21121752,D767,9
2026-01-28,21121752,E556,10
2026-01-28,21121752,E564,2
2026-01-28,21121756,A668,194
2026-01-28,21121756,A672,243
2026-01-28,21121756,A673,269
2026-01-28,21121756,A680,74
2026-01-28,21121756,A715,73
2026-01-28,21121756,A716,56
2026-01-28,21121756,C810,9
2026-01-28,21121756,C816,139
2026-01-28,21121756,C819,10
2026-01-28,21121756,C937,10
2026-01-28,21121756,D767,15
2026-01-28,21121756,D901,12
2026-01-28,21121756,E556,4
2026-01-28,21121756,E564,5
2026-01-28,21121756,E568,7
2026-01-28,21121756,E569,5
2026-01-28,21127730,A668,1639
2026-01-28,21127730,A672,1584
2026-01-28,21127730,A673,546
2026-01-28,21127730,A680,407
2026-01-28,21127730,A715,166
2026-01-28,21127730,A716,526
2026-01-28,21127730,C563,53
2026-01-28,21127730,C810,0
2026-01-28,21127730,C816,672
2026-01-28,21127730,C937,8
2026-01-28,21127730,D901,15
2026-01-28,21127730,E295,211
2026-01-28,21127730,E568,0
2026-01-28,21127799,A672,611
2026-01-28,21127799,A673,76
2026-01-28,21127799,C816,71
2026-01-28,21127799,E556,70
2026-01-28,21127800,A672,769
2026-01-28,21127800,A673,67
2026-01-28,21127800,C816,41
2026-01-28,21127800,E556,72
2026-01-28,21128067,A668,434
2026-01-28,21128067,A672,1112
2026-01-28,21128067,A673,404
2026-01-28,21128067,A680,127
2026-01-28,21128067,A715,253
2026-01-28,21128067,A716,378
2026-01-28,21128067,C563,15
2026-01-28,21128067,C810,61
2026-01-28,21128067,C816,808
2026-01-28,21128067,C819,25
2026-01-28,21128067,C937,17
2026-01-28,21128067,D767,47
2026-01-28,21128067,D901,79
2026-01-28,21128067,E556,8
2026-01-28,21128067,E564,31
2026-01-28,21128067,E568,7
2026-01-28,21128067,E569,4
2026-01-28,21128377,A668,212
2026-01-28,21128377,A672,468
2026-01-28,21128377,A673,591
2026-01-28,21128377,A680,92
2026-01-28,21128377,A715,86
2026-01-28,21128377,A716,131
2026-01-28,21128377,C810,10
2026-01-28,21128377,C816,271
2026-01-28,21128377,C937,5
2026-01-28,21128377,D191,0
2026-01-28,21128377,D767,7
2026-01-28,21128377,D901,44
2026-01-28,21128377,E564,4
2026-01-28,21128377,E568,0
2026-01-28,21128377,E569,6
2026-01-28,21131984,D767,0
2026-01-28,21132752,A672,247
2026-01-28,21132752,C816,414
