date,material,sending,receiving,quantity,ori_deployment_uid,actual_ship_date,actual_delivery_date,type
2026-02-20,80848026,A673,D901,4,80848026|A673|D901|2026-02-20|net demand for normal|065137,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,80807113,A673,D901,1,80807113|A673|D901|2026-02-20|net demand for forecast|065000,2026-02-20,2026-02-23,delivery_shipment
2026-02-20,80807113,A673,D901,1,80807113|A673|D901|2026-02-20|net demand for forecast|065001,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,80807113,A673,D901,1,80807113|A673|D901|2026-02-20|net demand for forecast|065002,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,21098519,A673,D901,22,21098519|A673|D901|2026-02-20|net demand for safety|064395,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,21103371,A673,D901,23,21103371|A673|D901|2026-02-20|net demand for safety|064400,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,21103372,A673,D901,13,21103372|A673|D901|2026-02-20|net demand for safety|064413,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,21127730,A673,D901,1,21127730|A673|D901|2026-02-20|net demand for safety|064420,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,21128067,A673,D901,8,21128067|A673|D901|2026-02-20|net demand for safety|064422,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,21128377,A673,D901,18,21128377|A673|D901|2026-02-20|net demand for safety|064424,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,21132758,A673,D901,30,21132758|A673|D901|2026-02-20|net demand for safety|064426,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,21132988,A673,D901,15,21132988|A673|D901|2026-02-20|net demand for safety|064432,2026-02-20,2026-02-23,delivery_shipment
2026-02-20,21137866,A673,D901,25,21137866|A673|D901|2026-02-20|net demand for safety|064441,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,21141769,A673,D901,11,21141769|A673|D901|2026-02-20|net demand for safety|064465,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,21143102,A673,D901,9,21143102|A673|D901|2026-02-20|net demand for safety|064468,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,21143103,A673,D901,5,21143103|A673|D901|2026-02-20|net demand for safety|064470,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,21143110,A673,D901,9,21143110|A673|D901|2026-02-20|net demand for safety|064472,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,21148509,A673,D901,16,21148509|A673|D901|2026-02-20|net demand for safety|064476,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,21151196,A673,D901,34,21151196|A673|D901|2026-02-20|net demand for safety|064479,2026-02-20,2026-02-22,delivery_shipment
2026-02-20,21155895,A673,D901,16,21155895|A673|D901|2026-02-20|net demand for safety|064481,2026-02-20,2026-02-22,delivery_shipment
