transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
21176384|0386|A716|2026-01-04|net demand for forecast|012781_transit_20260104-0386-A716-Train-#1,2026-01-18,21176384,0386,A716,2026-01-04,2026-01-19,1,21176384|0386|A716|2026-01-04|net demand for forecast|012781,20260104-0386-A716-Train-#1
21314593|0386|A716|2026-01-04|net demand for forecast|012875_transit_20260104-0386-A716-Train-#1,2026-01-18,21314593,0386,A716,2026-01-04,2026-01-19,1,21314593|0386|A716|2026-01-04|net demand for forecast|012875,20260104-0386-A716-Train-#1
21314593|0386|A716|2026-01-04|net demand for forecast|012882_transit_20260104-0386-A716-Train-#1,2026-01-18,21314593,0386,A716,2026-01-04,2026-01-19,1,21314593|0386|A716|2026-01-04|net demand for forecast|012882,20260104-0386-A716-Train-#1
21314593|0386|A716|2026-01-04|net demand for forecast|012883_transit_20260104-0386-A716-Train-#1,2026-01-18,21314593,0386,A716,2026-01-04,2026-01-19,1,21314593|0386|A716|2026-01-04|net demand for forecast|012883,20260104-0386-A716-Train-#1
21314593|0386|A716|2026-01-04|net demand for forecast|012886_transit_20260104-0386-A716-Train-#1,2026-01-18,21314593,0386,A716,2026-01-04,2026-01-19,1,21314593|0386|A716|2026-01-04|net demand for forecast|012886,20260104-0386-A716-Train-#1
21314593|0386|A716|2026-01-04|net demand for forecast|012889_transit_20260104-0386-A716-Train-#1,2026-01-18,21314593,0386,A716,2026-01-04,2026-01-19,1,21314593|0386|A716|2026-01-04|net demand for forecast|012889,20260104-0386-A716-Train-#1
21315474|0386|A716|2026-01-04|net demand for forecast|013027_transit_20260104-0386-A716-Train-#1,2026-01-18,21315474,0386,A716,2026-01-04,2026-01-19,4,21315474|0386|A716|2026-01-04|net demand for forecast|013027,20260104-0386-A716-Train-#1
80807115|0386|A716|2026-01-04|net demand for forecast|013288_transit_20260104-0386-A716-Train-#1,2026-01-18,80807115,0386,A716,2026-01-04,2026-01-19,4,80807115|0386|A716|2026-01-04|net demand for forecast|013288,20260104-0386-A716-Train-#1
80807115|0386|A716|2026-01-04|net demand for forecast|013295_transit_20260104-0386-A716-Train-#1,2026-01-18,80807115,0386,A716,2026-01-04,2026-01-19,6,80807115|0386|A716|2026-01-04|net demand for forecast|013295,20260104-0386-A716-Train-#1
80807115|0386|A716|2026-01-04|net demand for forecast|013299_transit_20260104-0386-A716-Train-#1,2026-01-18,80807115,0386,A716,2026-01-04,2026-01-19,6,80807115|0386|A716|2026-01-04|net demand for forecast|013299,20260104-0386-A716-Train-#1
80848026|0386|A716|2026-01-04|net demand for forecast|013516_transit_20260104-0386-A716-Train-#1,2026-01-18,80848026,0386,A716,2026-01-04,2026-01-19,4,80848026|0386|A716|2026-01-04|net demand for forecast|013516,20260104-0386-A716-Train-#1
21141769|0386|A716|2026-01-05|net demand for normal|013897_transit_20260105-0386-A716-Train-#1,2026-01-18,21141769,0386,A716,2026-01-05,2026-01-19,3,21141769|0386|A716|2026-01-05|net demand for normal|013897,20260105-0386-A716-Train-#1
80795932|0386|A716|2026-01-05|net demand for AO|014306_transit_20260105-0386-A716-Train-#1,2026-01-18,80795932,0386,A716,2026-01-05,2026-01-19,1,80795932|0386|A716|2026-01-05|net demand for AO|014306,20260105-0386-A716-Train-#1
