date,material,receiving,quantity,ori_deployment_uid,vehicle_uid,actual_ship_date
2026-01-13,21128377,A716,2,21128377|0386|A716|2025-12-29|net demand for forecast|007376,20251229-0386-A716-Train-#1,2025-12-29
2026-01-13,21133312,A716,4,21133312|0386|A716|2025-12-29|net demand for forecast|007479,20251229-0386-A716-Train-#1,2025-12-29
2026-01-13,21133312,A716,5,21133312|0386|A716|2025-12-29|net demand for forecast|007481,20251229-0386-A716-Train-#1,2025-12-29
2026-01-13,21133312,A716,5,21133312|0386|A716|2025-12-29|net demand for forecast|007485,20251229-0386-A716-Train-#1,2025-12-29
2026-01-13,80807095,A716,1,80807095|0386|A716|2025-12-29|net demand for forecast|007841,20251229-0386-A716-Train-#1,2025-12-29
2026-01-13,21132758,A716,2,21132758|0386|A716|2025-12-30|net demand for forecast|008147,20251230-0386-A716-Train-#1,2025-12-30
2026-01-13,21132758,A716,2,21132758|0386|A716|2025-12-30|net demand for forecast|008148,20251230-0386-A716-Train-#1,2025-12-30
2026-01-13,21132758,A716,2,21132758|0386|A716|2025-12-30|net demand for forecast|008150,20251230-0386-A716-Train-#1,2025-12-30
2026-01-13,21132758,A716,2,21132758|0386|A716|2025-12-30|net demand for forecast|008151,20251230-0386-A716-Train-#1,2025-12-30
2026-01-13,21132758,A716,2,21132758|0386|A716|2025-12-30|net demand for forecast|008153,20251230-0386-A716-Train-#1,2025-12-30
2026-01-13,21132758,A716,2,21132758|0386|A716|2025-12-30|net demand for forecast|008154,20251230-0386-A716-Train-#1,2025-12-30
2026-01-13,21132758,A716,3,21132758|0386|A716|2025-12-30|net demand for forecast|008155,20251230-0386-A716-Train-#1,2025-12-30
2026-01-13,21132758,A716,3,21132758|0386|A716|2025-12-30|net demand for forecast|008156,20251230-0386-A716-Train-#1,2025-12-30
2026-01-13,21132758,A716,3,21132758|0386|A716|2025-12-30|net demand for forecast|008157,20251230-0386-A716-Train-#1,2025-12-30
2026-01-13,21132758,A716,3,21132758|0386|A716|2025-12-30|net demand for forecast|008158,20251230-0386-A716-Train-#1,2025-12-30
2026-01-13,21132758,A716,3,21132758|0386|A716|2025-12-30|net demand for forecast|008161,20251230-0386-A716-Train-#1,2025-12-30
