transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
21291975|0386|A672|2025-12-19|net demand for normal|000274_transit_20251219-0386-A672-Train-#1,2025-12-25,21291975,0386,A672,2025-12-19,2025-12-26,59,21291975|0386|A672|2025-12-19|net demand for normal|000274,20251219-0386-A672-Train-#1
21301637|0386|A672|2025-12-19|net demand for normal|000361_transit_20251219-0386-A672-Train-#1,2025-12-25,21301637,0386,A672,2025-12-19,2025-12-26,35,21301637|0386|A672|2025-12-19|net demand for normal|000361,20251219-0386-A672-Train-#1
21357021|0386|A672|2025-12-19|net demand for normal|000502_transit_20251219-0386-A672-Train-#1,2025-12-25,21357021,0386,A672,2025-12-19,2025-12-26,79,21357021|0386|A672|2025-12-19|net demand for normal|000502,20251219-0386-A672-Train-#1
21416910|0386|A672|2025-12-19|net demand for normal|000685_transit_20251219-0386-A672-Train-#1,2025-12-25,21416910,0386,A672,2025-12-19,2025-12-26,67,21416910|0386|A672|2025-12-19|net demand for normal|000685,20251219-0386-A672-Train-#1
21291975|0386|A672|2025-12-19|net demand for forecast|000262_transit_20251219-0386-A672-Train-#1,2025-12-25,21291975,0386,A672,2025-12-19,2025-12-26,14,21291975|0386|A672|2025-12-19|net demand for forecast|000262,20251219-0386-A672-Train-#1
21291975|0386|A672|2025-12-19|net demand for forecast|000263_transit_20251219-0386-A672-Train-#1,2025-12-25,21291975,0386,A672,2025-12-19,2025-12-26,14,21291975|0386|A672|2025-12-19|net demand for forecast|000263,20251219-0386-A672-Train-#1
21291975|0386|A672|2025-12-19|net demand for forecast|000264_transit_20251219-0386-A672-Train-#1,2025-12-25,21291975,0386,A672,2025-12-19,2025-12-26,14,21291975|0386|A672|2025-12-19|net demand for forecast|000264,20251219-0386-A672-Train-#1
21291975|0386|A672|2025-12-19|net demand for forecast|000265_transit_20251219-0386-A672-Train-#1,2025-12-25,21291975,0386,A672,2025-12-19,2025-12-26,27,21291975|0386|A672|2025-12-19|net demand for forecast|000265,20251219-0386-A672-Train-#1
21291975|0386|A672|2025-12-19|net demand for forecast|000266_transit_20251219-0386-A672-Train-#1,2025-12-25,21291975,0386,A672,2025-12-19,2025-12-26,27,21291975|0386|A672|2025-12-19|net demand for forecast|000266,20251219-0386-A672-Train-#1
21291975|0386|A672|2025-12-19|net demand for forecast|000267_transit_20251219-0386-A672-Train-#1,2025-12-25,21291975,0386,A672,2025-12-19,2025-12-26,28,21291975|0386|A672|2025-12-19|net demand for forecast|000267,20251219-0386-A672-Train-#1
