date,material,sending,receiving,quantity,ori_deployment_uid,actual_ship_date,actual_delivery_date,type
2026-02-13,80804134,A673,D901,2,80804134|A673|D901|2026-02-13|net demand for forecast|060613,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,80804134,A673,D901,2,80804134|A673|D901|2026-02-13|net demand for forecast|060614,2026-02-13,2026-02-16,delivery_shipment
2026-02-13,80804134,A673,D901,2,80804134|A673|D901|2026-02-13|net demand for forecast|060615,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,80804134,A673,D901,2,80804134|A673|D901|2026-02-13|net demand for forecast|060616,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21103372,A673,D901,30,21103372|A673|D901|2026-02-13|net demand for safety|060412,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21121751,A673,D901,1,21121751|A673|D901|2026-02-13|net demand for safety|060417,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21121756,A673,D901,1,21121756|A673|D901|2026-02-13|net demand for safety|060419,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21127730,A673,D901,2,21127730|A673|D901|2026-02-13|net demand for safety|060422,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21128067,A673,D901,2,21128067|A673|D901|2026-02-13|net demand for safety|060431,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21137866,A673,D901,7,21137866|A673|D901|2026-02-13|net demand for safety|060453,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21139445,A673,D901,25,21139445|A673|D901|2026-02-13|net demand for safety|060454,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21141769,A673,D901,3,21141769|A673|D901|2026-02-13|net demand for safety|060455,2026-02-13,2026-02-16,delivery_shipment
2026-02-13,21143103,A673,D901,2,21143103|A673|D901|2026-02-13|net demand for safety|060465,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21143110,A673,D901,2,21143110|A673|D901|2026-02-13|net demand for safety|060466,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21151196,A673,D901,171,21151196|A673|D901|2026-02-13|net demand for safety|060467,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21155895,A673,D901,3,21155895|A673|D901|2026-02-13|net demand for safety|060468,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21165868,A673,D901,1,21165868|A673|D901|2026-02-13|net demand for safety|060469,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21170686,A673,D901,2,21170686|A673|D901|2026-02-13|net demand for safety|060470,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21171453,A673,D901,1,21171453|A673|D901|2026-02-13|net demand for safety|060471,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21176384,A673,D901,1,21176384|A673|D901|2026-02-13|net demand for safety|060472,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21314595,A673,D901,2,21314595|A673|D901|2026-02-13|net demand for safety|060489,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,21325292,A673,D901,6,21325292|A673|D901|2026-02-13|net demand for safety|060520,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,80793613,A673,D901,4,80793613|A673|D901|2026-02-13|net demand for safety|060603,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,80804703,A673,D901,2,80804703|A673|D901|2026-02-13|net demand for safety|060658,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,80804704,A673,D901,33,80804704|A673|D901|2026-02-13|net demand for safety|060664,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,80804706,A673,D901,1,80804706|A673|D901|2026-02-13|net demand for safety|060667,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,80807092,A673,D901,5,80807092|A673|D901|2026-02-13|net demand for safety|060698,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,80807100,A673,D901,3,80807100|A673|D901|2026-02-13|net demand for safety|060709,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,80807115,A673,D901,138,80807115|A673|D901|2026-02-13|net demand for safety|060716,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,80807116,A673,D901,2,80807116|A673|D901|2026-02-13|net demand for safety|060717,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,80807118,A673,D901,3,80807118|A673|D901|2026-02-13|net demand for safety|060719,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,80840976,A673,D901,1,80840976|A673|D901|2026-02-13|net demand for safety|060752,2026-02-13,2026-02-15,delivery_shipment
2026-02-13,80848023,A673,D901,314,80848023|A673|D901|2026-02-13|net demand for safety|060758,2026-02-13,2026-02-15,delivery_shipment
