date,material,sending,receiving,quantity,ori_deployment_uid,actual_ship_date,actual_delivery_date,type
2026-02-24,80804703,A673,D901,4,80804703|A673|D901|2026-02-24|net demand for normal|067666,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21139445,A673,D901,1,21139445|A673|D901|2026-02-24|net demand for forecast|067393,2026-02-24,2026-02-27,delivery_shipment
2026-02-24,21139445,A673,D901,1,21139445|A673|D901|2026-02-24|net demand for forecast|067394,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21139445,A673,D901,1,21139445|A673|D901|2026-02-24|net demand for forecast|067395,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21139445,A673,D901,1,21139445|A673|D901|2026-02-24|net demand for forecast|067396,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80804704,A673,D901,1,80804704|A673|D901|2026-02-24|net demand for forecast|067673,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80804704,A673,D901,1,80804704|A673|D901|2026-02-24|net demand for forecast|067674,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80804704,A673,D901,1,80804704|A673|D901|2026-02-24|net demand for forecast|067675,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80804704,A673,D901,1,80804704|A673|D901|2026-02-24|net demand for forecast|067676,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80804705,A673,D901,3,80804705|A673|D901|2026-02-24|net demand for forecast|067705,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80804705,A673,D901,3,80804705|A673|D901|2026-02-24|net demand for forecast|067706,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80804705,A673,D901,3,80804705|A673|D901|2026-02-24|net demand for forecast|067707,2026-02-24,2026-02-27,delivery_shipment
2026-02-24,80804705,A673,D901,3,80804705|A673|D901|2026-02-24|net demand for forecast|067708,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80804706,A673,D901,1,80804706|A673|D901|2026-02-24|net demand for forecast|067721,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80804706,A673,D901,1,80804706|A673|D901|2026-02-24|net demand for forecast|067722,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80804706,A673,D901,1,80804706|A673|D901|2026-02-24|net demand for forecast|067723,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80804706,A673,D901,1,80804706|A673|D901|2026-02-24|net demand for forecast|067724,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807089,A673,D901,4,80807089|A673|D901|2026-02-24|net demand for forecast|067769,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807089,A673,D901,4,80807089|A673|D901|2026-02-24|net demand for forecast|067770,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807089,A673,D901,4,80807089|A673|D901|2026-02-24|net demand for forecast|067771,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807089,A673,D901,4,80807089|A673|D901|2026-02-24|net demand for forecast|067772,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807092,A673,D901,2,80807092|A673|D901|2026-02-24|net demand for forecast|067784,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807092,A673,D901,2,80807092|A673|D901|2026-02-24|net demand for forecast|067785,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807092,A673,D901,2,80807092|A673|D901|2026-02-24|net demand for forecast|067786,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807092,A673,D901,2,80807092|A673|D901|2026-02-24|net demand for forecast|067787,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21098519,A673,D901,9,21098519|A673|D901|2026-02-24|net demand for safety|067314,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21103371,A673,D901,10,21103371|A673|D901|2026-02-24|net demand for safety|067346,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21103372,A673,D901,2,21103372|A673|D901|2026-02-24|net demand for safety|067348,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21121751,A673,D901,1,21121751|A673|D901|2026-02-24|net demand for safety|067357,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21128067,A673,D901,6,21128067|A673|D901|2026-02-24|net demand for safety|067366,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21128377,A673,D901,14,21128377|A673|D901|2026-02-24|net demand for safety|067367,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21132758,A673,D901,24,21132758|A673|D901|2026-02-24|net demand for safety|067370,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21132988,A673,D901,5,21132988|A673|D901|2026-02-24|net demand for safety|067380,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21133312,A673,D901,7,21133312|A673|D901|2026-02-24|net demand for safety|067382,2026-02-24,2026-02-27,delivery_shipment
2026-02-24,21137866,A673,D901,16,21137866|A673|D901|2026-02-24|net demand for safety|067392,2026-02-24,2026-02-27,delivery_shipment
2026-02-24,21139445,A673,D901,5,21139445|A673|D901|2026-02-24|net demand for safety|067397,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21143102,A673,D901,9,21143102|A673|D901|2026-02-24|net demand for safety|067456,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21143103,A673,D901,2,21143103|A673|D901|2026-02-24|net demand for safety|067458,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21143110,A673,D901,7,21143110|A673|D901|2026-02-24|net demand for safety|067459,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21148509,A673,D901,18,21148509|A673|D901|2026-02-24|net demand for safety|067468,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21151196,A673,D901,23,21151196|A673|D901|2026-02-24|net demand for safety|067469,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21155895,A673,D901,11,21155895|A673|D901|2026-02-24|net demand for safety|067486,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21165946,A673,D901,16,21165946|A673|D901|2026-02-24|net demand for safety|067488,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21170683,A673,D901,3,21170683|A673|D901|2026-02-24|net demand for safety|067491,2026-02-24,2026-02-27,delivery_shipment
2026-02-24,21171453,A673,D901,2,21171453|A673|D901|2026-02-24|net demand for safety|067492,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21314593,A673,D901,7,21314593|A673|D901|2026-02-24|net demand for safety|067500,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21314594,A673,D901,9,21314594|A673|D901|2026-02-24|net demand for safety|067502,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21314595,A673,D901,2,21314595|A673|D901|2026-02-24|net demand for safety|067503,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21315350,A673,D901,7,21315350|A673|D901|2026-02-24|net demand for safety|067514,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,21315474,A673,D901,7,21315474|A673|D901|2026-02-24|net demand for safety|067516,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80793613,A673,D901,3,80793613|A673|D901|2026-02-24|net demand for safety|067614,2026-02-24,2026-02-27,delivery_shipment
2026-02-24,80804133,A673,D901,13,80804133|A673|D901|2026-02-24|net demand for safety|067631,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80804134,A673,D901,4,80804134|A673|D901|2026-02-24|net demand for safety|067633,2026-02-24,2026-02-27,delivery_shipment
2026-02-24,80804137,A673,D901,1,80804137|A673|D901|2026-02-24|net demand for safety|067636,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80804138,A673,D901,22,80804138|A673|D901|2026-02-24|net demand for safety|067637,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80804704,A673,D901,3,80804704|A673|D901|2026-02-24|net demand for safety|067677,2026-02-24,2026-02-27,delivery_shipment
2026-02-24,80804705,A673,D901,47,80804705|A673|D901|2026-02-24|net demand for safety|067709,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80804706,A673,D901,3,80804706|A673|D901|2026-02-24|net demand for safety|067725,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807089,A673,D901,68,80807089|A673|D901|2026-02-24|net demand for safety|067773,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807091,A673,D901,6,80807091|A673|D901|2026-02-24|net demand for safety|067783,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807092,A673,D901,1,80807092|A673|D901|2026-02-24|net demand for safety|067788,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807093,A673,D901,1,80807093|A673|D901|2026-02-24|net demand for safety|067798,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807095,A673,D901,45,80807095|A673|D901|2026-02-24|net demand for safety|067799,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807096,A673,D901,20,80807096|A673|D901|2026-02-24|net demand for safety|067800,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807097,A673,D901,10,80807097|A673|D901|2026-02-24|net demand for safety|067801,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807100,A673,D901,6,80807100|A673|D901|2026-02-24|net demand for safety|067802,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807102,A673,D901,15,80807102|A673|D901|2026-02-24|net demand for safety|067803,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807105,A673,D901,21,80807105|A673|D901|2026-02-24|net demand for safety|067804,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807110,A673,D901,23,80807110|A673|D901|2026-02-24|net demand for safety|067806,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807112,A673,D901,26,80807112|A673|D901|2026-02-24|net demand for safety|067807,2026-02-24,2026-02-27,delivery_shipment
2026-02-24,80807113,A673,D901,16,80807113|A673|D901|2026-02-24|net demand for safety|067815,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807114,A673,D901,8,80807114|A673|D901|2026-02-24|net demand for safety|067817,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807115,A673,D901,27,80807115|A673|D901|2026-02-24|net demand for safety|067819,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807116,A673,D901,53,80807116|A673|D901|2026-02-24|net demand for safety|067853,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807118,A673,D901,71,80807118|A673|D901|2026-02-24|net demand for safety|067854,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80807120,A673,D901,7,80807120|A673|D901|2026-02-24|net demand for safety|067863,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80812845,A673,D901,52,80812845|A673|D901|2026-02-24|net demand for safety|068015,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80812846,A673,D901,16,80812846|A673|D901|2026-02-24|net demand for safety|068027,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80840976,A673,D901,1,80840976|A673|D901|2026-02-24|net demand for safety|068028,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80848021,A673,D901,5,80848021|A673|D901|2026-02-24|net demand for safety|068036,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80848022,A673,D901,17,80848022|A673|D901|2026-02-24|net demand for safety|068037,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80848027,A673,D901,2,80848027|A673|D901|2026-02-24|net demand for safety|068144,2026-02-24,2026-02-26,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-18|net demand for forecast|063128,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-18|net demand for forecast|063129,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-18|net demand for forecast|063130,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-18|net demand for forecast|063131,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-18|net demand for forecast|063132,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-18|net demand for forecast|063133,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-18|net demand for forecast|063134,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-18|net demand for forecast|063135,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-18|net demand for forecast|063136,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063137,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063138,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063139,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063140,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063141,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063142,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063143,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063144,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063145,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063146,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063147,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063148,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063149,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063150,2026-02-24,2026-03-11,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063151,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,2,80805856|0386|A716|2026-02-18|net demand for forecast|063152,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064002,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064003,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064004,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064005,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064006,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064007,2026-02-24,2026-03-11,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064008,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064009,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064010,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064011,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064012,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064013,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064014,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064015,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064016,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064017,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064018,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064019,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064020,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064021,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064022,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064023,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064024,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064025,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-19|net demand for forecast|064026,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067071,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067072,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067073,2026-02-24,2026-03-11,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067074,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067075,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067076,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067077,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067078,2026-02-24,2026-03-11,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067079,2026-02-24,2026-03-11,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067080,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067081,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067082,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067083,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067084,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067085,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067086,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067087,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067088,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067089,2026-02-24,2026-03-11,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067090,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067091,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067092,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067093,2026-02-24,2026-03-11,delivery_shipment
2026-02-24,80805856,0386,A716,1,80805856|0386|A716|2026-02-23|net demand for forecast|067094,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067295,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067296,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067297,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067298,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067299,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067300,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067301,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067302,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067303,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067304,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067305,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067306,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067307,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067308,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067309,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067310,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067311,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067312,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21098519,0386,A716,1,21098519|0386|A716|2026-02-24|net demand for forecast|067313,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067327,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067328,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067329,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067330,2026-02-24,2026-03-11,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067331,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067332,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067333,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067334,2026-02-24,2026-03-11,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067335,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067336,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067337,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067338,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067339,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067340,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067341,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067342,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067343,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067344,2026-02-24,2026-03-11,delivery_shipment
2026-02-24,21103371,0386,A716,1,21103371|0386|A716|2026-02-24|net demand for forecast|067345,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,2,80812841|0386|A716|2026-02-24|net demand for forecast|067961,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,4,80812841|0386|A716|2026-02-24|net demand for forecast|067962,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,4,80812841|0386|A716|2026-02-24|net demand for forecast|067963,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,4,80812841|0386|A716|2026-02-24|net demand for forecast|067964,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,4,80812841|0386|A716|2026-02-24|net demand for forecast|067965,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067966,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067967,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067968,2026-02-24,2026-03-10,delivery_shipment
2026-02-24,80812841,0386,A716,5,80812841|0386|A716|2026-02-24|net demand for forecast|067969,2026-02-24,2026-03-10,delivery_shipment
