date,material,sending,receiving,quantity,ori_deployment_uid,actual_ship_date,actual_delivery_date,type
2026-02-24,21103371,0386,A672,2,21103371|0386|A672|2026-02-24|net demand for forecast|067326,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,1,80805856|0386|A672|2026-02-24|net demand for forecast|067734,2026-02-24,2026-03-04,delivery_shipment
2026-02-24,80805856,0386,A672,1,80805856|0386|A672|2026-02-24|net demand for forecast|067735,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067736,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067737,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067738,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067739,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067740,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067741,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067742,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067743,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067744,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067745,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067746,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067747,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067748,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067749,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067750,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80805856,0386,A672,2,80805856|0386|A672|2026-02-24|net demand for forecast|067751,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,3,80812841|0386|A672|2026-02-24|net demand for forecast|067888,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,14,80812841|0386|A672|2026-02-24|net demand for forecast|067889,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,15,80812841|0386|A672|2026-02-24|net demand for forecast|067890,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,15,80812841|0386|A672|2026-02-24|net demand for forecast|067891,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,15,80812841|0386|A672|2026-02-24|net demand for forecast|067892,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,19,80812841|0386|A672|2026-02-24|net demand for forecast|067893,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,19,80812841|0386|A672|2026-02-24|net demand for forecast|067894,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,19,80812841|0386|A672|2026-02-24|net demand for forecast|067895,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,19,80812841|0386|A672|2026-02-24|net demand for forecast|067896,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,19,80812841|0386|A672|2026-02-24|net demand for forecast|067897,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,19,80812841|0386|A672|2026-02-24|net demand for forecast|067898,2026-02-24,2026-03-04,delivery_shipment
2026-02-24,80812841,0386,A672,19,80812841|0386|A672|2026-02-24|net demand for forecast|067899,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,19,80812841|0386|A672|2026-02-24|net demand for forecast|067900,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,19,80812841|0386|A672|2026-02-24|net demand for forecast|067901,2026-02-24,2026-03-04,delivery_shipment
2026-02-24,80812841,0386,A672,19,80812841|0386|A672|2026-02-24|net demand for forecast|067902,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,19,80812841|0386|A672|2026-02-24|net demand for forecast|067903,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,19,80812841|0386|A672|2026-02-24|net demand for forecast|067904,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80812841,0386,A672,19,80812841|0386|A672|2026-02-24|net demand for forecast|067905,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80848026,0386,A672,18,80848026|0386|A672|2026-02-24|net demand for forecast|068041,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80848026,0386,A672,40,80848026|0386|A672|2026-02-24|net demand for forecast|068042,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80848026,0386,A672,43,80848026|0386|A672|2026-02-24|net demand for forecast|068043,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80848026,0386,A672,47,80848026|0386|A672|2026-02-24|net demand for forecast|068044,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80848026,0386,A672,47,80848026|0386|A672|2026-02-24|net demand for forecast|068045,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80848026,0386,A672,47,80848026|0386|A672|2026-02-24|net demand for forecast|068046,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80848026,0386,A672,47,80848026|0386|A672|2026-02-24|net demand for forecast|068047,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80848026,0386,A672,47,80848026|0386|A672|2026-02-24|net demand for forecast|068048,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80848026,0386,A672,47,80848026|0386|A672|2026-02-24|net demand for forecast|068049,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80848026,0386,A672,47,80848026|0386|A672|2026-02-24|net demand for forecast|068050,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80848026,0386,A672,53,80848026|0386|A672|2026-02-24|net demand for forecast|068051,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,80848026,0386,A672,53,80848026|0386|A672|2026-02-24|net demand for forecast|068052,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,21121751,0386,A672,1,21121751|0386|A672|2026-02-24|net demand for net demand for forecast|067349,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,21121751,0386,A672,1,21121751|0386|A672|2026-02-24|net demand for net demand for forecast|067350,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,21121751,0386,A672,1,21121751|0386|A672|2026-02-24|net demand for net demand for forecast|067351,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,21121751,0386,A672,1,21121751|0386|A672|2026-02-24|net demand for net demand for forecast|067352,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,21121751,0386,A672,1,21121751|0386|A672|2026-02-24|net demand for net demand for forecast|067353,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,21121751,0386,A672,1,21121751|0386|A672|2026-02-24|net demand for net demand for forecast|067354,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,21121751,0386,A672,1,21121751|0386|A672|2026-02-24|net demand for net demand for forecast|067355,2026-02-24,2026-03-03,delivery_shipment
2026-02-24,21121751,0386,A672,1,21121751|0386|A672|2026-02-24|net demand for net demand for forecast|067356,2026-02-24,2026-03-03,delivery_shipment
