date,material,receiving,quantity,ori_deployment_uid,vehicle_uid,actual_ship_date
2026-02-18,80807105,A715,3,80807105|0386|A715|2026-02-07|net demand for safety|056325,20260207-0386-A715-Train-#1,2026-02-07
2026-02-18,21139445,A715,109,21139445|0386|A715|2026-02-06|push replenishment|055047,20260207-0386-A715-Train-#1,2026-02-07
2026-02-18,21132988,A715,118,21132988|0386|A715|2026-02-07|push replenishment|055835,20260207-0386-A715-Train-#1,2026-02-07
2026-02-18,21151196,A715,11,21151196|0386|A715|2026-02-08|net demand for safety|056844,20260208-0386-A715-Train-#1,2026-02-08
2026-02-18,80807115,A715,7,80807115|0386|A715|2026-02-08|net demand for safety|057235,20260208-0386-A715-Train-#1,2026-02-08
2026-02-18,80848023,A715,5,80848023|0386|A715|2026-02-08|net demand for safety|057417,20260208-0386-A715-Train-#1,2026-02-08
2026-02-18,21103372,A715,81,21103372|0386|A715|2026-02-08|push replenishment|056693,20260208-0386-A715-Train-#1,2026-02-08
2026-02-18,21151196,A715,93,21151196|0386|A715|2026-02-08|push replenishment|056845,20260208-0386-A715-Train-#1,2026-02-08
2026-02-18,80807115,A715,37,80807115|0386|A715|2026-02-08|push replenishment|057236,20260208-0386-A715-Train-#1,2026-02-08
2026-02-18,80848028,A715,321,80848028|0386|A715|2026-02-08|push replenishment|057525,20260208-0386-A715-Train-#1,2026-02-08
2026-02-18,80864470,A715,52,80864470|0386|A715|2026-02-08|push replenishment|057595,20260208-0386-A715-Train-#1,2026-02-08
2026-02-18,80804704,A672,2,80804704|C816|A672|2026-02-07|net demand for AO|056197,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,21442896,A672,3,21442896|C816|A672|2026-02-07|net demand for forecast|056058,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,21442897,A672,2,21442897|C816|A672|2026-02-07|net demand for forecast|056073,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,21442897,A672,2,21442897|C816|A672|2026-02-07|net demand for forecast|056075,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,21442897,A672,2,21442897|C816|A672|2026-02-07|net demand for forecast|056076,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80804706,A672,1,80804706|C816|A672|2026-02-07|net demand for forecast|056229,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80848021,A672,1,80848021|C816|A672|2026-02-07|net demand for forecast|056507,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80864469,A672,3,80864469|C816|A672|2026-02-07|net demand for forecast|056611,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80884846,A672,1,80884846|C816|A672|2026-02-07|net demand for forecast|056640,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80884846,A672,1,80884846|C816|A672|2026-02-07|net demand for forecast|056643,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80884846,A672,1,80884846|C816|A672|2026-02-07|net demand for forecast|056644,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,21442896,A672,3,21442896|C816|A672|2026-02-08|net demand for forecast|056955,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,21442897,A672,1,21442897|C816|A672|2026-02-08|net demand for forecast|056967,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,21442897,A672,1,21442897|C816|A672|2026-02-08|net demand for forecast|056968,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80804704,A672,1,80804704|C816|A672|2026-02-08|net demand for forecast|057082,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80848021,A672,1,80848021|C816|A672|2026-02-08|net demand for forecast|057400,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80864469,A672,2,80864469|C816|A672|2026-02-08|net demand for forecast|057563,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80864469,A672,4,80864469|C816|A672|2026-02-08|net demand for forecast|057565,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80864469,A672,4,80864469|C816|A672|2026-02-08|net demand for forecast|057569,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80884846,A672,1,80884846|C816|A672|2026-02-08|net demand for forecast|057618,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80885920,A672,2,80885920|C816|A672|2026-02-08|net demand for forecast|057634,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80885920,A672,2,80885920|C816|A672|2026-02-08|net demand for forecast|057637,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,21414747,A672,2,21414747|C816|A672|2026-02-09|net demand for forecast|057859,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,21414747,A672,2,21414747|C816|A672|2026-02-09|net demand for forecast|057860,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,21419485,A672,6,21419485|C816|A672|2026-02-09|net demand for forecast|057876,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,21419485,A672,6,21419485|C816|A672|2026-02-09|net demand for forecast|057878,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,21419500,A672,2,21419500|C816|A672|2026-02-09|net demand for forecast|057893,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,21428668,A672,10,21428668|C816|A672|2026-02-09|net demand for forecast|057902,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,21428668,A672,10,21428668|C816|A672|2026-02-09|net demand for forecast|057906,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80804704,A672,1,80804704|C816|A672|2026-02-09|net demand for forecast|058060,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80804704,A672,1,80804704|C816|A672|2026-02-09|net demand for forecast|058061,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80804704,A672,1,80804704|C816|A672|2026-02-09|net demand for forecast|058064,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80804706,A672,1,80804706|C816|A672|2026-02-09|net demand for forecast|058093,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80884848,A672,1,80884848|C816|A672|2026-02-09|net demand for forecast|058411,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80804704,A672,1,80804704|C816|A672|2026-02-07|net demand for net demand for forecast|056208,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80804704,A672,1,80804704|C816|A672|2026-02-07|net demand for net demand for forecast|056210,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,21447518,A672,1,21447518|C816|A672|2026-02-08|net demand for net demand for forecast|056975,20260209-C816-A672-Train-#1,2026-02-09
2026-02-18,80848021,C819,1,80848021|A673|C819|2026-01-27|net demand for AO|043986,20260210-A673-C819-SMALL-#1,2026-02-10
2026-02-18,80848021,C819,1,80848021|A673|C819|2026-01-27|net demand for AO|043987,20260210-A673-C819-SMALL-#1,2026-02-10
2026-02-18,80864469,C819,1,80864469|A673|C819|2026-02-07|net demand for AO|056604,20260210-A673-C819-SMALL-#1,2026-02-10
2026-02-18,80804704,C819,1,80804704|A673|C819|2026-01-27|net demand for forecast|043388,20260210-A673-C819-SMALL-#1,2026-02-10
2026-02-18,80804704,C819,1,80804704|A673|C819|2026-01-29|net demand for forecast|045971,20260210-A673-C819-SMALL-#1,2026-02-10
2026-02-18,80864469,C819,1,80864469|A673|C819|2026-01-30|net demand for forecast|047772,20260210-A673-C819-SMALL-#1,2026-02-10
2026-02-18,80804704,C819,1,80804704|A673|C819|2026-01-31|net demand for forecast|048590,20260210-A673-C819-SMALL-#1,2026-02-10
