transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
80807115|0386|A716|2026-01-26|net demand for forecast|042531_transit_20260126-0386-A716-Train-#1,2026-02-09,80807115,0386,A716,2026-01-26,2026-02-10,1,80807115|0386|A716|2026-01-26|net demand for forecast|042531,20260126-0386-A716-Train-#1
80848026|0386|A716|2026-01-27|net demand for forecast|044108_transit_20260127-0386-A716-Train-#1,2026-02-09,80848026,0386,A716,2026-01-27,2026-02-10,1,80848026|0386|A716|2026-01-27|net demand for forecast|044108,20260127-0386-A716-Train-#1
80848026|0386|A716|2026-01-27|net demand for forecast|044109_transit_20260127-0386-A716-Train-#1,2026-02-09,80848026,0386,A716,2026-01-27,2026-02-10,1,80848026|0386|A716|2026-01-27|net demand for forecast|044109,20260127-0386-A716-Train-#1
80848026|0386|A716|2026-01-27|net demand for forecast|044110_transit_20260127-0386-A716-Train-#1,2026-02-09,80848026,0386,A716,2026-01-27,2026-02-10,1,80848026|0386|A716|2026-01-27|net demand for forecast|044110,20260127-0386-A716-Train-#1
80848026|0386|A716|2026-01-27|net demand for forecast|044111_transit_20260127-0386-A716-Train-#1,2026-02-09,80848026,0386,A716,2026-01-27,2026-02-10,1,80848026|0386|A716|2026-01-27|net demand for forecast|044111,20260127-0386-A716-Train-#1
80848026|0386|A716|2026-01-27|net demand for forecast|044112_transit_20260127-0386-A716-Train-#1,2026-02-09,80848026,0386,A716,2026-01-27,2026-02-10,1,80848026|0386|A716|2026-01-27|net demand for forecast|044112,20260127-0386-A716-Train-#1
80848026|0386|A716|2026-01-27|net demand for forecast|044113_transit_20260127-0386-A716-Train-#1,2026-02-09,80848026,0386,A716,2026-01-27,2026-02-10,1,80848026|0386|A716|2026-01-27|net demand for forecast|044113,20260127-0386-A716-Train-#1
80848026|0386|A716|2026-01-27|net demand for forecast|044114_transit_20260127-0386-A716-Train-#1,2026-02-09,80848026,0386,A716,2026-01-27,2026-02-10,1,80848026|0386|A716|2026-01-27|net demand for forecast|044114,20260127-0386-A716-Train-#1
80848026|0386|A716|2026-01-27|net demand for forecast|044115_transit_20260127-0386-A716-Train-#1,2026-02-09,80848026,0386,A716,2026-01-27,2026-02-10,1,80848026|0386|A716|2026-01-27|net demand for forecast|044115,20260127-0386-A716-Train-#1
80848026|0386|A716|2026-01-27|net demand for forecast|044116_transit_20260127-0386-A716-Train-#1,2026-02-09,80848026,0386,A716,2026-01-27,2026-02-10,1,80848026|0386|A716|2026-01-27|net demand for forecast|044116,20260127-0386-A716-Train-#1
