date,material,sending,receiving,quantity,ori_deployment_uid,actual_ship_date,actual_delivery_date,type
2026-02-03,80807089,A673,D901,12,80807089|A673|D901|2026-02-02|net demand for normal|051322,2026-02-03,2026-02-05,delivery_shipment
2026-02-03,21314875,A673,D901,1,21314875|A673|D901|2026-02-03|net demand for normal|052011,2026-02-03,2026-02-06,delivery_shipment
2026-02-03,80848023,A673,D901,22,80848023|A673|D901|2026-02-03|net demand for normal|052736,2026-02-03,2026-02-05,delivery_shipment
2026-02-03,80848029,A673,D901,5,80848029|A673|D901|2026-02-03|net demand for normal|052801,2026-02-03,2026-02-05,delivery_shipment
2026-02-03,21132758,A673,D901,5,21132758|A673|D901|2026-02-03|net demand for forecast|051767,2026-02-03,2026-02-05,delivery_shipment
2026-02-03,21132758,A673,D901,5,21132758|A673|D901|2026-02-03|net demand for forecast|051768,2026-02-03,2026-02-05,delivery_shipment
2026-02-03,21132758,A673,D901,5,21132758|A673|D901|2026-02-03|net demand for forecast|051769,2026-02-03,2026-02-05,delivery_shipment
2026-02-03,21132758,A673,D901,5,21132758|A673|D901|2026-02-03|net demand for forecast|051770,2026-02-03,2026-02-05,delivery_shipment
2026-02-03,21132988,A673,D901,2,21132988|A673|D901|2026-02-03|net demand for forecast|051782,2026-02-03,2026-02-05,delivery_shipment
2026-02-03,21132988,A673,D901,2,21132988|A673|D901|2026-02-03|net demand for forecast|051783,2026-02-03,2026-02-05,delivery_shipment
2026-02-03,21132988,A673,D901,2,21132988|A673|D901|2026-02-03|net demand for forecast|051784,2026-02-03,2026-02-05,delivery_shipment
2026-02-03,21132988,A673,D901,2,21132988|A673|D901|2026-02-03|net demand for forecast|051785,2026-02-03,2026-02-06,delivery_shipment
2026-02-03,21133312,A673,D901,5,21133312|A673|D901|2026-02-03|net demand for forecast|051797,2026-02-03,2026-02-05,delivery_shipment
2026-02-03,21133312,A673,D901,5,21133312|A673|D901|2026-02-03|net demand for forecast|051798,2026-02-03,2026-02-05,delivery_shipment
