transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
21291975|0386|A716|2025-12-19|net demand for forecast|000313_transit_20251219-0386-A716-Train-#1,2025-12-29,21291975,0386,A716,2025-12-19,2026-01-02,1,21291975|0386|A716|2025-12-19|net demand for forecast|000313,20251219-0386-A716-Train-#1
21291975|0386|A716|2025-12-19|net demand for forecast|000314_transit_20251219-0386-A716-Train-#1,2025-12-29,21291975,0386,A716,2025-12-19,2026-01-02,1,21291975|0386|A716|2025-12-19|net demand for forecast|000314,20251219-0386-A716-Train-#1
21291975|0386|A716|2025-12-19|net demand for forecast|000315_transit_20251219-0386-A716-Train-#1,2025-12-29,21291975,0386,A716,2025-12-19,2026-01-02,1,21291975|0386|A716|2025-12-19|net demand for forecast|000315,20251219-0386-A716-Train-#1
21291975|0386|A716|2025-12-19|net demand for forecast|000316_transit_20251219-0386-A716-Train-#1,2025-12-29,21291975,0386,A716,2025-12-19,2026-01-02,2,21291975|0386|A716|2025-12-19|net demand for forecast|000316,20251219-0386-A716-Train-#1
21291975|0386|A716|2025-12-19|net demand for forecast|000317_transit_20251219-0386-A716-Train-#1,2025-12-29,21291975,0386,A716,2025-12-19,2026-01-03,2,21291975|0386|A716|2025-12-19|net demand for forecast|000317,20251219-0386-A716-Train-#1
21291975|0386|A716|2025-12-19|net demand for forecast|000318_transit_20251219-0386-A716-Train-#1,2025-12-29,21291975,0386,A716,2025-12-19,2026-01-02,2,21291975|0386|A716|2025-12-19|net demand for forecast|000318,20251219-0386-A716-Train-#1
21291975|0386|A716|2025-12-19|net demand for forecast|000319_transit_20251219-0386-A716-Train-#1,2025-12-29,21291975,0386,A716,2025-12-19,2026-01-02,2,21291975|0386|A716|2025-12-19|net demand for forecast|000319,20251219-0386-A716-Train-#1
21291975|0386|A716|2025-12-19|net demand for forecast|000320_transit_20251219-0386-A716-Train-#1,2025-12-29,21291975,0386,A716,2025-12-19,2026-01-02,2,21291975|0386|A716|2025-12-19|net demand for forecast|000320,20251219-0386-A716-Train-#1
21291975|0386|A716|2025-12-19|net demand for forecast|000321_transit_20251219-0386-A716-Train-#1,2025-12-29,21291975,0386,A716,2025-12-19,2026-01-02,2,21291975|0386|A716|2025-12-19|net demand for forecast|000321,20251219-0386-A716-Train-#1
21291975|0386|A716|2025-12-19|net demand for forecast|000322_transit_20251219-0386-A716-Train-#1,2025-12-29,21291975,0386,A716,2025-12-19,2026-01-03,2,21291975|0386|A716|2025-12-19|net demand for forecast|000322,20251219-0386-A716-Train-#1
21291975|0386|A716|2025-12-19|net demand for forecast|000323_transit_20251219-0386-A716-Train-#1,2025-12-29,21291975,0386,A716,2025-12-19,2026-01-02,2,21291975|0386|A716|2025-12-19|net demand for forecast|000323,20251219-0386-A716-Train-#1
21291975|0386|A716|2025-12-19|net demand for forecast|000324_transit_20251219-0386-A716-Train-#1,2025-12-29,21291975,0386,A716,2025-12-19,2026-01-02,2,21291975|0386|A716|2025-12-19|net demand for forecast|000324,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000414_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,1,21301637|0386|A716|2025-12-19|net demand for forecast|000414,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000415_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,1,21301637|0386|A716|2025-12-19|net demand for forecast|000415,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000416_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,1,21301637|0386|A716|2025-12-19|net demand for forecast|000416,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000417_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-03,1,21301637|0386|A716|2025-12-19|net demand for forecast|000417,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000418_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,1,21301637|0386|A716|2025-12-19|net demand for forecast|000418,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000419_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,2,21301637|0386|A716|2025-12-19|net demand for forecast|000419,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000420_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,2,21301637|0386|A716|2025-12-19|net demand for forecast|000420,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000421_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,2,21301637|0386|A716|2025-12-19|net demand for forecast|000421,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000422_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,2,21301637|0386|A716|2025-12-19|net demand for forecast|000422,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000423_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,2,21301637|0386|A716|2025-12-19|net demand for forecast|000423,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000424_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-03,3,21301637|0386|A716|2025-12-19|net demand for forecast|000424,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000425_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,3,21301637|0386|A716|2025-12-19|net demand for forecast|000425,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000426_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,3,21301637|0386|A716|2025-12-19|net demand for forecast|000426,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000427_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-03,3,21301637|0386|A716|2025-12-19|net demand for forecast|000427,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000428_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-03,3,21301637|0386|A716|2025-12-19|net demand for forecast|000428,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000429_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,3,21301637|0386|A716|2025-12-19|net demand for forecast|000429,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000430_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,3,21301637|0386|A716|2025-12-19|net demand for forecast|000430,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000431_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,3,21301637|0386|A716|2025-12-19|net demand for forecast|000431,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for forecast|000432_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,3,21301637|0386|A716|2025-12-19|net demand for forecast|000432,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000549_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,7,21357021|0386|A716|2025-12-19|net demand for forecast|000549,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000550_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,8,21357021|0386|A716|2025-12-19|net demand for forecast|000550,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000551_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,8,21357021|0386|A716|2025-12-19|net demand for forecast|000551,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000552_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,8,21357021|0386|A716|2025-12-19|net demand for forecast|000552,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000553_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,8,21357021|0386|A716|2025-12-19|net demand for forecast|000553,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000554_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,8,21357021|0386|A716|2025-12-19|net demand for forecast|000554,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000555_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,8,21357021|0386|A716|2025-12-19|net demand for forecast|000555,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000556_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,18,21357021|0386|A716|2025-12-19|net demand for forecast|000556,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000557_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,18,21357021|0386|A716|2025-12-19|net demand for forecast|000557,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000558_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,18,21357021|0386|A716|2025-12-19|net demand for forecast|000558,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000559_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,18,21357021|0386|A716|2025-12-19|net demand for forecast|000559,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000560_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,19,21357021|0386|A716|2025-12-19|net demand for forecast|000560,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000561_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,19,21357021|0386|A716|2025-12-19|net demand for forecast|000561,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000562_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,19,21357021|0386|A716|2025-12-19|net demand for forecast|000562,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000563_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,19,21357021|0386|A716|2025-12-19|net demand for forecast|000563,20251219-0386-A716-Train-#1
21357021|0386|A716|2025-12-19|net demand for forecast|000564_transit_20251219-0386-A716-Train-#1,2025-12-29,21357021,0386,A716,2025-12-19,2026-01-02,19,21357021|0386|A716|2025-12-19|net demand for forecast|000564,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000637_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-02,12,21376841|0386|A716|2025-12-19|net demand for forecast|000637,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000638_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-02,12,21376841|0386|A716|2025-12-19|net demand for forecast|000638,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000639_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-02,12,21376841|0386|A716|2025-12-19|net demand for forecast|000639,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000640_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-02,12,21376841|0386|A716|2025-12-19|net demand for forecast|000640,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000641_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-02,12,21376841|0386|A716|2025-12-19|net demand for forecast|000641,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000642_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-02,12,21376841|0386|A716|2025-12-19|net demand for forecast|000642,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000643_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-02,12,21376841|0386|A716|2025-12-19|net demand for forecast|000643,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000644_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-02,28,21376841|0386|A716|2025-12-19|net demand for forecast|000644,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000645_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-03,28,21376841|0386|A716|2025-12-19|net demand for forecast|000645,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000646_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-02,28,21376841|0386|A716|2025-12-19|net demand for forecast|000646,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000647_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-02,28,21376841|0386|A716|2025-12-19|net demand for forecast|000647,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000648_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-02,28,21376841|0386|A716|2025-12-19|net demand for forecast|000648,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000649_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-03,29,21376841|0386|A716|2025-12-19|net demand for forecast|000649,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000650_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-03,29,21376841|0386|A716|2025-12-19|net demand for forecast|000650,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000651_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-02,29,21376841|0386|A716|2025-12-19|net demand for forecast|000651,20251219-0386-A716-Train-#1
21376841|0386|A716|2025-12-19|net demand for forecast|000652_transit_20251219-0386-A716-Train-#1,2025-12-29,21376841,0386,A716,2025-12-19,2026-01-02,29,21376841|0386|A716|2025-12-19|net demand for forecast|000652,20251219-0386-A716-Train-#1
21143102|0386|A716|2025-12-19|net demand for safety|000247_transit_20251219-0386-A716-Train-#1,2025-12-29,21143102,0386,A716,2025-12-19,2026-01-02,66,21143102|0386|A716|2025-12-19|net demand for safety|000247,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|net demand for safety|000433_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,6,21301637|0386|A716|2025-12-19|net demand for safety|000433,20251219-0386-A716-Train-#1
21301637|0386|A716|2025-12-19|push replenishment|000434_transit_20251219-0386-A716-Train-#1,2025-12-29,21301637,0386,A716,2025-12-19,2026-01-02,2,21301637|0386|A716|2025-12-19|push replenishment|000434,20251219-0386-A716-Train-#1
21291975|0386|A715|2025-12-20|net demand for normal|000804_transit_20251220-0386-A715-Train-#1,2025-12-29,21291975,0386,A715,2025-12-20,2025-12-31,2,21291975|0386|A715|2025-12-20|net demand for normal|000804,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for normal|000916_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-30,17,21366842|0386|A715|2025-12-20|net demand for normal|000916,20251220-0386-A715-Train-#1
21376841|0386|A715|2025-12-20|net demand for normal|000946_transit_20251220-0386-A715-Train-#1,2025-12-29,21376841,0386,A715,2025-12-20,2025-12-30,1,21376841|0386|A715|2025-12-20|net demand for normal|000946,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for forecast|000901_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-30,4,21366842|0386|A715|2025-12-20|net demand for forecast|000901,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for forecast|000902_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-30,4,21366842|0386|A715|2025-12-20|net demand for forecast|000902,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for forecast|000903_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-30,4,21366842|0386|A715|2025-12-20|net demand for forecast|000903,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for forecast|000904_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-30,4,21366842|0386|A715|2025-12-20|net demand for forecast|000904,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for forecast|000905_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-30,4,21366842|0386|A715|2025-12-20|net demand for forecast|000905,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for forecast|000906_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-31,4,21366842|0386|A715|2025-12-20|net demand for forecast|000906,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for forecast|000907_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-30,4,21366842|0386|A715|2025-12-20|net demand for forecast|000907,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for forecast|000908_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-30,9,21366842|0386|A715|2025-12-20|net demand for forecast|000908,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for forecast|000909_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-30,9,21366842|0386|A715|2025-12-20|net demand for forecast|000909,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for forecast|000910_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-30,9,21366842|0386|A715|2025-12-20|net demand for forecast|000910,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for forecast|000911_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-30,9,21366842|0386|A715|2025-12-20|net demand for forecast|000911,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for forecast|000912_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-30,9,21366842|0386|A715|2025-12-20|net demand for forecast|000912,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for forecast|000913_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-30,9,21366842|0386|A715|2025-12-20|net demand for forecast|000913,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for forecast|000914_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-30,10,21366842|0386|A715|2025-12-20|net demand for forecast|000914,20251220-0386-A715-Train-#1
21366842|0386|A715|2025-12-20|net demand for forecast|000915_transit_20251220-0386-A715-Train-#1,2025-12-29,21366842,0386,A715,2025-12-20,2025-12-30,10,21366842|0386|A715|2025-12-20|net demand for forecast|000915,20251220-0386-A715-Train-#1
