date,material,sending,receiving,quantity,ori_deployment_uid,actual_ship_date,actual_delivery_date,type
2025-12-25,21155895,0386,A668,4,21155895|0386|A668|2025-12-25|net demand for normal|003841,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,21155895,0386,A668,2,21155895|0386|A668|2025-12-25|net demand for forecast|003831,2025-12-25,2025-12-31,delivery_shipment
2025-12-25,21155895,0386,A668,2,21155895|0386|A668|2025-12-25|net demand for forecast|003832,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,21155895,0386,A668,3,21155895|0386|A668|2025-12-25|net demand for forecast|003833,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,21155895,0386,A668,3,21155895|0386|A668|2025-12-25|net demand for forecast|003834,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,21155895,0386,A668,3,21155895|0386|A668|2025-12-25|net demand for forecast|003835,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,21155895,0386,A668,3,21155895|0386|A668|2025-12-25|net demand for forecast|003836,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,21155895,0386,A668,3,21155895|0386|A668|2025-12-25|net demand for forecast|003837,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,21155895,0386,A668,4,21155895|0386|A668|2025-12-25|net demand for forecast|003838,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,21155895,0386,A668,4,21155895|0386|A668|2025-12-25|net demand for forecast|003839,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,21155895,0386,A668,4,21155895|0386|A668|2025-12-25|net demand for forecast|003840,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80807110,0386,A668,7,80807110|0386|A668|2025-12-25|net demand for forecast|004291,2025-12-25,2025-12-31,delivery_shipment
2025-12-25,80807110,0386,A668,7,80807110|0386|A668|2025-12-25|net demand for forecast|004292,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80807110,0386,A668,7,80807110|0386|A668|2025-12-25|net demand for forecast|004293,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80807110,0386,A668,7,80807110|0386|A668|2025-12-25|net demand for forecast|004294,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80807110,0386,A668,7,80807110|0386|A668|2025-12-25|net demand for forecast|004295,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80807110,0386,A668,7,80807110|0386|A668|2025-12-25|net demand for forecast|004296,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80807110,0386,A668,7,80807110|0386|A668|2025-12-25|net demand for forecast|004297,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80807110,0386,A668,10,80807110|0386|A668|2025-12-25|net demand for forecast|004298,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80807110,0386,A668,13,80807110|0386|A668|2025-12-25|net demand for forecast|004299,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80807110,0386,A668,18,80807110|0386|A668|2025-12-25|net demand for forecast|004300,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004386,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004387,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004388,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004389,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004390,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004391,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004392,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004393,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004394,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004395,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004396,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004397,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004398,2025-12-25,2025-12-31,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004399,2025-12-25,2025-12-31,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004400,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812839,0386,A668,1,80812839|0386|A668|2025-12-25|net demand for forecast|004401,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812846,0386,A668,4,80812846|0386|A668|2025-12-25|net demand for forecast|004639,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812846,0386,A668,4,80812846|0386|A668|2025-12-25|net demand for forecast|004640,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812846,0386,A668,4,80812846|0386|A668|2025-12-25|net demand for forecast|004641,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812846,0386,A668,4,80812846|0386|A668|2025-12-25|net demand for forecast|004642,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812846,0386,A668,4,80812846|0386|A668|2025-12-25|net demand for forecast|004643,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812846,0386,A668,4,80812846|0386|A668|2025-12-25|net demand for forecast|004644,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812846,0386,A668,4,80812846|0386|A668|2025-12-25|net demand for forecast|004645,2025-12-25,2025-12-31,delivery_shipment
2025-12-25,80812846,0386,A668,9,80812846|0386|A668|2025-12-25|net demand for forecast|004646,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812846,0386,A668,10,80812846|0386|A668|2025-12-25|net demand for forecast|004647,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812846,0386,A668,10,80812846|0386|A668|2025-12-25|net demand for forecast|004648,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,21143102,0386,A668,57,21143102|0386|A668|2025-12-25|net demand for safety|003747,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,21155895,0386,A668,20,21155895|0386|A668|2025-12-25|net demand for safety|003842,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80807110,0386,A668,126,80807110|0386|A668|2025-12-25|net demand for safety|004301,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812103,0386,A668,2,80812103|0386|A668|2025-12-25|net demand for safety|004370,2025-12-25,2025-12-31,delivery_shipment
2025-12-25,80812839,0386,A668,131,80812839|0386|A668|2025-12-25|net demand for safety|004402,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812840,0386,A668,34,80812840|0386|A668|2025-12-25|net demand for safety|004467,2025-12-25,2025-12-31,delivery_shipment
2025-12-25,80812841,0386,A668,35,80812841|0386|A668|2025-12-25|net demand for safety|004549,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812846,0386,A668,104,80812846|0386|A668|2025-12-25|net demand for safety|004649,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,21155895,0386,A668,23,21155895|0386|A668|2025-12-25|push replenishment|003843,2025-12-25,2025-12-31,delivery_shipment
2025-12-25,80807097,0386,A668,26,80807097|0386|A668|2025-12-25|push replenishment|004263,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80807110,0386,A668,78,80807110|0386|A668|2025-12-25|push replenishment|004302,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812103,0386,A668,10,80812103|0386|A668|2025-12-25|push replenishment|004371,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812839,0386,A668,303,80812839|0386|A668|2025-12-25|push replenishment|004403,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812840,0386,A668,218,80812840|0386|A668|2025-12-25|push replenishment|004468,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,80812846,0386,A668,160,80812846|0386|A668|2025-12-25|push replenishment|004650,2025-12-25,2025-12-30,delivery_shipment
2025-12-25,21155895,0386,A672,40,21155895|0386|A672|2025-12-25|net demand for normal|003866,2025-12-25,2026-01-01,delivery_shipment
2025-12-25,21472283,0386,A672,10,21472283|0386|A672|2025-12-25|net demand for normal|004169,2025-12-25,2026-01-01,delivery_shipment
2025-12-25,21155895,0386,A672,2,21155895|0386|A672|2025-12-25|net demand for net demand for normal|003864,2025-12-25,2026-01-01,delivery_shipment
2025-12-25,21143102,0386,A672,11,21143102|0386|A672|2025-12-25|net demand for forecast|003748,2025-12-25,2026-01-01,delivery_shipment
2025-12-25,21143102,0386,A672,11,21143102|0386|A672|2025-12-25|net demand for forecast|003749,2025-12-25,2026-01-01,delivery_shipment
2025-12-25,21143102,0386,A672,16,21143102|0386|A672|2025-12-25|net demand for forecast|003750,2025-12-25,2026-01-01,delivery_shipment
2025-12-25,21143102,0386,A672,16,21143102|0386|A672|2025-12-25|net demand for forecast|003751,2025-12-25,2026-01-01,delivery_shipment
2025-12-25,21143102,0386,A672,16,21143102|0386|A672|2025-12-25|net demand for forecast|003752,2025-12-25,2026-01-02,delivery_shipment
2025-12-25,21143102,0386,A672,17,21143102|0386|A672|2025-12-25|net demand for forecast|003753,2025-12-25,2026-01-01,delivery_shipment
2025-12-25,21143102,0386,A672,18,21143102|0386|A672|2025-12-25|net demand for forecast|003754,2025-12-25,2026-01-01,delivery_shipment
2025-12-25,21143102,0386,A672,18,21143102|0386|A672|2025-12-25|net demand for forecast|003755,2025-12-25,2026-01-01,delivery_shipment
2025-12-25,21143102,0386,A672,18,21143102|0386|A672|2025-12-25|net demand for forecast|003756,2025-12-25,2026-01-01,delivery_shipment
2025-12-25,21143102,0386,A672,18,21143102|0386|A672|2025-12-25|net demand for forecast|003757,2025-12-25,2026-01-01,delivery_shipment
2025-12-25,21143102,0386,A672,18,21143102|0386|A672|2025-12-25|net demand for forecast|003758,2025-12-25,2026-01-01,delivery_shipment
2025-12-25,21143102,0386,A672,18,21143102|0386|A672|2025-12-25|net demand for forecast|003759,2025-12-25,2026-01-01,delivery_shipment
