date,material,receiving,quantity,ori_deployment_uid,vehicle_uid,actual_ship_date
2025-12-23,21428668,C816,215,21428668|0386|C816|2025-12-21|net demand for forecast|001515,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-23,21165946,C816,1,21165946|0386|C816|2025-12-21|net demand for net demand for forecast|001308,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-23,21165946,C816,1,21165946|0386|C816|2025-12-21|net demand for net demand for forecast|001310,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-23,21165946,C816,1,21165946|0386|C816|2025-12-21|net demand for net demand for forecast|001311,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-23,21428668,C816,95,21428668|0386|C816|2025-12-21|net demand for net demand for forecast|001528,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-23,21428668,C816,166,21428668|0386|C816|2025-12-21|net demand for net demand for forecast|001533,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-23,21428668,C816,283,21428668|0386|C816|2025-12-21|net demand for net demand for forecast|001539,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-23,21170683,C816,9,21170683|0386|C816|2025-12-21|net demand for net demand for safety|001438,20251221-0386-C816-LARGE-#1,2025-12-21
2025-12-23,21139445,C816,34,21139445|0386|C816|2025-12-22|net demand for normal|001724,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21307836,C816,9,21307836|0386|C816|2025-12-22|net demand for normal|002124,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21377091,C816,62,21377091|0386|C816|2025-12-22|net demand for normal|002225,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21139445,C816,14,21139445|0386|C816|2025-12-22|net demand for net demand for normal|001721,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21307836,C816,2,21307836|0386|C816|2025-12-22|net demand for net demand for normal|002119,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21307836,C816,11,21307836|0386|C816|2025-12-22|net demand for net demand for normal|002121,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21419490,C816,37,21419490|0386|C816|2025-12-22|net demand for net demand for normal|002296,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21419490,C816,211,21419490|0386|C816|2025-12-22|net demand for net demand for normal|002297,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21419490,C816,397,21419490|0386|C816|2025-12-22|net demand for net demand for normal|002298,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21419490,C816,421,21419490|0386|C816|2025-12-22|net demand for net demand for normal|002299,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21139445,C816,6,21139445|0386|C816|2025-12-22|net demand for net demand for net demand for normal|001718,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21139445,C816,11,21139445|0386|C816|2025-12-22|net demand for forecast|001681,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21139445,C816,23,21139445|0386|C816|2025-12-22|net demand for forecast|001682,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21139445,C816,23,21139445|0386|C816|2025-12-22|net demand for forecast|001683,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21139445,C816,24,21139445|0386|C816|2025-12-22|net demand for forecast|001686,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21139445,C816,24,21139445|0386|C816|2025-12-22|net demand for forecast|001687,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21143110,C816,2,21143110|0386|C816|2025-12-22|net demand for forecast|001849,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21143110,C816,3,21143110|0386|C816|2025-12-22|net demand for forecast|001850,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21143110,C816,3,21143110|0386|C816|2025-12-22|net demand for forecast|001851,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21143110,C816,3,21143110|0386|C816|2025-12-22|net demand for forecast|001852,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21143110,C816,3,21143110|0386|C816|2025-12-22|net demand for forecast|001854,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21165868,C816,2,21165868|0386|C816|2025-12-22|net demand for forecast|001897,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21165868,C816,3,21165868|0386|C816|2025-12-22|net demand for forecast|001898,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21165868,C816,3,21165868|0386|C816|2025-12-22|net demand for forecast|001899,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21165868,C816,3,21165868|0386|C816|2025-12-22|net demand for forecast|001901,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21165868,C816,4,21165868|0386|C816|2025-12-22|net demand for forecast|001902,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21165868,C816,4,21165868|0386|C816|2025-12-22|net demand for forecast|001903,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21307836,C816,5,21307836|0386|C816|2025-12-22|net demand for forecast|002086,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21307836,C816,9,21307836|0386|C816|2025-12-22|net demand for forecast|002087,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21307836,C816,10,21307836|0386|C816|2025-12-22|net demand for forecast|002089,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21307836,C816,10,21307836|0386|C816|2025-12-22|net demand for forecast|002090,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21307836,C816,10,21307836|0386|C816|2025-12-22|net demand for forecast|002091,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21377091,C816,5,21377091|0386|C816|2025-12-22|net demand for forecast|002218,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21377091,C816,12,21377091|0386|C816|2025-12-22|net demand for forecast|002219,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21377091,C816,12,21377091|0386|C816|2025-12-22|net demand for forecast|002220,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21377091,C816,13,21377091|0386|C816|2025-12-22|net demand for forecast|002221,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21377091,C816,13,21377091|0386|C816|2025-12-22|net demand for forecast|002222,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21377091,C816,13,21377091|0386|C816|2025-12-22|net demand for forecast|002223,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21377091,C816,13,21377091|0386|C816|2025-12-22|net demand for forecast|002224,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21419490,C816,21,21419490|0386|C816|2025-12-22|net demand for forecast|002263,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21419490,C816,144,21419490|0386|C816|2025-12-22|net demand for forecast|002266,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21419490,C816,144,21419490|0386|C816|2025-12-22|net demand for forecast|002267,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21419490,C816,144,21419490|0386|C816|2025-12-22|net demand for forecast|002269,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21139445,C816,5,21139445|0386|C816|2025-12-22|net demand for net demand for forecast|001688,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21139445,C816,10,21139445|0386|C816|2025-12-22|net demand for net demand for forecast|001689,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21139445,C816,10,21139445|0386|C816|2025-12-22|net demand for net demand for forecast|001690,20251222-0386-C816-LARGE-#1,2025-12-22
2025-12-23,21139445,C816,10,21139445|0386|C816|2025-12-22|net demand for net demand for forecast|001692,20251222-0386-C816-LARGE-#1,2025-12-22
