transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
80848025|0386|A716|2026-01-10|net demand for AO|021638_transit_20260110-0386-A716-Train-#1,2026-01-24,80848025,0386,A716,2026-01-10,2026-01-25,1,80848025|0386|A716|2026-01-10|net demand for AO|021638,20260110-0386-A716-Train-#1
80804698|0386|A716|2026-01-10|net demand for forecast|020918_transit_20260110-0386-A716-Train-#1,2026-01-24,80804698,0386,A716,2026-01-10,2026-01-25,5,80804698|0386|A716|2026-01-10|net demand for forecast|020918,20260110-0386-A716-Train-#1
80804698|0386|A716|2026-01-10|net demand for forecast|020923_transit_20260110-0386-A716-Train-#1,2026-01-24,80804698,0386,A716,2026-01-10,2026-01-25,5,80804698|0386|A716|2026-01-10|net demand for forecast|020923,20260110-0386-A716-Train-#1
80804698|0386|A716|2026-01-10|net demand for forecast|020925_transit_20260110-0386-A716-Train-#1,2026-01-24,80804698,0386,A716,2026-01-10,2026-01-25,5,80804698|0386|A716|2026-01-10|net demand for forecast|020925,20260110-0386-A716-Train-#1
80804705|0386|A716|2026-01-10|net demand for forecast|021106_transit_20260110-0386-A716-Train-#1,2026-01-24,80804705,0386,A716,2026-01-10,2026-01-25,1,80804705|0386|A716|2026-01-10|net demand for forecast|021106,20260110-0386-A716-Train-#1
80804705|0386|A716|2026-01-10|net demand for forecast|021109_transit_20260110-0386-A716-Train-#1,2026-01-24,80804705,0386,A716,2026-01-10,2026-01-25,2,80804705|0386|A716|2026-01-10|net demand for forecast|021109,20260110-0386-A716-Train-#1
80804705|0386|A716|2026-01-10|net demand for forecast|021116_transit_20260110-0386-A716-Train-#1,2026-01-24,80804705,0386,A716,2026-01-10,2026-01-25,2,80804705|0386|A716|2026-01-10|net demand for forecast|021116,20260110-0386-A716-Train-#1
80804705|0386|A716|2026-01-10|net demand for forecast|021119_transit_20260110-0386-A716-Train-#1,2026-01-24,80804705,0386,A716,2026-01-10,2026-01-25,2,80804705|0386|A716|2026-01-10|net demand for forecast|021119,20260110-0386-A716-Train-#1
80807091|0386|A716|2026-01-10|net demand for forecast|021287_transit_20260110-0386-A716-Train-#1,2026-01-24,80807091,0386,A716,2026-01-10,2026-01-25,1,80807091|0386|A716|2026-01-10|net demand for forecast|021287,20260110-0386-A716-Train-#1
80807091|0386|A716|2026-01-10|net demand for forecast|021288_transit_20260110-0386-A716-Train-#1,2026-01-24,80807091,0386,A716,2026-01-10,2026-01-25,1,80807091|0386|A716|2026-01-10|net demand for forecast|021288,20260110-0386-A716-Train-#1
80807091|0386|A716|2026-01-10|net demand for forecast|021295_transit_20260110-0386-A716-Train-#1,2026-01-24,80807091,0386,A716,2026-01-10,2026-01-25,1,80807091|0386|A716|2026-01-10|net demand for forecast|021295,20260110-0386-A716-Train-#1
80807091|0386|A716|2026-01-10|net demand for forecast|021297_transit_20260110-0386-A716-Train-#1,2026-01-24,80807091,0386,A716,2026-01-10,2026-01-25,1,80807091|0386|A716|2026-01-10|net demand for forecast|021297,20260110-0386-A716-Train-#1
80848025|0386|A716|2026-01-10|net demand for forecast|021641_transit_20260110-0386-A716-Train-#1,2026-01-24,80848025,0386,A716,2026-01-10,2026-01-25,1,80848025|0386|A716|2026-01-10|net demand for forecast|021641,20260110-0386-A716-Train-#1
80848025|0386|A716|2026-01-10|net demand for forecast|021647_transit_20260110-0386-A716-Train-#1,2026-01-24,80848025,0386,A716,2026-01-10,2026-01-25,2,80848025|0386|A716|2026-01-10|net demand for forecast|021647,20260110-0386-A716-Train-#1
80848025|0386|A716|2026-01-10|net demand for forecast|021651_transit_20260110-0386-A716-Train-#1,2026-01-24,80848025,0386,A716,2026-01-10,2026-01-25,2,80848025|0386|A716|2026-01-10|net demand for forecast|021651,20260110-0386-A716-Train-#1
