transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
21301637|0386|A715|2025-12-19|net demand for normal|000411_transit_20251219-0386-A715-Train-#1,2025-12-28,21301637,0386,A715,2025-12-19,2025-12-29,7,21301637|0386|A715|2025-12-19|net demand for normal|000411,20251219-0386-A715-Train-#1
21357021|0386|A715|2025-12-19|net demand for normal|000546_transit_20251219-0386-A715-Train-#1,2025-12-28,21357021,0386,A715,2025-12-19,2025-12-29,10,21357021|0386|A715|2025-12-19|net demand for normal|000546,20251219-0386-A715-Train-#1
21143102|0386|A715|2025-12-19|net demand for forecast|000212_transit_20251219-0386-A715-Train-#1,2025-12-28,21143102,0386,A715,2025-12-19,2025-12-29,2,21143102|0386|A715|2025-12-19|net demand for forecast|000212,20251219-0386-A715-Train-#1
21143102|0386|A715|2025-12-19|net demand for forecast|000213_transit_20251219-0386-A715-Train-#1,2025-12-28,21143102,0386,A715,2025-12-19,2025-12-29,2,21143102|0386|A715|2025-12-19|net demand for forecast|000213,20251219-0386-A715-Train-#1
21143102|0386|A715|2025-12-19|net demand for forecast|000214_transit_20251219-0386-A715-Train-#1,2025-12-28,21143102,0386,A715,2025-12-19,2025-12-29,2,21143102|0386|A715|2025-12-19|net demand for forecast|000214,20251219-0386-A715-Train-#1
21143102|0386|A715|2025-12-19|net demand for forecast|000215_transit_20251219-0386-A715-Train-#1,2025-12-28,21143102,0386,A715,2025-12-19,2025-12-29,2,21143102|0386|A715|2025-12-19|net demand for forecast|000215,20251219-0386-A715-Train-#1
21143102|0386|A715|2025-12-19|net demand for forecast|000216_transit_20251219-0386-A715-Train-#1,2025-12-28,21143102,0386,A715,2025-12-19,2025-12-29,2,21143102|0386|A715|2025-12-19|net demand for forecast|000216,20251219-0386-A715-Train-#1
21143102|0386|A715|2025-12-19|net demand for forecast|000217_transit_20251219-0386-A715-Train-#1,2025-12-28,21143102,0386,A715,2025-12-19,2025-12-29,2,21143102|0386|A715|2025-12-19|net demand for forecast|000217,20251219-0386-A715-Train-#1
21143102|0386|A715|2025-12-19|net demand for forecast|000218_transit_20251219-0386-A715-Train-#1,2025-12-28,21143102,0386,A715,2025-12-19,2025-12-29,2,21143102|0386|A715|2025-12-19|net demand for forecast|000218,20251219-0386-A715-Train-#1
21143102|0386|A715|2025-12-19|net demand for forecast|000219_transit_20251219-0386-A715-Train-#1,2025-12-28,21143102,0386,A715,2025-12-19,2025-12-29,2,21143102|0386|A715|2025-12-19|net demand for forecast|000219,20251219-0386-A715-Train-#1
21143102|0386|A715|2025-12-19|net demand for forecast|000220_transit_20251219-0386-A715-Train-#1,2025-12-28,21143102,0386,A715,2025-12-19,2025-12-29,2,21143102|0386|A715|2025-12-19|net demand for forecast|000220,20251219-0386-A715-Train-#1
21143102|0386|A715|2025-12-19|net demand for forecast|000221_transit_20251219-0386-A715-Train-#1,2025-12-28,21143102,0386,A715,2025-12-19,2025-12-29,2,21143102|0386|A715|2025-12-19|net demand for forecast|000221,20251219-0386-A715-Train-#1
21143102|0386|A715|2025-12-19|net demand for forecast|000222_transit_20251219-0386-A715-Train-#1,2025-12-28,21143102,0386,A715,2025-12-19,2025-12-29,2,21143102|0386|A715|2025-12-19|net demand for forecast|000222,20251219-0386-A715-Train-#1
21143102|0386|A715|2025-12-19|net demand for forecast|000223_transit_20251219-0386-A715-Train-#1,2025-12-28,21143102,0386,A715,2025-12-19,2025-12-29,2,21143102|0386|A715|2025-12-19|net demand for forecast|000223,20251219-0386-A715-Train-#1
21143102|0386|A715|2025-12-19|net demand for forecast|000224_transit_20251219-0386-A715-Train-#1,2025-12-28,21143102,0386,A715,2025-12-19,2025-12-29,2,21143102|0386|A715|2025-12-19|net demand for forecast|000224,20251219-0386-A715-Train-#1
21143102|0386|A715|2025-12-19|net demand for forecast|000225_transit_20251219-0386-A715-Train-#1,2025-12-28,21143102,0386,A715,2025-12-19,2025-12-29,2,21143102|0386|A715|2025-12-19|net demand for forecast|000225,20251219-0386-A715-Train-#1
21143102|0386|A715|2025-12-19|net demand for forecast|000226_transit_20251219-0386-A715-Train-#1,2025-12-28,21143102,0386,A715,2025-12-19,2025-12-29,2,21143102|0386|A715|2025-12-19|net demand for forecast|000226,20251219-0386-A715-Train-#1
