transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
80805856|0386|A716|2026-02-03|net demand for safety|052428_transit_20260203-0386-A716-Train-#1,2026-02-16,80805856,0386,A716,2026-02-03,2026-02-17,25,80805856|0386|A716|2026-02-03|net demand for safety|052428,20260203-0386-A716-Train-#1
21314602|0386|A716|2026-02-02|push replenishment|050913_transit_20260203-0386-A716-Train-#1,2026-02-16,21314602,0386,A716,2026-02-03,2026-02-17,19,21314602|0386|A716|2026-02-02|push replenishment|050913,20260203-0386-A716-Train-#1
21137866|0386|A716|2026-02-03|push replenishment|051816_transit_20260203-0386-A716-Train-#1,2026-02-16,21137866,0386,A716,2026-02-03,2026-02-17,180,21137866|0386|A716|2026-02-03|push replenishment|051816,20260203-0386-A716-Train-#1
21143103|0386|A716|2026-02-03|push replenishment|051873_transit_20260203-0386-A716-Train-#1,2026-02-16,21143103,0386,A716,2026-02-03,2026-02-17,19,21143103|0386|A716|2026-02-03|push replenishment|051873,20260203-0386-A716-Train-#1
21148509|0386|A716|2026-02-03|push replenishment|051909_transit_20260203-0386-A716-Train-#1,2026-02-16,21148509,0386,A716,2026-02-03,2026-02-17,58,21148509|0386|A716|2026-02-03|push replenishment|051909,20260203-0386-A716-Train-#1
21151196|0386|A716|2026-02-03|push replenishment|051955_transit_20260203-0386-A716-Train-#1,2026-02-16,21151196,0386,A716,2026-02-03,2026-02-17,5,21151196|0386|A716|2026-02-03|push replenishment|051955,20260203-0386-A716-Train-#1
80812846|0386|A716|2026-02-03|push replenishment|052708_transit_20260203-0386-A716-Train-#1,2026-02-16,80812846,0386,A716,2026-02-03,2026-02-17,100,80812846|0386|A716|2026-02-03|push replenishment|052708,20260203-0386-A716-Train-#1
21128377|0386|A716|2026-02-04|net demand for safety|052929_transit_20260205-0386-A716-Train-#1,2026-02-16,21128377,0386,A716,2026-02-05,2026-02-19,20,21128377|0386|A716|2026-02-04|net demand for safety|052929,20260205-0386-A716-Train-#1
21133312|0386|A716|2026-02-05|net demand for safety|054003_transit_20260205-0386-A716-Train-#1,2026-02-16,21133312,0386,A716,2026-02-05,2026-02-19,4,21133312|0386|A716|2026-02-05|net demand for safety|054003,20260205-0386-A716-Train-#1
80804136|0386|A716|2026-02-05|net demand for safety|054279_transit_20260205-0386-A716-Train-#1,2026-02-16,80804136,0386,A716,2026-02-05,2026-02-19,7,80804136|0386|A716|2026-02-05|net demand for safety|054279,20260205-0386-A716-Train-#1
80807116|0386|A716|2026-02-05|net demand for safety|054634_transit_20260205-0386-A716-Train-#1,2026-02-16,80807116,0386,A716,2026-02-05,2026-02-19,9,80807116|0386|A716|2026-02-05|net demand for safety|054634,20260205-0386-A716-Train-#1
80848026|0386|A716|2026-02-05|net demand for safety|054850_transit_20260205-0386-A716-Train-#1,2026-02-16,80848026,0386,A716,2026-02-05,2026-02-20,62,80848026|0386|A716|2026-02-05|net demand for safety|054850,20260205-0386-A716-Train-#1
21128377|0386|A716|2026-02-04|push replenishment|052930_transit_20260205-0386-A716-Train-#1,2026-02-16,21128377,0386,A716,2026-02-05,2026-02-20,66,21128377|0386|A716|2026-02-04|push replenishment|052930,20260205-0386-A716-Train-#1
80804130|0386|A716|2026-02-04|push replenishment|053202_transit_20260205-0386-A716-Train-#1,2026-02-16,80804130,0386,A716,2026-02-05,2026-02-19,2,80804130|0386|A716|2026-02-04|push replenishment|053202,20260205-0386-A716-Train-#1
80807097|0386|A716|2026-02-04|push replenishment|053507_transit_20260205-0386-A716-Train-#1,2026-02-16,80807097,0386,A716,2026-02-05,2026-02-19,13,80807097|0386|A716|2026-02-04|push replenishment|053507,20260205-0386-A716-Train-#1
80807102|0386|A716|2026-02-04|push replenishment|053518_transit_20260205-0386-A716-Train-#1,2026-02-16,80807102,0386,A716,2026-02-05,2026-02-20,60,80807102|0386|A716|2026-02-04|push replenishment|053518,20260205-0386-A716-Train-#1
80807119|0386|A716|2026-02-04|push replenishment|053618_transit_20260205-0386-A716-Train-#1,2026-02-16,80807119,0386,A716,2026-02-05,2026-02-19,46,80807119|0386|A716|2026-02-04|push replenishment|053618,20260205-0386-A716-Train-#1
