transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
21139445|C816|A672|2026-02-19|net demand for forecast|063623_transit_20260222-C816-A672-Train-#1,2026-02-27,21139445,C816,A672,2026-02-22,2026-03-02,2,21139445|C816|A672|2026-02-19|net demand for forecast|063623,20260222-C816-A672-Train-#1
21139445|C816|A672|2026-02-19|net demand for forecast|063624_transit_20260222-C816-A672-Train-#1,2026-02-27,21139445,C816,A672,2026-02-22,2026-03-02,2,21139445|C816|A672|2026-02-19|net demand for forecast|063624,20260222-C816-A672-Train-#1
21139445|C816|A672|2026-02-19|net demand for forecast|063625_transit_20260222-C816-A672-Train-#1,2026-02-27,21139445,C816,A672,2026-02-22,2026-03-03,2,21139445|C816|A672|2026-02-19|net demand for forecast|063625,20260222-C816-A672-Train-#1
21139445|C816|A672|2026-02-19|net demand for forecast|063626_transit_20260222-C816-A672-Train-#1,2026-02-27,21139445,C816,A672,2026-02-22,2026-03-02,8,21139445|C816|A672|2026-02-19|net demand for forecast|063626,20260222-C816-A672-Train-#1
21139445|C816|A672|2026-02-19|net demand for forecast|063627_transit_20260222-C816-A672-Train-#1,2026-02-27,21139445,C816,A672,2026-02-22,2026-03-02,8,21139445|C816|A672|2026-02-19|net demand for forecast|063627,20260222-C816-A672-Train-#1
21139445|C816|A672|2026-02-19|net demand for forecast|063628_transit_20260222-C816-A672-Train-#1,2026-02-27,21139445,C816,A672,2026-02-22,2026-03-02,9,21139445|C816|A672|2026-02-19|net demand for forecast|063628,20260222-C816-A672-Train-#1
21139445|C816|A672|2026-02-19|net demand for forecast|063629_transit_20260222-C816-A672-Train-#1,2026-02-27,21139445,C816,A672,2026-02-22,2026-03-02,9,21139445|C816|A672|2026-02-19|net demand for forecast|063629,20260222-C816-A672-Train-#1
21307836|C816|A672|2026-02-19|net demand for forecast|063691_transit_20260222-C816-A672-Train-#1,2026-02-27,21307836,C816,A672,2026-02-22,2026-03-02,1,21307836|C816|A672|2026-02-19|net demand for forecast|063691,20260222-C816-A672-Train-#1
21307836|C816|A672|2026-02-19|net demand for forecast|063692_transit_20260222-C816-A672-Train-#1,2026-02-27,21307836,C816,A672,2026-02-22,2026-03-02,1,21307836|C816|A672|2026-02-19|net demand for forecast|063692,20260222-C816-A672-Train-#1
21307836|C816|A672|2026-02-19|net demand for forecast|063693_transit_20260222-C816-A672-Train-#1,2026-02-27,21307836,C816,A672,2026-02-22,2026-03-02,1,21307836|C816|A672|2026-02-19|net demand for forecast|063693,20260222-C816-A672-Train-#1
21307836|C816|A672|2026-02-19|net demand for forecast|063694_transit_20260222-C816-A672-Train-#1,2026-02-27,21307836,C816,A672,2026-02-22,2026-03-02,1,21307836|C816|A672|2026-02-19|net demand for forecast|063694,20260222-C816-A672-Train-#1
21307836|C816|A672|2026-02-19|net demand for forecast|063695_transit_20260222-C816-A672-Train-#1,2026-02-27,21307836,C816,A672,2026-02-22,2026-03-02,1,21307836|C816|A672|2026-02-19|net demand for forecast|063695,20260222-C816-A672-Train-#1
21307836|C816|A672|2026-02-19|net demand for forecast|063696_transit_20260222-C816-A672-Train-#1,2026-02-27,21307836,C816,A672,2026-02-22,2026-03-03,1,21307836|C816|A672|2026-02-19|net demand for forecast|063696,20260222-C816-A672-Train-#1
21442897|C816|A672|2026-02-19|net demand for forecast|063794_transit_20260222-C816-A672-Train-#1,2026-02-27,21442897,C816,A672,2026-02-22,2026-03-02,2,21442897|C816|A672|2026-02-19|net demand for forecast|063794,20260222-C816-A672-Train-#1
21442897|C816|A672|2026-02-19|net demand for forecast|063795_transit_20260222-C816-A672-Train-#1,2026-02-27,21442897,C816,A672,2026-02-22,2026-03-02,2,21442897|C816|A672|2026-02-19|net demand for forecast|063795,20260222-C816-A672-Train-#1
21442897|C816|A672|2026-02-19|net demand for forecast|063796_transit_20260222-C816-A672-Train-#1,2026-02-27,21442897,C816,A672,2026-02-22,2026-03-02,2,21442897|C816|A672|2026-02-19|net demand for forecast|063796,20260222-C816-A672-Train-#1
21442897|C816|A672|2026-02-19|net demand for forecast|063797_transit_20260222-C816-A672-Train-#1,2026-02-27,21442897,C816,A672,2026-02-22,2026-03-02,2,21442897|C816|A672|2026-02-19|net demand for forecast|063797,20260222-C816-A672-Train-#1
21442897|C816|A672|2026-02-19|net demand for forecast|063798_transit_20260222-C816-A672-Train-#1,2026-02-27,21442897,C816,A672,2026-02-22,2026-03-02,2,21442897|C816|A672|2026-02-19|net demand for forecast|063798,20260222-C816-A672-Train-#1
21442897|C816|A672|2026-02-19|net demand for forecast|063799_transit_20260222-C816-A672-Train-#1,2026-02-27,21442897,C816,A672,2026-02-22,2026-03-02,2,21442897|C816|A672|2026-02-19|net demand for forecast|063799,20260222-C816-A672-Train-#1
21442897|C816|A672|2026-02-19|net demand for forecast|063800_transit_20260222-C816-A672-Train-#1,2026-02-27,21442897,C816,A672,2026-02-22,2026-03-02,2,21442897|C816|A672|2026-02-19|net demand for forecast|063800,20260222-C816-A672-Train-#1
80804698|C816|A672|2026-02-19|net demand for forecast|063889_transit_20260222-C816-A672-Train-#1,2026-02-27,80804698,C816,A672,2026-02-22,2026-03-02,1,80804698|C816|A672|2026-02-19|net demand for forecast|063889,20260222-C816-A672-Train-#1
80804698|C816|A672|2026-02-19|net demand for forecast|063890_transit_20260222-C816-A672-Train-#1,2026-02-27,80804698,C816,A672,2026-02-22,2026-03-02,1,80804698|C816|A672|2026-02-19|net demand for forecast|063890,20260222-C816-A672-Train-#1
80804698|C816|A672|2026-02-19|net demand for forecast|063891_transit_20260222-C816-A672-Train-#1,2026-02-27,80804698,C816,A672,2026-02-22,2026-03-02,1,80804698|C816|A672|2026-02-19|net demand for forecast|063891,20260222-C816-A672-Train-#1
80804698|C816|A672|2026-02-19|net demand for forecast|063892_transit_20260222-C816-A672-Train-#1,2026-02-27,80804698,C816,A672,2026-02-22,2026-03-02,2,80804698|C816|A672|2026-02-19|net demand for forecast|063892,20260222-C816-A672-Train-#1
80804698|C816|A672|2026-02-19|net demand for forecast|063893_transit_20260222-C816-A672-Train-#1,2026-02-27,80804698,C816,A672,2026-02-22,2026-03-02,2,80804698|C816|A672|2026-02-19|net demand for forecast|063893,20260222-C816-A672-Train-#1
80804698|C816|A672|2026-02-19|net demand for forecast|063894_transit_20260222-C816-A672-Train-#1,2026-02-27,80804698,C816,A672,2026-02-22,2026-03-02,2,80804698|C816|A672|2026-02-19|net demand for forecast|063894,20260222-C816-A672-Train-#1
80804698|C816|A672|2026-02-19|net demand for forecast|063895_transit_20260222-C816-A672-Train-#1,2026-02-27,80804698,C816,A672,2026-02-22,2026-03-02,2,80804698|C816|A672|2026-02-19|net demand for forecast|063895,20260222-C816-A672-Train-#1
80804704|C816|A672|2026-02-19|net demand for forecast|063933_transit_20260222-C816-A672-Train-#1,2026-02-27,80804704,C816,A672,2026-02-22,2026-03-02,1,80804704|C816|A672|2026-02-19|net demand for forecast|063933,20260222-C816-A672-Train-#1
80804704|C816|A672|2026-02-19|net demand for forecast|063934_transit_20260222-C816-A672-Train-#1,2026-02-27,80804704,C816,A672,2026-02-22,2026-03-02,2,80804704|C816|A672|2026-02-19|net demand for forecast|063934,20260222-C816-A672-Train-#1
80804704|C816|A672|2026-02-19|net demand for forecast|063935_transit_20260222-C816-A672-Train-#1,2026-02-27,80804704,C816,A672,2026-02-22,2026-03-02,6,80804704|C816|A672|2026-02-19|net demand for forecast|063935,20260222-C816-A672-Train-#1
80804704|C816|A672|2026-02-19|net demand for forecast|063936_transit_20260222-C816-A672-Train-#1,2026-02-27,80804704,C816,A672,2026-02-22,2026-03-02,6,80804704|C816|A672|2026-02-19|net demand for forecast|063936,20260222-C816-A672-Train-#1
80804704|C816|A672|2026-02-19|net demand for forecast|063937_transit_20260222-C816-A672-Train-#1,2026-02-27,80804704,C816,A672,2026-02-22,2026-03-02,6,80804704|C816|A672|2026-02-19|net demand for forecast|063937,20260222-C816-A672-Train-#1
80804704|C816|A672|2026-02-19|net demand for forecast|063938_transit_20260222-C816-A672-Train-#1,2026-02-27,80804704,C816,A672,2026-02-22,2026-03-02,6,80804704|C816|A672|2026-02-19|net demand for forecast|063938,20260222-C816-A672-Train-#1
80804705|C816|A672|2026-02-19|net demand for forecast|063956_transit_20260222-C816-A672-Train-#1,2026-02-27,80804705,C816,A672,2026-02-22,2026-03-02,9,80804705|C816|A672|2026-02-19|net demand for forecast|063956,20260222-C816-A672-Train-#1
80804705|C816|A672|2026-02-19|net demand for forecast|063957_transit_20260222-C816-A672-Train-#1,2026-02-27,80804705,C816,A672,2026-02-22,2026-03-02,10,80804705|C816|A672|2026-02-19|net demand for forecast|063957,20260222-C816-A672-Train-#1
