date,material,location,quantity
2025-12-22,21029016,A668,78
2025-12-22,21029016,A672,474
2025-12-22,21029016,A673,228
2025-12-22,21029016,A680,68
2025-12-22,21029016,A715,18
2025-12-22,21029016,A716,28
2025-12-22,21029016,C810,5
2025-12-22,21029016,C816,158
2025-12-22,21029016,C819,7
2025-12-22,21029016,C937,31
2025-12-22,21029016,D767,24
2025-12-22,21029016,E556,88
2025-12-22,21029016,E564,50
2025-12-22,21029016,E568,4
2025-12-22,21029016,E569,22
2025-12-22,21098519,A668,541
2025-12-22,21098519,A672,1318
2025-12-22,21098519,A673,878
2025-12-22,21098519,A680,327
2025-12-22,21098519,A715,173
2025-12-22,21098519,A716,101
2025-12-22,21098519,C810,301
2025-12-22,21098519,C816,1004
2025-12-22,21098519,C819,0
2025-12-22,21098519,C937,97
2025-12-22,21098519,D191,2
2025-12-22,21098519,D767,41
2025-12-22,21098519,D901,311
2025-12-22,21098519,E556,44
2025-12-22,21098519,E564,43
2025-12-22,21098519,E568,3
2025-12-22,21098519,E569,11
2025-12-22,21103371,A668,525
2025-12-22,21103371,A672,824
2025-12-22,21103371,A673,892
2025-12-22,21103371,A680,285
2025-12-22,21103371,A715,125
2025-12-22,21103371,A716,95
2025-12-22,21103371,C563,31
2025-12-22,21103371,C810,296
2025-12-22,21103371,C816,487
2025-12-22,21103371,C937,58
2025-12-22,21103371,D191,2
2025-12-22,21103371,D767,25
2025-12-22,21103371,D901,236
2025-12-22,21103371,E295,273
2025-12-22,21103371,E564,20
2025-12-22,21103371,E568,2
2025-12-22,21103371,E569,10
2025-12-22,21103372,A668,416
2025-12-22,21103372,A672,855
2025-12-22,21103372,A673,996
2025-12-22,21103372,A680,263
2025-12-22,21103372,A715,177
2025-12-22,21103372,A716,99
2025-12-22,21103372,C810,303
2025-12-22,21103372,C816,499
2025-12-22,21103372,C819,0
2025-12-22,21103372,C937,60
2025-12-22,21103372,D191,2
2025-12-22,21103372,D767,64
2025-12-22,21103372,D901,316
2025-12-22,21103372,E556,140
