date,material,receiving,quantity,ori_deployment_uid,vehicle_uid,actual_ship_date
2026-01-16,21315352,A716,1,21315352|0386|A716|2026-01-01|net demand for normal|010520,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,80885920,A716,5,80885920|0386|A716|2026-01-02|net demand for normal|011724,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,80804135,A716,1,80804135|0386|A716|2026-01-01|net demand for AO|010757,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,80804135,A716,1,80804135|0386|A716|2026-01-01|net demand for AO|010758,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,80804135,A716,1,80804135|0386|A716|2026-01-01|net demand for AO|010760,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,80804135,A716,1,80804135|0386|A716|2026-01-01|net demand for AO|010761,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,80804135,A716,1,80804135|0386|A716|2026-01-01|net demand for AO|010762,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,80804135,A716,1,80804135|0386|A716|2026-01-01|net demand for AO|010763,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,80804135,A716,2,80804135|0386|A716|2026-01-01|net demand for AO|010764,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,21165816,A716,1,21165816|0386|A716|2026-01-01|net demand for forecast|010398,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,21165816,A716,1,21165816|0386|A716|2026-01-01|net demand for forecast|010399,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,21165816,A716,1,21165816|0386|A716|2026-01-01|net demand for forecast|010400,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,21165816,A716,1,21165816|0386|A716|2026-01-01|net demand for forecast|010403,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,21315352,A716,1,21315352|0386|A716|2026-01-01|net demand for forecast|010501,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,21315352,A716,1,21315352|0386|A716|2026-01-01|net demand for forecast|010503,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,21315352,A716,1,21315352|0386|A716|2026-01-01|net demand for forecast|010504,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,21315352,A716,1,21315352|0386|A716|2026-01-01|net demand for forecast|010505,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,21315352,A716,1,21315352|0386|A716|2026-01-01|net demand for forecast|010506,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,21315352,A716,1,21315352|0386|A716|2026-01-01|net demand for forecast|010508,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,21315352,A716,1,21315352|0386|A716|2026-01-01|net demand for forecast|010509,20260102-0386-A716-Train-#1,2026-01-02
2026-01-16,21315352,A716,1,21315352|0386|A716|2026-01-01|net demand for forecast|010510,20260102-0386-A716-Train-#1,2026-01-02
