transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
80848026|0386|A716|2026-01-22|net demand for forecast|038131_transit_20260122-0386-A716-Train-#1,2026-02-05,80848026,0386,A716,2026-01-22,2026-02-06,1,80848026|0386|A716|2026-01-22|net demand for forecast|038131,20260122-0386-A716-Train-#1
80848026|0386|A716|2026-01-22|net demand for forecast|038146_transit_20260122-0386-A716-Train-#1,2026-02-05,80848026,0386,A716,2026-01-22,2026-02-06,2,80848026|0386|A716|2026-01-22|net demand for forecast|038146,20260122-0386-A716-Train-#1
80812845|0386|A716|2026-01-22|net demand for safety|037869_transit_20260122-0386-A716-Train-#1,2026-02-05,80812845,0386,A716,2026-01-22,2026-02-06,57,80812845|0386|A716|2026-01-22|net demand for safety|037869,20260122-0386-A716-Train-#1
21128377|0386|A716|2026-01-22|push replenishment|037216_transit_20260122-0386-A716-Train-#1,2026-02-05,21128377,0386,A716,2026-01-22,2026-02-06,54,21128377|0386|A716|2026-01-22|push replenishment|037216,20260122-0386-A716-Train-#1
80804138|0386|A716|2026-01-22|push replenishment|037575_transit_20260122-0386-A716-Train-#1,2026-02-05,80804138,0386,A716,2026-01-22,2026-02-06,37,80804138|0386|A716|2026-01-22|push replenishment|037575,20260122-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for AO|039089_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,1,80838165|0386|A716|2026-01-23|net demand for AO|039089,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for AO|039090_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-07,2,80838165|0386|A716|2026-01-23|net demand for AO|039090,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for AO|039091_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,2,80838165|0386|A716|2026-01-23|net demand for AO|039091,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039092_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,1,80838165|0386|A716|2026-01-23|net demand for forecast|039092,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039093_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,1,80838165|0386|A716|2026-01-23|net demand for forecast|039093,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039094_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,1,80838165|0386|A716|2026-01-23|net demand for forecast|039094,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039095_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,1,80838165|0386|A716|2026-01-23|net demand for forecast|039095,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039096_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,1,80838165|0386|A716|2026-01-23|net demand for forecast|039096,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039097_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-07,1,80838165|0386|A716|2026-01-23|net demand for forecast|039097,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039098_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,1,80838165|0386|A716|2026-01-23|net demand for forecast|039098,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039099_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,1,80838165|0386|A716|2026-01-23|net demand for forecast|039099,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039100_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-07,1,80838165|0386|A716|2026-01-23|net demand for forecast|039100,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039101_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,1,80838165|0386|A716|2026-01-23|net demand for forecast|039101,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039102_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,1,80838165|0386|A716|2026-01-23|net demand for forecast|039102,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039103_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,1,80838165|0386|A716|2026-01-23|net demand for forecast|039103,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039104_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,1,80838165|0386|A716|2026-01-23|net demand for forecast|039104,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039105_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,1,80838165|0386|A716|2026-01-23|net demand for forecast|039105,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039106_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,2,80838165|0386|A716|2026-01-23|net demand for forecast|039106,20260123-0386-A716-Train-#1
80838165|0386|A716|2026-01-23|net demand for forecast|039107_transit_20260123-0386-A716-Train-#1,2026-02-05,80838165,0386,A716,2026-01-23,2026-02-06,2,80838165|0386|A716|2026-01-23|net demand for forecast|039107,20260123-0386-A716-Train-#1
