transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
21118867|0386|A716|2026-01-11|net demand for forecast|021945_transit_20260111-0386-A716-Train-#1,2026-01-25,21118867,0386,A716,2026-01-11,2026-01-26,1,21118867|0386|A716|2026-01-11|net demand for forecast|021945,20260111-0386-A716-Train-#1
21132758|0386|A716|2026-01-11|net demand for forecast|022023_transit_20260111-0386-A716-Train-#1,2026-01-25,21132758,0386,A716,2026-01-11,2026-01-26,1,21132758|0386|A716|2026-01-11|net demand for forecast|022023,20260111-0386-A716-Train-#1
21132758|0386|A716|2026-01-11|net demand for forecast|022028_transit_20260111-0386-A716-Train-#1,2026-01-25,21132758,0386,A716,2026-01-11,2026-01-26,1,21132758|0386|A716|2026-01-11|net demand for forecast|022028,20260111-0386-A716-Train-#1
21132758|0386|A716|2026-01-11|net demand for forecast|022029_transit_20260111-0386-A716-Train-#1,2026-01-25,21132758,0386,A716,2026-01-11,2026-01-26,1,21132758|0386|A716|2026-01-11|net demand for forecast|022029,20260111-0386-A716-Train-#1
21132758|0386|A716|2026-01-11|net demand for forecast|022031_transit_20260111-0386-A716-Train-#1,2026-01-25,21132758,0386,A716,2026-01-11,2026-01-26,1,21132758|0386|A716|2026-01-11|net demand for forecast|022031,20260111-0386-A716-Train-#1
21151196|0386|A716|2026-01-11|net demand for forecast|022175_transit_20260111-0386-A716-Train-#1,2026-01-25,21151196,0386,A716,2026-01-11,2026-01-26,1,21151196|0386|A716|2026-01-11|net demand for forecast|022175,20260111-0386-A716-Train-#1
21151196|0386|A716|2026-01-11|net demand for forecast|022183_transit_20260111-0386-A716-Train-#1,2026-01-25,21151196,0386,A716,2026-01-11,2026-01-26,1,21151196|0386|A716|2026-01-11|net demand for forecast|022183,20260111-0386-A716-Train-#1
21179704|0386|A716|2026-01-11|net demand for forecast|022330_transit_20260111-0386-A716-Train-#1,2026-01-25,21179704,0386,A716,2026-01-11,2026-01-26,1,21179704|0386|A716|2026-01-11|net demand for forecast|022330,20260111-0386-A716-Train-#1
21179704|0386|A716|2026-01-11|net demand for forecast|022339_transit_20260111-0386-A716-Train-#1,2026-01-25,21179704,0386,A716,2026-01-11,2026-01-26,1,21179704|0386|A716|2026-01-11|net demand for forecast|022339,20260111-0386-A716-Train-#1
80804127|0386|A716|2026-01-11|net demand for forecast|022595_transit_20260111-0386-A716-Train-#1,2026-01-25,80804127,0386,A716,2026-01-11,2026-01-26,1,80804127|0386|A716|2026-01-11|net demand for forecast|022595,20260111-0386-A716-Train-#1
80885921|0386|A716|2026-01-11|net demand for forecast|023693_transit_20260111-0386-A716-Train-#1,2026-01-25,80885921,0386,A716,2026-01-11,2026-01-26,1,80885921|0386|A716|2026-01-11|net demand for forecast|023693,20260111-0386-A716-Train-#1
21179704|0386|A716|2026-01-11|net demand for safety|022340_transit_20260111-0386-A716-Train-#1,2026-01-25,21179704,0386,A716,2026-01-11,2026-01-26,5,21179704|0386|A716|2026-01-11|net demand for safety|022340,20260111-0386-A716-Train-#1
80804128|0386|A716|2026-01-11|net demand for safety|022742_transit_20260111-0386-A716-Train-#1,2026-01-25,80804128,0386,A716,2026-01-11,2026-01-26,9,80804128|0386|A716|2026-01-11|net demand for safety|022742,20260111-0386-A716-Train-#1
21141769|0386|A716|2026-01-12|net demand for normal|023978_transit_20260112-0386-A716-Train-#1,2026-01-25,21141769,0386,A716,2026-01-12,2026-01-26,1,21141769|0386|A716|2026-01-12|net demand for normal|023978,20260112-0386-A716-Train-#1
80807116|0386|A716|2026-01-12|net demand for AO|024685_transit_20260112-0386-A716-Train-#1,2026-01-25,80807116,0386,A716,2026-01-12,2026-01-26,1,80807116|0386|A716|2026-01-12|net demand for AO|024685,20260112-0386-A716-Train-#1
80807116|0386|A716|2026-01-12|net demand for AO|024686_transit_20260112-0386-A716-Train-#1,2026-01-25,80807116,0386,A716,2026-01-12,2026-01-26,1,80807116|0386|A716|2026-01-12|net demand for AO|024686,20260112-0386-A716-Train-#1
80807116|0386|A716|2026-01-12|net demand for AO|024687_transit_20260112-0386-A716-Train-#1,2026-01-25,80807116,0386,A716,2026-01-12,2026-01-26,1,80807116|0386|A716|2026-01-12|net demand for AO|024687,20260112-0386-A716-Train-#1
80807116|0386|A716|2026-01-12|net demand for AO|024688_transit_20260112-0386-A716-Train-#1,2026-01-25,80807116,0386,A716,2026-01-12,2026-01-26,1,80807116|0386|A716|2026-01-12|net demand for AO|024688,20260112-0386-A716-Train-#1
80807116|0386|A716|2026-01-12|net demand for AO|024689_transit_20260112-0386-A716-Train-#1,2026-01-25,80807116,0386,A716,2026-01-12,2026-01-26,1,80807116|0386|A716|2026-01-12|net demand for AO|024689,20260112-0386-A716-Train-#1
80807116|0386|A716|2026-01-12|net demand for AO|024690_transit_20260112-0386-A716-Train-#1,2026-01-25,80807116,0386,A716,2026-01-12,2026-01-26,1,80807116|0386|A716|2026-01-12|net demand for AO|024690,20260112-0386-A716-Train-#1
80807116|0386|A716|2026-01-12|net demand for AO|024691_transit_20260112-0386-A716-Train-#1,2026-01-25,80807116,0386,A716,2026-01-12,2026-01-26,1,80807116|0386|A716|2026-01-12|net demand for AO|024691,20260112-0386-A716-Train-#1
