date,material,location,quantity
2026-02-24,21029016,A668,0
2026-02-24,21029016,A672,0
2026-02-24,21029016,A673,0
2026-02-24,21029016,A680,0
2026-02-24,21029016,A715,0
2026-02-24,21029016,A716,0
2026-02-24,21029016,C810,0
2026-02-24,21029016,C816,0
2026-02-24,21029016,C819,4
2026-02-24,21029016,C937,0
2026-02-24,21029016,D767,0
2026-02-24,21029016,E556,0
2026-02-24,21029016,E564,0
2026-02-24,21029016,E568,4
2026-02-24,21029016,E569,0
2026-02-24,21098519,A668,497
2026-02-24,21098519,A672,1323
2026-02-24,21098519,A673,1231
2026-02-24,21098519,A680,305
2026-02-24,21098519,A715,274
2026-02-24,21098519,A716,108
2026-02-24,21098519,C810,112
2026-02-24,21098519,C816,739
2026-02-24,21098519,C819,0
2026-02-24,21098519,C937,40
2026-02-24,21098519,D191,2
2026-02-24,21098519,D767,27
2026-02-24,21098519,D901,182
2026-02-24,21098519,E556,21
2026-02-24,21098519,E564,16
2026-02-24,21098519,E568,3
2026-02-24,21098519,E569,7
2026-02-24,21103371,A668,456
2026-02-24,21103371,A672,463
2026-02-24,21103371,A673,967
2026-02-24,21103371,A680,189
2026-02-24,21103371,A715,129
2026-02-24,21103371,A716,66
2026-02-24,21103371,C563,22
2026-02-24,21103371,C810,153
2026-02-24,21103371,C816,676
2026-02-24,21103371,C937,21
2026-02-24,21103371,D191,2
2026-02-24,21103371,D767,14
2026-02-24,21103371,D901,156
2026-02-24,21103371,E295,45
2026-02-24,21103371,E564,9
2026-02-24,21103371,E568,2
2026-02-24,21103371,E569,9
2026-02-24,21103372,A668,261
2026-02-24,21103372,A672,359
2026-02-24,21103372,A673,543
2026-02-24,21103372,A680,189
2026-02-24,21103372,A715,175
2026-02-24,21103372,A716,149
2026-02-24,21103372,C810,471
2026-02-24,21103372,C816,1391
2026-02-24,21103372,C819,0
2026-02-24,21103372,C937,32
2026-02-24,21103372,D191,2
2026-02-24,21103372,D767,33
2026-02-24,21103372,D901,175
2026-02-24,21103372,E556,44
2026-02-24,21103372,E564,26
2026-02-24,21103372,E568,3
2026-02-24,21103372,E569,7
2026-02-24,21113405,A668,88
2026-02-24,21113405,A672,194
2026-02-24,21113405,A673,542
2026-02-24,21113405,A680,47
2026-02-24,21113405,A715,79
2026-02-24,21113405,A716,109
2026-02-24,21113405,C810,23
2026-02-24,21113405,C816,341
2026-02-24,21113405,C819,7
2026-02-24,21113405,C937,5
2026-02-24,21113405,D767,16
2026-02-24,21113405,D901,8
2026-02-24,21113405,E556,2
2026-02-24,21113405,E564,5
2026-02-24,21113405,E568,8
2026-02-24,21113405,E569,6
2026-02-24,21118864,A668,61
2026-02-24,21118864,A672,95
2026-02-24,21118864,A673,343
2026-02-24,21118864,A680,43
2026-02-24,21118864,A715,15
2026-02-24,21118864,A716,26
2026-02-24,21118864,C816,91
2026-02-24,21118864,C937,1
2026-02-24,21118864,D767,3
2026-02-24,21118864,D901,1
2026-02-24,21118864,E564,0
2026-02-24,21118867,A668,29
2026-02-24,21118867,A672,49
2026-02-24,21118867,A673,446
2026-02-24,21118867,A680,16
2026-02-24,21118867,A715,22
2026-02-24,21118867,A716,26
2026-02-24,21118867,C810,3
2026-02-24,21118867,C816,257
2026-02-24,21118867,C819,5
2026-02-24,21118867,C937,3
2026-02-24,21118867,D767,7
2026-02-24,21118867,D901,6
2026-02-24,21118867,E556,2
2026-02-24,21118867,E564,5
2026-02-24,21118867,E568,2
2026-02-24,21118867,E569,2
2026-02-24,21121751,A668,61
2026-02-24,21121751,A672,45
2026-02-24,21121751,A673,785
2026-02-24,21121751,A680,45
2026-02-24,21121751,A715,10
2026-02-24,21121751,A716,28
2026-02-24,21121751,C816,480
2026-02-24,21121751,C819,4
2026-02-24,21121751,D767,14
2026-02-24,21121751,D901,19
2026-02-24,21121751,E556,7
2026-02-24,21121751,E564,7
2026-02-24,21121752,A668,9
2026-02-24,21121752,A672,23
2026-02-24,21121752,A673,173
2026-02-24,21121752,A680,7
2026-02-24,21121752,A715,4
2026-02-24,21121752,A716,13
2026-02-24,21121752,C816,348
2026-02-24,21121752,C819,11
2026-02-24,21121752,D767,11
2026-02-24,21121752,E556,9
2026-02-24,21121752,E564,2
2026-02-24,21121756,A668,95
2026-02-24,21121756,A672,59
2026-02-24,21121756,A673,73
2026-02-24,21121756,A680,39
2026-02-24,21121756,A715,50
2026-02-24,21121756,A716,72
2026-02-24,21121756,C810,2
2026-02-24,21121756,C816,34
2026-02-24,21121756,C819,7
2026-02-24,21121756,C937,4
2026-02-24,21121756,D767,10
2026-02-24,21121756,D901,5
2026-02-24,21121756,E556,3
2026-02-24,21121756,E564,1
2026-02-24,21121756,E568,7
2026-02-24,21121756,E569,5
2026-02-24,21127730,A668,1460
2026-02-24,21127730,A672,1152
2026-02-24,21127730,A673,978
2026-02-24,21127730,A680,313
2026-02-24,21127730,A715,132
2026-02-24,21127730,A716,503
2026-02-24,21127730,C563,43
2026-02-24,21127730,C810,3
2026-02-24,21127730,C816,1878
2026-02-24,21127730,C937,6
2026-02-24,21127730,D901,20
2026-02-24,21127730,E295,288
2026-02-24,21127730,E568,0
2026-02-24,21127799,A672,796
2026-02-24,21127799,A673,103
2026-02-24,21127799,C816,54
2026-02-24,21127799,E556,37
2026-02-24,21127800,A672,463
2026-02-24,21127800,A673,59
2026-02-24,21127800,C816,650
2026-02-24,21127800,E556,34
2026-02-24,21128067,A668,301
2026-02-24,21128067,A672,571
2026-02-24,21128067,A673,268
2026-02-24,21128067,A680,86
2026-02-24,21128067,A715,168
2026-02-24,21128067,A716,304
2026-02-24,21128067,C563,9
2026-02-24,21128067,C810,12
2026-02-24,21128067,C816,237
2026-02-24,21128067,C819,23
2026-02-24,21128067,C937,5
2026-02-24,21128067,D767,24
2026-02-24,21128067,D901,115
2026-02-24,21128067,E556,4
2026-02-24,21128067,E564,22
2026-02-24,21128067,E568,9
2026-02-24,21128067,E569,7
2026-02-24,21128377,A668,272
2026-02-24,21128377,A672,816
2026-02-24,21128377,A673,622
2026-02-24,21128377,A680,216
2026-02-24,21128377,A715,190
