date,material,location,quantity
2026-02-17,21029016,A668,0
2026-02-17,21029016,A672,0
2026-02-17,21029016,A673,0
2026-02-17,21029016,A680,0
2026-02-17,21029016,A715,0
2026-02-17,21029016,A716,0
2026-02-17,21029016,C810,0
2026-02-17,21029016,C816,0
2026-02-17,21029016,C819,4
2026-02-17,21029016,C937,0
2026-02-17,21029016,D767,0
2026-02-17,21029016,E556,0
2026-02-17,21029016,E564,0
2026-02-17,21029016,E568,4
2026-02-17,21029016,E569,0
2026-02-17,21098519,A668,262
2026-02-17,21098519,A672,772
2026-02-17,21098519,A673,803
2026-02-17,21098519,A680,207
2026-02-17,21098519,A715,147
2026-02-17,21098519,A716,133
2026-02-17,21098519,C810,227
2026-02-17,21098519,C816,913
2026-02-17,21098519,C819,0
2026-02-17,21098519,C937,40
2026-02-17,21098519,D191,2
2026-02-17,21098519,D767,14
2026-02-17,21098519,D901,143
2026-02-17,21098519,E556,43
2026-02-17,21098519,E564,10
2026-02-17,21098519,E568,3
2026-02-17,21098519,E569,6
2026-02-17,21103371,A668,360
2026-02-17,21103371,A672,770
2026-02-17,21103371,A673,630
2026-02-17,21103371,A680,237
2026-02-17,21103371,A715,126
2026-02-17,21103371,A716,98
2026-02-17,21103371,C563,0
2026-02-17,21103371,C810,87
2026-02-17,21103371,C816,401
2026-02-17,21103371,C937,38
2026-02-17,21103371,D191,2
2026-02-17,21103371,D767,11
2026-02-17,21103371,D901,90
2026-02-17,21103371,E295,158
2026-02-17,21103371,E564,9
2026-02-17,21103371,E568,2
2026-02-17,21103371,E569,9
2026-02-17,21103372,A668,349
2026-02-17,21103372,A672,744
2026-02-17,21103372,A673,907
2026-02-17,21103372,A680,232
2026-02-17,21103372,A715,148
2026-02-17,21103372,A716,103
2026-02-17,21103372,C810,134
2026-02-17,21103372,C816,478
2026-02-17,21103372,C819,0
2026-02-17,21103372,C937,46
2026-02-17,21103372,D191,2
2026-02-17,21103372,D767,22
2026-02-17,21103372,D901,115
2026-02-17,21103372,E556,66
2026-02-17,21103372,E564,26
2026-02-17,21103372,E568,3
2026-02-17,21103372,E569,6
2026-02-17,21113405,A668,116
2026-02-17,21113405,A672,211
2026-02-17,21113405,A673,570
2026-02-17,21113405,A680,53
2026-02-17,21113405,A715,86
2026-02-17,21113405,A716,114
2026-02-17,21113405,C810,23
2026-02-17,21113405,C816,384
2026-02-17,21113405,C819,2
2026-02-17,21113405,C937,7
2026-02-17,21113405,D767,1
2026-02-17,21113405,D901,2
2026-02-17,21113405,E556,2
2026-02-17,21113405,E564,10
2026-02-17,21113405,E568,8
2026-02-17,21113405,E569,6
2026-02-17,21118864,A668,66
2026-02-17,21118864,A672,103
2026-02-17,21118864,A673,374
2026-02-17,21118864,A680,45
2026-02-17,21118864,A715,15
2026-02-17,21118864,A716,27
2026-02-17,21118864,C816,104
2026-02-17,21118864,C937,1
2026-02-17,21118864,D767,2
2026-02-17,21118864,D901,1
2026-02-17,21118864,E564,0
2026-02-17,21118867,A668,36
2026-02-17,21118867,A672,63
2026-02-17,21118867,A673,467
2026-02-17,21118867,A680,16
2026-02-17,21118867,A715,22
2026-02-17,21118867,A716,26
2026-02-17,21118867,C810,3
2026-02-17,21118867,C816,276
2026-02-17,21118867,C819,5
2026-02-17,21118867,C937,3
2026-02-17,21118867,D767,3
2026-02-17,21118867,D901,6
2026-02-17,21118867,E556,2
2026-02-17,21118867,E564,0
2026-02-17,21118867,E568,2
2026-02-17,21118867,E569,2
2026-02-17,21121751,A668,7
2026-02-17,21121751,A672,91
2026-02-17,21121751,A673,118
2026-02-17,21121751,A680,60
2026-02-17,21121751,A715,10
2026-02-17,21121751,A716,39
2026-02-17,21121751,C816,231
2026-02-17,21121751,C819,13
2026-02-17,21121751,D767,9
2026-02-17,21121751,D901,17
2026-02-17,21121751,E556,4
2026-02-17,21121751,E564,0
2026-02-17,21121752,A668,9
2026-02-17,21121752,A672,60
2026-02-17,21121752,A673,70
2026-02-17,21121752,A680,9
2026-02-17,21121752,A715,4
2026-02-17,21121752,A716,13
2026-02-17,21121752,C816,77
2026-02-17,21121752,C819,18
2026-02-17,21121752,D767,0
2026-02-17,21121752,E556,4
2026-02-17,21121752,E564,2
2026-02-17,21121756,A668,123
2026-02-17,21121756,A672,109
2026-02-17,21121756,A673,131
2026-02-17,21121756,A680,47
2026-02-17,21121756,A715,56
2026-02-17,21121756,A716,78
2026-02-17,21121756,C810,2
2026-02-17,21121756,C816,67
2026-02-17,21121756,C819,4
2026-02-17,21121756,C937,2
2026-02-17,21121756,D767,10
2026-02-17,21121756,D901,1
2026-02-17,21121756,E556,3
2026-02-17,21121756,E564,8
2026-02-17,21121756,E568,7
2026-02-17,21121756,E569,5
2026-02-17,21127730,A668,1506
2026-02-17,21127730,A672,1237
2026-02-17,21127730,A673,391
2026-02-17,21127730,A680,337
2026-02-17,21127730,A715,140
2026-02-17,21127730,A716,513
2026-02-17,21127730,C563,0
2026-02-17,21127730,C810,0
2026-02-17,21127730,C816,398
2026-02-17,21127730,C937,5
2026-02-17,21127730,D901,15
2026-02-17,21127730,E295,210
2026-02-17,21127730,E568,0
2026-02-17,21127799,A672,507
2026-02-17,21127799,A673,68
2026-02-17,21127799,C816,62
2026-02-17,21127799,E556,15
2026-02-17,21127800,A672,757
2026-02-17,21127800,A673,90
2026-02-17,21127800,C816,41
2026-02-17,21127800,E556,23
2026-02-17,21128067,A668,361
2026-02-17,21128067,A672,778
2026-02-17,21128067,A673,370
2026-02-17,21128067,A680,100
2026-02-17,21128067,A715,189
2026-02-17,21128067,A716,355
