date,material,receiving,quantity,ori_deployment_uid,vehicle_uid,actual_ship_date
2025-12-20,21291975,C816,36,21291975|0386|C816|2025-12-19|net demand for normal|000334,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21376841,C816,93,21376841|0386|C816|2025-12-19|net demand for normal|000661,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21416910,C816,348,21416910|0386|C816|2025-12-19|net demand for normal|000714,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21291975,C816,3,21291975|0386|C816|2025-12-19|net demand for net demand for normal|000333,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21291975,C816,23,21291975|0386|C816|2025-12-19|net demand for forecast|000326,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21291975,C816,23,21291975|0386|C816|2025-12-19|net demand for forecast|000327,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21291975,C816,23,21291975|0386|C816|2025-12-19|net demand for forecast|000328,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21291975,C816,23,21291975|0386|C816|2025-12-19|net demand for forecast|000329,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21291975,C816,23,21291975|0386|C816|2025-12-19|net demand for forecast|000330,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21291975,C816,23,21291975|0386|C816|2025-12-19|net demand for forecast|000331,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21291975,C816,23,21291975|0386|C816|2025-12-19|net demand for forecast|000332,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21301637,C816,27,21301637|0386|C816|2025-12-19|net demand for forecast|000436,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21301637,C816,27,21301637|0386|C816|2025-12-19|net demand for forecast|000437,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21301637,C816,27,21301637|0386|C816|2025-12-19|net demand for forecast|000438,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21301637,C816,27,21301637|0386|C816|2025-12-19|net demand for forecast|000439,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21301637,C816,27,21301637|0386|C816|2025-12-19|net demand for forecast|000441,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21357021,C816,18,21357021|0386|C816|2025-12-19|net demand for forecast|000567,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21357021,C816,19,21357021|0386|C816|2025-12-19|net demand for forecast|000568,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21357021,C816,19,21357021|0386|C816|2025-12-19|net demand for forecast|000569,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21357021,C816,19,21357021|0386|C816|2025-12-19|net demand for forecast|000571,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21357021,C816,19,21357021|0386|C816|2025-12-19|net demand for forecast|000572,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21376841,C816,28,21376841|0386|C816|2025-12-19|net demand for forecast|000655,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21376841,C816,28,21376841|0386|C816|2025-12-19|net demand for forecast|000656,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21376841,C816,29,21376841|0386|C816|2025-12-19|net demand for forecast|000657,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21376841,C816,29,21376841|0386|C816|2025-12-19|net demand for forecast|000658,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21376841,C816,29,21376841|0386|C816|2025-12-19|net demand for forecast|000659,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21376841,C816,29,21376841|0386|C816|2025-12-19|net demand for forecast|000660,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21416910,C816,94,21416910|0386|C816|2025-12-19|net demand for forecast|000709,20251219-0386-C816-LARGE-#1,2025-12-19
2025-12-20,21416910,C816,94,21416910|0386|C816|2025-12-19|net demand for forecast|000710,20251219-0386-C816-LARGE-#1,2025-12-19
