transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
80840975|0386|A716|2026-01-17|net demand for forecast|032165_transit_20260117-0386-A716-Train-#1,2026-01-31,80840975,0386,A716,2026-01-17,2026-02-01,1,80840975|0386|A716|2026-01-17|net demand for forecast|032165,20260117-0386-A716-Train-#1
80840975|0386|A716|2026-01-17|net demand for forecast|032167_transit_20260117-0386-A716-Train-#1,2026-01-31,80840975,0386,A716,2026-01-17,2026-02-01,1,80840975|0386|A716|2026-01-17|net demand for forecast|032167,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for forecast|032323_transit_20260117-0386-A716-Train-#1,2026-01-31,80840976,0386,A716,2026-01-17,2026-02-01,1,80840976|0386|A716|2026-01-17|net demand for forecast|032323,20260117-0386-A716-Train-#1
80840976|0386|A716|2026-01-17|net demand for forecast|032336_transit_20260117-0386-A716-Train-#1,2026-01-31,80840976,0386,A716,2026-01-17,2026-02-01,2,80840976|0386|A716|2026-01-17|net demand for forecast|032336,20260117-0386-A716-Train-#1
80848031|0386|A716|2026-01-17|net demand for forecast|032489_transit_20260117-0386-A716-Train-#1,2026-01-31,80848031,0386,A716,2026-01-17,2026-02-01,1,80848031|0386|A716|2026-01-17|net demand for forecast|032489,20260117-0386-A716-Train-#1
80848031|0386|A716|2026-01-17|net demand for forecast|032494_transit_20260117-0386-A716-Train-#1,2026-01-31,80848031,0386,A716,2026-01-17,2026-02-01,1,80848031|0386|A716|2026-01-17|net demand for forecast|032494,20260117-0386-A716-Train-#1
80840975|0386|A716|2026-01-17|net demand for safety|032170_transit_20260117-0386-A716-Train-#1,2026-01-31,80840975,0386,A716,2026-01-17,2026-02-01,8,80840975|0386|A716|2026-01-17|net demand for safety|032170,20260117-0386-A716-Train-#1
80848031|0386|A716|2026-01-17|net demand for safety|032496_transit_20260117-0386-A716-Train-#1,2026-01-31,80848031,0386,A716,2026-01-17,2026-02-01,5,80848031|0386|A716|2026-01-17|net demand for safety|032496,20260117-0386-A716-Train-#1
80804702|0386|A716|2026-01-18|net demand for normal|032974_transit_20260118-0386-A716-Train-#1,2026-01-31,80804702,0386,A716,2026-01-18,2026-02-01,1,80804702|0386|A716|2026-01-18|net demand for normal|032974,20260118-0386-A716-Train-#1
80848022|0386|A716|2026-01-18|net demand for AO|033579_transit_20260118-0386-A716-Train-#1,2026-01-31,80848022,0386,A716,2026-01-18,2026-02-01,1,80848022|0386|A716|2026-01-18|net demand for AO|033579,20260118-0386-A716-Train-#1
80848022|0386|A716|2026-01-18|net demand for AO|033580_transit_20260118-0386-A716-Train-#1,2026-01-31,80848022,0386,A716,2026-01-18,2026-02-02,1,80848022|0386|A716|2026-01-18|net demand for AO|033580,20260118-0386-A716-Train-#1
