date,material,sending,receiving,quantity,ori_deployment_uid,actual_ship_date,actual_delivery_date,type
2025-12-31,21170683,C816,E564,1,21170683|C816|E564|2025-12-31|net demand for normal|009421,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21132988,C816,E564,1,21132988|C816|E564|2025-12-29|net demand for forecast|007399,2025-12-31,2026-01-06,delivery_shipment
2025-12-31,21132988,C816,E564,1,21132988|C816|E564|2025-12-29|net demand for forecast|007400,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21132988,C816,E564,1,21132988|C816|E564|2025-12-29|net demand for forecast|007401,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21151196,C816,E564,1,21151196|C816|E564|2025-12-29|net demand for forecast|007562,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21151196,C816,E564,1,21151196|C816|E564|2025-12-29|net demand for forecast|007563,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21151196,C816,E564,1,21151196|C816|E564|2025-12-29|net demand for forecast|007564,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21151196,C816,E564,1,21151196|C816|E564|2025-12-29|net demand for forecast|007565,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21151196,C816,E564,1,21151196|C816|E564|2025-12-29|net demand for forecast|007566,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21325292,C816,E564,2,21325292|C816|E564|2025-12-29|net demand for forecast|007593,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21325292,C816,E564,3,21325292|C816|E564|2025-12-29|net demand for forecast|007594,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21325292,C816,E564,3,21325292|C816|E564|2025-12-29|net demand for forecast|007595,2025-12-31,2026-01-06,delivery_shipment
2025-12-31,21325292,C816,E564,3,21325292|C816|E564|2025-12-29|net demand for forecast|007596,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21325292,C816,E564,3,21325292|C816|E564|2025-12-29|net demand for forecast|007597,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21325292,C816,E564,3,21325292|C816|E564|2025-12-29|net demand for forecast|007598,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21325292,C816,E564,5,21325292|C816|E564|2025-12-29|net demand for forecast|007599,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21128067,C816,E564,1,21128067|C816|E564|2025-12-30|net demand for forecast|008070,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21128067,C816,E564,1,21128067|C816|E564|2025-12-30|net demand for forecast|008071,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21128067,C816,E564,1,21128067|C816|E564|2025-12-30|net demand for forecast|008072,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21128067,C816,E564,1,21128067|C816|E564|2025-12-30|net demand for forecast|008073,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21128067,C816,E564,1,21128067|C816|E564|2025-12-30|net demand for forecast|008074,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21128067,C816,E564,1,21128067|C816|E564|2025-12-30|net demand for forecast|008075,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21128067,C816,E564,1,21128067|C816|E564|2025-12-30|net demand for forecast|008076,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21133312,C816,E564,1,21133312|C816|E564|2025-12-30|net demand for forecast|008187,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21133312,C816,E564,1,21133312|C816|E564|2025-12-30|net demand for forecast|008188,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21133312,C816,E564,1,21133312|C816|E564|2025-12-30|net demand for forecast|008189,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21133312,C816,E564,1,21133312|C816|E564|2025-12-30|net demand for forecast|008190,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21151196,C816,E564,1,21151196|C816|E564|2025-12-30|net demand for forecast|008545,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21151196,C816,E564,1,21151196|C816|E564|2025-12-30|net demand for forecast|008546,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21151196,C816,E564,1,21151196|C816|E564|2025-12-30|net demand for forecast|008547,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21151196,C816,E564,1,21151196|C816|E564|2025-12-30|net demand for forecast|008548,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21151196,C816,E564,1,21151196|C816|E564|2025-12-30|net demand for forecast|008549,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21325292,C816,E564,1,21325292|C816|E564|2025-12-30|net demand for forecast|008594,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21325292,C816,E564,1,21325292|C816|E564|2025-12-30|net demand for forecast|008595,2025-12-31,2026-01-06,delivery_shipment
2025-12-31,21325292,C816,E564,1,21325292|C816|E564|2025-12-30|net demand for forecast|008596,2025-12-31,2026-01-06,delivery_shipment
2025-12-31,21325292,C816,E564,1,21325292|C816|E564|2025-12-30|net demand for forecast|008597,2025-12-31,2026-01-05,delivery_shipment
2025-12-31,21325292,C816,E564,1,21325292|C816|E564|2025-12-30|net demand for forecast|008598,2025-12-31,2026-01-05,delivery_shipment
