date,material,location,beginning_inventory,production_gr,delivery_gr,shipment,delivery_ship,ending_inventory,calculated_ending,balance_diff
2025-10-09,80784368,A668,4579,0,0,843,0.0,3736,3736.0,0.0
2025-10-09,80784368,A680,2529,0,0,0,0.0,2529,2529.0,0.0
2025-10-09,80799647,C816,1409,0,0,169,0.0,1240,1240.0,0.0
2025-10-09,80880374,A668,1714,0,0,33,0.0,1681,1681.0,0.0
2025-10-09,80880374,A680,882,0,0,0,0.0,882,882.0,0.0
2025-10-09,8078436901,C816,1420,0,0,0,0.0,1420,1420.0,0.0
2025-10-09,8078436601,E467,110,0,0,0,0.0,110,110.0,0.0
2025-10-09,8085807601,C816,3387,0,0,43,0.0,3344,3344.0,0.0
2025-10-09,80843403,D191,124,0,0,0,0.0,124,124.0,0.0
2025-10-09,80842340,C816,6352,0,0,0,0.0,6352,6352.0,0.0
2025-10-09,80842342,A668,1,0,0,1,0.0,0,0.0,0.0
2025-10-09,80842328,D191,269,0,0,62,0.0,207,207.0,0.0
2025-10-09,80842342,A680,24,0,0,0,0.0,24,24.0,0.0
2025-10-09,80858074,A668,1598,0,0,98,0.0,1500,1500.0,0.0
2025-10-09,80858074,A680,173,0,0,0,0.0,173,173.0,0.0
2025-10-09,80842338,D191,10,0,0,10,0.0,0,0.0,0.0
2025-10-09,80843403,C816,2238,0,0,0,0.0,2238,2238.0,0.0
2025-10-09,80784370,D767,14,0,0,10,0.0,4,4.0,0.0
2025-10-09,80842342,C563,66,0,0,7,0.0,59,59.0,0.0
2025-10-09,80842328,C816,10049,0,0,0,0.0,10049,10049.0,0.0
2025-10-09,80843403,D767,119,0,0,0,0.0,119,119.0,0.0
2025-10-09,80845184,C816,2434,0,0,35,0.0,2399,2399.0,0.0
2025-10-09,80784366,C816,2143,0,0,46,0.0,2097,2097.0,0.0
2025-10-09,80799645,D191,49,0,0,49,0.0,0,0.0,0.0
2025-10-09,80845592,C816,496,0,0,277,0.0,219,219.0,0.0
2025-10-09,80804077,C816,7778,0,0,120,0.0,7658,7658.0,0.0
2025-10-09,80799646,A668,3537,0,0,214,0.0,3323,3323.0,0.0
2025-10-09,80799646,A680,2990,0,0,0,0.0,2990,2990.0,0.0
2025-10-09,80842338,D767,50,0,0,0,0.0,50,50.0,0.0
2025-10-09,80842325,D767,50,0,0,12,0.0,38,38.0,0.0
2025-10-09,8084340301,D191,124,0,0,0,0.0,124,124.0,0.0
2025-10-09,80858069,A668,3229,0,0,0,0.0,3229,3229.0,0.0
2025-10-09,80858069,A680,753,0,0,0,0.0,753,753.0,0.0
2025-10-09,80799645,D767,170,0,0,0,0.0,170,170.0,0.0
2025-10-09,8084340301,C816,2073,0,0,3,0.0,2070,2070.0,0.0
2025-10-09,80842334,D191,107,0,0,0,0.0,107,107.0,0.0
2025-10-09,8080407701,A680,2510,0,0,0,0.0,2510,2510.0,0.0
2025-10-09,80784368,C816,11563,0,0,443,0.0,11120,11120.0,0.0
2025-10-09,80880374,C816,3234,0,0,10,0.0,3224,3224.0,0.0
2025-10-09,80842342,D191,293,0,0,29,0.0,264,264.0,0.0
2025-10-09,80842334,C816,9434,0,0,155,0.0,9279,9279.0,0.0
2025-10-09,80858064,C816,1576,0,0,102,0.0,1474,1474.0,0.0
2025-10-09,8080407701,C563,3,0,0,0,0.0,3,3.0,0.0
2025-10-09,80845182,C816,3134,0,0,254,0.0,2880,2880.0,0.0
2025-10-09,8084233901,A680,811,0,0,0,0.0,811,811.0,0.0
2025-10-09,80842337,D191,652,0,0,17,0.0,635,635.0,0.0
2025-10-09,80842342,D767,97,0,0,3,0.0,94,94.0,0.0
2025-10-09,80845595,A680,324,0,0,0,0.0,324,324.0,0.0
2025-10-09,8078436601,C816,1882,0,0,140,0.0,1742,1742.0,0.0
2025-10-09,8084234201,A680,24,0,0,0,0.0,24,24.0,0.0
2025-10-09,80880379,A668,3225,0,0,0,0.0,3225,3225.0,0.0
2025-10-09,80842337,C816,625,0,0,47,0.0,578,578.0,0.0
2025-10-09,80880379,A680,1470,0,0,0,0.0,1470,1470.0,0.0
2025-10-09,8084234201,C563,76,0,0,7,0.0,69,69.0,0.0
2025-10-09,80799646,C816,3103,0,0,453,0.0,2650,2650.0,0.0
2025-10-09,80786340,C563,47,0,0,29,0.0,18,18.0,0.0
2025-10-09,80784366,C563,196,0,0,0,0.0,196,196.0,0.0
2025-10-09,80843405,A668,715,0,0,240,0.0,475,475.0,0.0
2025-10-09,80799646,D767,273,0,0,20,0.0,253,253.0,0.0
2025-10-09,80843405,A680,462,0,0,85,0.0,377,377.0,0.0
2025-10-09,80858069,C816,3714,0,0,303,0.0,3411,3411.0,0.0
2025-10-09,8084232501,A668,4699,0,0,144,0.0,4555,4555.0,0.0
2025-10-09,8084232501,A680,3267,0,0,0,0.0,3267,3267.0,0.0
2025-10-09,8084232501,C563,94,0,0,12,0.0,82,82.0,0.0
2025-10-09,80784370,C816,5614,0,0,46,0.0,5568,5568.0,0.0
2025-10-09,8079964701,C816,1311,0,0,96,0.0,1215,1215.0,0.0
2025-10-09,8085806701,A668,824,0,0,7,0.0,817,817.0,0.0
2025-10-09,8085806701,A680,941,0,0,0,0.0,941,941.0,0.0
2025-10-09,8084234201,E295,104,0,0,11,0.0,93,93.0,0.0
2025-10-09,80786340,E295,224,0,0,0,0.0,224,224.0,0.0
2025-10-09,80784366,E295,320,0,0,0,0.0,320,320.0,0.0
2025-10-09,80784376,C563,320,0,0,58,0.0,262,262.0,0.0
2025-10-09,80858076,C816,3451,0,0,38,0.0,3413,3413.0,0.0
2025-10-09,80858067,C816,2215,0,0,10,0.0,2205,2205.0,0.0
2025-10-09,80842338,C816,2095,0,0,219,0.0,1876,1876.0,0.0
2025-10-09,80842325,C816,4071,0,0,681,0.0,3390,3390.0,0.0
2025-10-09,80804079,A668,3955,0,0,388,0.0,3567,3567.0,0.0
2025-10-09,80804079,A680,1120,0,0,0,0.0,1120,1120.0,0.0
2025-10-09,80799645,C816,5747,0,0,183,0.0,5564,5564.0,0.0
2025-10-09,80784369,A668,1492,0,0,92,0.0,1400,1400.0,0.0
2025-10-09,8084234201,D767,103,0,0,9,0.0,94,94.0,0.0
2025-10-09,80784369,A680,298,0,0,0,0.0,298,298.0,0.0
2025-10-09,80842339,A668,505,0,0,34,0.0,471,471.0,0.0
2025-10-09,80880379,C816,6561,0,0,28,0.0,6533,6533.0,0.0
2025-10-09,8078436601,C563,196,0,0,0,0.0,196,196.0,0.0
2025-10-09,80842339,A680,811,0,0,0,0.0,811,811.0,0.0
2025-10-09,8080407701,A668,4507,0,0,417,0.0,4090,4090.0,0.0
2025-10-09,80799647,A668,2943,0,0,182,0.0,2761,2761.0,0.0
2025-10-09,80799647,A680,529,0,0,0,0.0,529,529.0,0.0
2025-10-09,80784376,E295,579,0,0,82,0.0,497,497.0,0.0
2025-10-09,8084233901,A668,494,0,0,104,0.0,390,390.0,0.0
2025-10-09,8084232501,D767,62,0,0,58,0.0,4,4.0,0.0
2025-10-09,80842340,A668,777,0,0,59,0.0,718,718.0,0.0
2025-10-09,80842340,A680,912,0,0,0,0.0,912,912.0,0.0
2025-10-09,80845590,C816,208,0,0,178,0.0,30,30.0,0.0
2025-10-09,80842342,C816,415,0,0,31,0.0,384,384.0,0.0
2025-10-09,80858074,C816,1439,0,0,146,0.0,1293,1293.0,0.0
2025-10-09,80843403,A680,1982,0,0,0,0.0,1982,1982.0,0.0
2025-10-09,8078436601,E295,320,0,0,0,0.0,320,320.0,0.0
2025-10-09,80842328,A668,3124,0,0,519,0.0,2605,2605.0,0.0
2025-10-09,80845184,A668,1197,0,0,119,0.0,1078,1078.0,0.0
2025-10-09,80786340,A668,57,0,0,57,0.0,0,0.0,0.0
2025-10-09,80804079,D191,240,0,0,9,0.0,231,231.0,0.0
2025-10-09,80845184,A680,1224,0,0,173,0.0,1051,1051.0,0.0
2025-10-09,80842328,A680,7836,0,0,0,0.0,7836,7836.0,0.0
2025-10-09,80786340,A680,1548,0,0,0,0.0,1548,1548.0,0.0
2025-10-09,80784366,A680,1288,0,0,0,0.0,1288,1288.0,0.0
2025-10-09,80804077,A668,4378,0,0,282,0.0,4096,4096.0,0.0
2025-10-09,80845592,A680,501,0,0,0,0.0,501,501.0,0.0
2025-10-09,80784365,A888,12155,12645,0,468,10870.0,13462,13462.0,0.0
2025-10-09,80804077,A680,2510,0,0,0,0.0,2510,2510.0,0.0
2025-10-09,80843403,C563,120,0,0,0,0.0,120,120.0,0.0
2025-10-09,80842328,C563,176,0,0,3,0.0,173,173.0,0.0
2025-10-09,80842339,D191,17,0,0,3,0.0,14,14.0,0.0
2025-10-09,80804077,C563,3,0,0,0,0.0,3,3.0,0.0
2025-10-09,80804079,D767,43,0,0,8,0.0,35,35.0,0.0
2025-10-09,80842325,C563,60,0,0,31,0.0,29,29.0,0.0
