date,material,location,beginning_inventory,production_gr,delivery_gr,shipment,delivery_ship,ending_inventory,calculated_ending,balance_diff
2025-10-08,8084340301,A668,3833,0,0,143,0.0,3690,3690.0,0.0
2025-10-08,8084340301,A680,1982,0,0,0,0.0,1982,1982.0,0.0
2025-10-08,80784369,C816,732,0,0,228,0.0,504,504.0,0.0
2025-10-08,80842339,C816,2577,0,0,250,0.0,2327,2327.0,0.0
2025-10-08,8080407701,C816,7962,0,0,69,0.0,7893,7893.0,0.0
2025-10-08,80784376,A668,1522,0,0,500,0.0,1022,1022.0,0.0
2025-10-08,80842339,D767,40,0,0,2,0.0,38,38.0,0.0
2025-10-08,8084233901,D191,18,0,0,0,0.0,18,18.0,0.0
2025-10-08,80784376,A680,1263,0,0,0,0.0,1263,1263.0,0.0
2025-10-08,8080407701,D767,74,0,0,0,0.0,74,74.0,0.0
2025-10-08,8084340301,C563,120,0,0,0,0.0,120,120.0,0.0
2025-10-08,80842334,A668,6180,0,0,119,0.0,6061,6061.0,0.0
2025-10-08,80858064,A668,708,0,0,34,0.0,674,674.0,0.0
2025-10-08,80842334,A680,2578,0,0,0,0.0,2578,2578.0,0.0
2025-10-08,80858064,A680,559,0,0,0,0.0,559,559.0,0.0
2025-10-08,80845182,A668,4972,0,0,306,0.0,4666,4666.0,0.0
2025-10-08,80799647,D767,11,0,0,11,0.0,0,0.0,0.0
2025-10-08,80845182,A888,0,21403,0,263,4976.0,16164,16164.0,0.0
2025-10-08,80845182,A680,562,0,0,277,0.0,285,285.0,0.0
2025-10-08,80784368,C563,226,0,0,15,0.0,211,211.0,0.0
2025-10-08,8084233901,C816,2610,0,0,101,0.0,2509,2509.0,0.0
2025-10-08,8084234201,D191,334,0,0,1,0.0,333,333.0,0.0
2025-10-08,80845184,D191,116,0,0,22,0.0,94,94.0,0.0
2025-10-08,80786340,D191,1026,0,0,22,0.0,1004,1004.0,0.0
2025-10-08,8084233901,D767,35,0,0,6,0.0,29,29.0,0.0
2025-10-08,80784366,D191,882,0,0,0,0.0,882,882.0,0.0
2025-10-08,80842340,D767,80,0,0,15,0.0,65,65.0,0.0
2025-10-08,8078436601,A668,639,0,0,639,0.0,0,0.0,0.0
2025-10-08,8078436601,A680,1288,0,0,0,0.0,1288,1288.0,0.0
2025-10-08,80845595,C816,975,0,0,63,0.0,912,912.0,0.0
2025-10-08,8084234201,C816,532,0,0,52,0.0,480,480.0,0.0
2025-10-08,80786340,C816,1728,0,0,260,0.0,1468,1468.0,0.0
2025-10-08,80842337,A668,554,0,0,0,0.0,554,554.0,0.0
2025-10-08,80842337,A680,265,0,0,0,0.0,265,265.0,0.0
2025-10-08,80842328,D767,512,0,0,40,0.0,472,472.0,0.0
2025-10-08,80845184,D767,202,0,0,21,0.0,181,181.0,0.0
2025-10-08,80784366,D767,403,0,0,17,0.0,386,386.0,0.0
2025-10-08,8084232501,D191,49,0,0,27,0.0,22,22.0,0.0
2025-10-08,80804077,D767,68,0,0,4,0.0,64,64.0,0.0
2025-10-08,80842337,C563,117,0,0,23,0.0,94,94.0,0.0
2025-10-08,8078436901,A668,2026,0,0,0,0.0,2026,2026.0,0.0
2025-10-08,8078436901,A680,298,0,0,0,0.0,298,298.0,0.0
2025-10-08,80799646,C563,129,0,0,24,0.0,105,105.0,0.0
2025-10-08,80784376,D191,772,0,0,31,0.0,741,741.0,0.0
2025-10-08,8084232501,C816,5641,0,0,345,0.0,5296,5296.0,0.0
2025-10-08,8085807601,A668,3980,0,0,58,0.0,3922,3922.0,0.0
2025-10-08,80845182,E295,34,0,0,5,0.0,29,29.0,0.0
2025-10-08,8085807601,A680,596,0,0,0,0.0,596,596.0,0.0
2025-10-08,80786340,E467,132,0,0,13,0.0,119,119.0,0.0
2025-10-08,80784366,E467,110,0,0,0,0.0,110,110.0,0.0
2025-10-08,8084340301,D767,119,0,0,0,0.0,119,119.0,0.0
2025-10-08,80842342,E295,141,0,0,0,0.0,141,141.0,0.0
2025-10-08,80784370,A668,4454,0,0,868,0.0,3586,3586.0,0.0
2025-10-08,80784376,C816,3418,0,0,403,0.0,3015,3015.0,0.0
2025-10-08,80784370,A680,3861,0,0,0,0.0,3861,3861.0,0.0
2025-10-08,8079964701,A668,2985,0,0,324,0.0,2661,2661.0,0.0
2025-10-08,80843403,A668,3818,0,0,6,0.0,3812,3812.0,0.0
2025-10-08,8079964701,A680,529,0,0,0,0.0,529,529.0,0.0
2025-10-08,8085806701,C816,2393,0,0,0,0.0,2393,2393.0,0.0
2025-10-08,80858076,A668,3874,0,0,101,0.0,3773,3773.0,0.0
2025-10-08,80858076,A680,596,0,0,0,0.0,596,596.0,0.0
2025-10-08,80842334,D767,62,0,0,2,0.0,60,60.0,0.0
2025-10-08,80858067,A668,783,0,0,13,0.0,770,770.0,0.0
2025-10-08,80845592,A668,559,0,0,15,0.0,544,544.0,0.0
2025-10-08,8078436601,D191,882,0,0,0,0.0,882,882.0,0.0
2025-10-08,80858067,A680,941,0,0,0,0.0,941,941.0,0.0
2025-10-08,80784370,C563,326,0,0,0,0.0,326,326.0,0.0
2025-10-08,80842337,E295,323,0,0,45,0.0,278,278.0,0.0
2025-10-08,80842325,A668,4340,0,0,348,0.0,3992,3992.0,0.0
2025-10-08,80842338,A668,691,0,0,0,0.0,691,691.0,0.0
2025-10-08,80845182,D767,463,0,0,40,0.0,423,423.0,0.0
2025-10-08,80842338,A680,422,0,0,0,0.0,422,422.0,0.0
2025-10-08,80842325,A680,3267,0,0,0,0.0,3267,3267.0,0.0
2025-10-08,80804079,C816,3830,0,0,178,0.0,3652,3652.0,0.0
2025-10-08,80799645,A668,869,0,0,63,0.0,806,806.0,0.0
2025-10-08,80799645,A680,1895,0,0,0,0.0,1895,1895.0,0.0
2025-10-08,8078436601,D767,396,0,0,29,0.0,367,367.0,0.0
2025-10-08,80799645,C563,65,0,0,11,0.0,54,54.0,0.0
2025-10-08,80842337,D767,218,0,0,4,0.0,214,214.0,0.0
2025-10-08,80784368,A668,4685,0,0,106,0.0,4579,4579.0,0.0
2025-10-08,80784368,A680,2529,0,0,0,0.0,2529,2529.0,0.0
2025-10-08,80799647,C816,1556,0,0,147,0.0,1409,1409.0,0.0
2025-10-08,80880374,A668,1731,0,0,17,0.0,1714,1714.0,0.0
2025-10-08,80880374,A680,882,0,0,0,0.0,882,882.0,0.0
2025-10-08,8078436901,C816,1692,0,0,272,0.0,1420,1420.0,0.0
2025-10-08,8078436601,E467,110,0,0,0,0.0,110,110.0,0.0
2025-10-08,8085807601,C816,3534,0,0,147,0.0,3387,3387.0,0.0
2025-10-08,80843403,D191,124,0,0,0,0.0,124,124.0,0.0
2025-10-08,80842340,C816,6457,0,0,105,0.0,6352,6352.0,0.0
2025-10-08,80842342,A668,36,0,0,35,0.0,1,1.0,0.0
2025-10-08,80842328,D191,293,0,0,24,0.0,269,269.0,0.0
2025-10-08,80842342,A680,24,0,0,0,0.0,24,24.0,0.0
2025-10-08,80858074,A668,1752,0,0,154,0.0,1598,1598.0,0.0
2025-10-08,80858074,A680,173,0,0,0,0.0,173,173.0,0.0
2025-10-08,80842338,D191,24,0,0,14,0.0,10,10.0,0.0
2025-10-08,80842325,D191,45,0,0,45,0.0,0,0.0,0.0
