date,material,location,beginning_inventory,production_gr,delivery_gr,shipment,delivery_ship,ending_inventory,calculated_ending,balance_diff
2025-10-08,80843403,C816,2238,0,0,0,0.0,2238,2238.0,0.0
2025-10-08,80784370,D767,29,0,0,15,0.0,14,14.0,0.0
2025-10-08,80842342,C563,73,0,0,7,0.0,66,66.0,0.0
2025-10-08,80842328,C816,10049,0,0,0,0.0,10049,10049.0,0.0
2025-10-08,80843403,D767,119,0,0,0,0.0,119,119.0,0.0
2025-10-08,80845184,C816,2551,0,0,117,0.0,2434,2434.0,0.0
2025-10-08,80784366,C816,2277,0,0,134,0.0,2143,2143.0,0.0
2025-10-08,80799645,D191,79,0,0,30,0.0,49,49.0,0.0
2025-10-08,80845592,C816,716,0,0,220,0.0,496,496.0,0.0
2025-10-08,80804077,C816,7803,0,0,25,0.0,7778,7778.0,0.0
2025-10-08,80799646,A668,3913,0,0,376,0.0,3537,3537.0,0.0
2025-10-08,80799646,A680,2990,0,0,0,0.0,2990,2990.0,0.0
2025-10-08,80842338,D767,56,0,0,6,0.0,50,50.0,0.0
2025-10-08,80842325,D767,50,0,0,0,0.0,50,50.0,0.0
2025-10-08,8084340301,D191,124,0,0,0,0.0,124,124.0,0.0
2025-10-08,80858069,A668,3618,0,0,389,0.0,3229,3229.0,0.0
2025-10-08,80858069,A680,753,0,0,0,0.0,753,753.0,0.0
2025-10-08,80784368,D191,2,0,0,2,0.0,0,0.0,0.0
2025-10-08,80799645,D767,193,0,0,23,0.0,170,170.0,0.0
2025-10-08,8084340301,C816,2192,0,0,119,0.0,2073,2073.0,0.0
2025-10-08,80842334,D191,124,0,0,17,0.0,107,107.0,0.0
2025-10-08,8080407701,A680,2510,0,0,0,0.0,2510,2510.0,0.0
2025-10-08,80784368,C816,12035,0,0,472,0.0,11563,11563.0,0.0
2025-10-08,80880374,C816,3234,0,0,0,0.0,3234,3234.0,0.0
2025-10-08,80842342,D191,317,0,0,24,0.0,293,293.0,0.0
2025-10-08,80842334,C816,9602,0,0,168,0.0,9434,9434.0,0.0
2025-10-08,80858064,C816,1713,0,0,137,0.0,1576,1576.0,0.0
2025-10-08,8080407701,C563,3,0,0,0,0.0,3,3.0,0.0
2025-10-08,80845182,C816,3134,0,0,0,0.0,3134,3134.0,0.0
2025-10-08,8084233901,A680,811,0,0,0,0.0,811,811.0,0.0
2025-10-08,80842337,D191,690,0,0,38,0.0,652,652.0,0.0
2025-10-08,80842342,D767,109,0,0,12,0.0,97,97.0,0.0
2025-10-08,80845595,A680,324,0,0,0,0.0,324,324.0,0.0
2025-10-08,8078436601,C816,2002,0,0,120,0.0,1882,1882.0,0.0
2025-10-08,8084234201,A680,24,0,0,0,0.0,24,24.0,0.0
2025-10-08,80880379,A668,3235,0,0,10,0.0,3225,3225.0,0.0
2025-10-08,80842337,C816,626,0,0,1,0.0,625,625.0,0.0
2025-10-08,80880379,A680,1470,0,0,0,0.0,1470,1470.0,0.0
2025-10-08,8084234201,C563,77,0,0,1,0.0,76,76.0,0.0
2025-10-08,80799646,C816,3416,0,0,313,0.0,3103,3103.0,0.0
2025-10-08,80786340,C563,48,0,0,1,0.0,47,47.0,0.0
2025-10-08,80784366,C563,196,0,0,0,0.0,196,196.0,0.0
2025-10-08,80843405,A668,816,0,0,101,0.0,715,715.0,0.0
2025-10-08,80799646,D767,278,0,0,5,0.0,273,273.0,0.0
2025-10-08,80843405,A680,531,0,0,69,0.0,462,462.0,0.0
2025-10-08,80858069,C816,3889,0,0,175,0.0,3714,3714.0,0.0
2025-10-08,8084232501,A668,4699,0,0,0,0.0,4699,4699.0,0.0
2025-10-08,8084232501,A680,3267,0,0,0,0.0,3267,3267.0,0.0
2025-10-08,8084232501,C563,94,0,0,0,0.0,94,94.0,0.0
2025-10-08,80784370,C816,5863,0,0,249,0.0,5614,5614.0,0.0
2025-10-08,8079964701,C816,1436,0,0,125,0.0,1311,1311.0,0.0
2025-10-08,8085806701,A668,824,0,0,0,0.0,824,824.0,0.0
2025-10-08,8085806701,A680,941,0,0,0,0.0,941,941.0,0.0
2025-10-08,8084234201,E295,132,0,0,28,0.0,104,104.0,0.0
2025-10-08,80786340,E295,264,0,0,40,0.0,224,224.0,0.0
2025-10-08,80784366,E295,320,0,0,0,0.0,320,320.0,0.0
2025-10-08,80784376,C563,338,0,0,18,0.0,320,320.0,0.0
2025-10-08,80858076,C816,3489,0,0,38,0.0,3451,3451.0,0.0
2025-10-08,80858067,C816,2286,0,0,71,0.0,2215,2215.0,0.0
2025-10-08,80842338,C816,2174,0,0,79,0.0,2095,2095.0,0.0
2025-10-08,80842325,C816,4071,0,0,0,0.0,4071,4071.0,0.0
2025-10-08,80804079,A668,4334,0,0,379,0.0,3955,3955.0,0.0
2025-10-08,80804079,A680,1120,0,0,0,0.0,1120,1120.0,0.0
2025-10-08,80799645,C816,6353,0,0,606,0.0,5747,5747.0,0.0
2025-10-08,80784369,A668,1613,0,0,121,0.0,1492,1492.0,0.0
2025-10-08,8084234201,D767,108,0,0,5,0.0,103,103.0,0.0
2025-10-08,80784369,A680,298,0,0,0,0.0,298,298.0,0.0
2025-10-08,80842339,A668,538,0,0,33,0.0,505,505.0,0.0
2025-10-08,80880379,C816,6568,0,0,7,0.0,6561,6561.0,0.0
2025-10-08,8078436601,C563,196,0,0,0,0.0,196,196.0,0.0
2025-10-08,80842339,A680,811,0,0,0,0.0,811,811.0,0.0
2025-10-08,8080407701,A668,4538,0,0,31,0.0,4507,4507.0,0.0
2025-10-08,80799647,A668,2962,0,0,19,0.0,2943,2943.0,0.0
2025-10-08,80799647,A680,529,0,0,0,0.0,529,529.0,0.0
2025-10-08,80784376,E295,609,0,0,30,0.0,579,579.0,0.0
2025-10-08,8084233901,A668,524,0,0,30,0.0,494,494.0,0.0
2025-10-08,8084232501,D767,79,0,0,17,0.0,62,62.0,0.0
2025-10-08,80842340,A668,1003,0,0,226,0.0,777,777.0,0.0
2025-10-08,80842340,A680,912,0,0,0,0.0,912,912.0,0.0
2025-10-08,80845590,C816,441,0,0,233,0.0,208,208.0,0.0
2025-10-08,80842342,C816,450,0,0,35,0.0,415,415.0,0.0
2025-10-08,80858074,C816,1546,0,0,107,0.0,1439,1439.0,0.0
2025-10-08,80843403,A680,1982,0,0,0,0.0,1982,1982.0,0.0
2025-10-08,8078436601,E295,320,0,0,0,0.0,320,320.0,0.0
2025-10-08,80842328,A668,3624,0,0,500,0.0,3124,3124.0,0.0
2025-10-08,80845184,A668,1223,0,0,26,0.0,1197,1197.0,0.0
2025-10-08,80786340,A668,320,0,0,263,0.0,57,57.0,0.0
2025-10-08,80804079,D191,244,0,0,4,0.0,240,240.0,0.0
2025-10-08,80845184,A680,1491,0,0,267,0.0,1224,1224.0,0.0
2025-10-08,80842328,A680,7836,0,0,0,0.0,7836,7836.0,0.0
2025-10-08,80786340,A680,1548,0,0,0,0.0,1548,1548.0,0.0
2025-10-08,80784366,A680,1288,0,0,0,0.0,1288,1288.0,0.0
2025-10-08,80804077,A668,4388,0,0,10,0.0,4378,4378.0,0.0
2025-10-08,80845592,A680,501,0,0,0,0.0,501,501.0,0.0
2025-10-08,80784365,A888,0,12604,0,449,0.0,12155,12155.0,0.0
2025-10-08,80804077,A680,2510,0,0,0,0.0,2510,2510.0,0.0
2025-10-08,80843403,C563,120,0,0,0,0.0,120,120.0,0.0
2025-10-08,80842328,C563,207,0,0,31,0.0,176,176.0,0.0
2025-10-08,80842339,D191,26,0,0,9,0.0,17,17.0,0.0
2025-10-08,80804077,C563,3,0,0,0,0.0,3,3.0,0.0
2025-10-08,80804079,D767,53,0,0,10,0.0,43,43.0,0.0
2025-10-08,80842325,C563,97,0,0,37,0.0,60,60.0,0.0
