date,material,location,quantity
2025-09-14,80813644,0386,0
2025-09-14,80813644,A868,100
2025-09-14,80813644,C816,60
2025-09-14,80813644,C810,112
2025-09-14,80813608,0386,1
2025-09-14,80813608,A868,100
2025-09-14,80813608,C816,209
2025-09-14,80813608,C810,49
